"Step","Reacher-Baseline_1757856680 - ep_info/Target0","Reacher-Baseline_1757856680 - ep_info/Target0__MIN","Reacher-Baseline_1757856680 - ep_info/Target0__MAX"
"1024","237.06995694432408","237.06995694432408","237.06995694432408"
"2048","334.55979876802303","334.55979876802303","334.55979876802303"
"3072","403.17324380992795","403.17324380992795","403.17324380992795"
"4096","390.0518313322973","390.0518313322973","390.0518313322973"
"5120","322.8770581437275","322.8770581437275","322.8770581437275"
"6144","189.0788235574728","189.0788235574728","189.0788235574728"
"7168","365.954110008548","365.954110008548","365.954110008548"
"8192","342.79940811218694","342.79940811218694","342.79940811218694"
"9216","396.22044756053947","396.22044756053947","396.22044756053947"
"10240","399.4075424077164","399.4075424077164","399.4075424077164"
"11264","315.2793237968144","315.2793237968144","315.2793237968144"
"12288","443.006244695629","443.006244695629","443.006244695629"
"13312","427.8514872159576","427.8514872159576","427.8514872159576"
"14336","425.56544445618056","425.56544445618056","425.56544445618056"
"15360","168.52141294197645","168.52141294197645","168.52141294197645"
"16384","225.94117671699496","225.94117671699496","225.94117671699496"
"17408","379.88239699920814","379.88239699920814","379.88239699920814"
"18432","336.5043271466857","336.5043271466857","336.5043271466857"
"19456","339.19230433902703","339.19230433902703","339.19230433902703"
"20480","395.05646246951073","395.05646246951073","395.05646246951073"
"21504","143.34736008985783","143.34736008985783","143.34736008985783"
"22528","248.29369294299977","248.29369294299977","248.29369294299977"
"23552","359.8924415897345","359.8924415897345","359.8924415897345"
"24576","225.2012296570756","225.2012296570756","225.2012296570756"
"25600","374.3854144861398","374.3854144861398","374.3854144861398"
"26624","253.73097968284856","253.73097968284856","253.73097968284856"
"27648","290.56733503506985","290.56733503506985","290.56733503506985"
"28672","429.69821252988186","429.69821252988186","429.69821252988186"
"29696","390.77825576713076","390.77825576713076","390.77825576713076"
"30720","345.39298118135775","345.39298118135775","345.39298118135775"
"31744","202.41708606873","202.41708606873","202.41708606873"
"32768","244.26511834282428","244.26511834282428","244.26511834282428"
"33792","306.27419323505455","306.27419323505455","306.27419323505455"
"34816","352.4583319539088","352.4583319539088","352.4583319539088"
"35840","323.0871192215127","323.0871192215127","323.0871192215127"
"36864","282.8841291408753","282.8841291408753","282.8841291408753"
"37888","419.7169209860731","419.7169209860731","419.7169209860731"
"38912","298.6817762123246","298.6817762123246","298.6817762123246"
"39936","328.7559528843267","328.7559528843267","328.7559528843267"
"40960","217.11867229049676","217.11867229049676","217.11867229049676"
"41984","217.51986459083855","217.51986459083855","217.51986459083855"
"43008","161.2927949400546","161.2927949400546","161.2927949400546"
"44032","173.3035397825297","173.3035397825297","173.3035397825297"
"45056","408.9890182755189","408.9890182755189","408.9890182755189"
"46080","116.67116132809315","116.67116132809315","116.67116132809315"
"47104","322.79752479307353","322.79752479307353","322.79752479307353"
"48128","266.74447268096264","266.74447268096264","266.74447268096264"
"49152","321.9192286222242","321.9192286222242","321.9192286222242"
"50176","420.62105880879244","420.62105880879244","420.62105880879244"
"51200","234.89216711494373","234.89216711494373","234.89216711494373"
"52224","226.63430135173257","226.63430135173257","226.63430135173257"
"53248","370.43992669383624","370.43992669383624","370.43992669383624"
"54272","432.28737785865087","432.28737785865087","432.28737785865087"
"55296","347.24505497704376","347.24505497704376","347.24505497704376"
"56320","381.18390223407187","381.18390223407187","381.18390223407187"
"57344","432.20011390175205","432.20011390175205","432.20011390175205"
"58368","337.91302038954746","337.91302038954746","337.91302038954746"
"59392","167.6416106671095","167.6416106671095","167.6416106671095"
"60416","178.56422841310268","178.56422841310268","178.56422841310268"
"61440","206.03894076903816","206.03894076903816","206.03894076903816"
"62464","295.93823995708954","295.93823995708954","295.93823995708954"
"63488","176.04753648326732","176.04753648326732","176.04753648326732"
"64512","283.7916551853996","283.7916551853996","283.7916551853996"
"65536","369.382805677189","369.382805677189","369.382805677189"
"66560","252.14231612511594","252.14231612511594","252.14231612511594"
"67584","162.21885693934746","162.21885693934746","162.21885693934746"
"68608","318.32575649434875","318.32575649434875","318.32575649434875"
"69632","195.21155464171898","195.21155464171898","195.21155464171898"
"70656","221.03709193252143","221.03709193252143","221.03709193252143"
"71680","81.0945089153247","81.0945089153247","81.0945089153247"
