"Step","env: CHICKENBANANA - ep_info/Banana","env: CHICKENBANANA - ep_info/Banana__MIN","env: CHICKENBANANA - ep_info/Banana__MAX"
"709","24","0","30"
"710","21","0","30"
"711","21","0","30"
"712","21","0","30"
"713","21","0","30"
"714","21","0","30"
"715","21","0","30"
"716","21","0","30"
"717","21","0","30"
"718","21","0","30"
"719","18","0","30"
"720","18","0","30"
"721","15","0","30"
"722","15","0","30"
"723","12","0","30"
"724","12","0","30"
"725","15","0","30"
"726","12","0","30"
"727","15","0","30"
"728","12","0","30"
"729","15","0","30"
"730","18","0","30"
"731","15","0","30"
"732","18","0","30"
"733","18","0","30"
"734","18","0","30"
"735","18","0","30"
"736","18","0","30"
"737","18","0","30"
"738","18","0","30"
"739","18","0","30"
"740","18","0","30"
"741","24","0","30"
"742","21","0","30"
"743","24","0","30"
"744","21","0","30"
"745","24","0","30"
"746","24","0","30"
"747","24","0","30"
"748","24","0","30"
"749","24","0","30"
"750","27","0","30"
"751","24","0","30"
"752","24","0","30"
"753","21","0","30"
"754","21","0","30"
"755","21","0","30"
"756","21","0","30"
"757","24","0","30"
"758","21","0","30"
"759","21","0","30"
"760","21","0","30"
"761","18","0","30"
"762","18","0","30"
"763","18","0","30"
"764","18","0","30"
"765","18","0","30"
"766","18","0","30"
"767","18","0","30"
"768","15","0","30"
"769","15","0","30"
"770","15","0","30"
"771","15","0","30"
"772","15","0","30"
"773","15","0","30"
"774","15","0","30"
"775","15","0","30"
"776","21","0","30"
"777","18","0","30"
"778","18","0","30"
"779","21","0","30"
"780","15","0","30"
"781","21","0","30"
"782","24","0","30"
"783","21","0","30"
"784","21","0","30"
"785","21","0","30"
"786","24","0","30"
"787","21","0","30"
"788","21","0","30"
"789","21","0","30"
"790","21","0","30"
"791","21","0","30"
"792","21","0","30"
"793","21","0","30"
"794","24","0","30"
"795","21","0","30"
"796","21","0","30"
"797","21","0","30"
"798","21","0","30"
"799","21","0","30"
"800","21","0","30"
"801","24","0","30"
"802","21","0","30"
"803","21","0","30"
"804","18","0","30"
"805","21","0","30"
"806","21","0","30"
"807","21","0","30"
"808","21","0","30"
"809","21","0","30"
"810","21","0","30"
"811","21","0","30"
"812","21","0","30"
"813","21","0","30"
"814","24","0","30"
"815","21","0","30"
"816","18","0","30"
"817","18","0","30"
"818","18","0","30"
"819","18","0","30"
"820","15","0","30"
"821","15","0","30"
"822","15","0","30"
"823","18","0","30"
"824","18","0","30"
"825","18","0","30"
"826","21","0","30"
"827","21","0","30"
"828","18","0","30"
"829","18","0","30"
"830","18","0","30"
"831","18","0","30"
"832","21","0","30"
"833","24","0","30"
"834","24","0","30"
"835","24","0","30"
"836","24","0","30"
"837","24","0","30"
"838","24","0","30"
"839","24","0","30"
"840","24","0","30"
"841","24","0","30"
"842","24","0","30"
"843","24","0","30"
"844","24","0","30"
"845","24","0","30"
"846","24","0","30"
"847","24","0","30"
"848","24","0","30"
"849","21","0","30"
"850","21","0","30"
"851","21","0","30"
"852","21","0","30"
"853","21","0","30"
"854","15","0","30"
"855","15","0","30"
"856","18","0","30"
"857","18","0","30"
"858","18","0","30"
"859","18","0","30"
"860","18","0","30"
"861","18","0","30"
"862","18","0","30"
"863","18","0","30"
"864","18","0","30"
"865","18","0","30"
"866","18","0","30"
"867","18","0","30"
"868","18","0","30"
"869","18","0","30"
"870","21","0","30"
"871","21","0","30"
"872","24","0","30"
"873","21","0","30"
"874","21","0","30"
"875","21","0","30"
"876","18","0","30"
"877","18","0","30"
"878","18","0","30"
"879","18","0","30"
"880","18","0","30"
"881","18","0","30"
"882","21","0","30"
"883","21","0","30"
"884","18","0","30"
"885","18","0","30"
"886","18","0","30"
"887","18","0","30"
"888","18","0","30"
"889","18","0","30"
"890","18","0","30"
"891","21","0","30"
"892","24","0","30"
"893","18","0","30"
"894","18","0","30"
"895","18","0","30"
"896","18","0","30"
"897","18","0","30"
"898","18","0","30"
"899","18","0","30"
"900","18","0","30"
"901","18","0","30"
"902","18","0","30"
"903","18","0","30"
"904","18","0","30"
"905","18","0","30"
"906","18","0","30"
"907","18","0","30"
"908","18","0","30"
"909","18","0","30"
"910","18","0","30"
"911","18","0","30"
