"Step","env: CHICKENBANANA - ep_info/Chicken","env: CHICKENBANANA - ep_info/Chicken__MIN","env: CHICKENBANANA - ep_info/Chicken__MAX"
"1","14","0","70"
"2","14","0","70"
"3","0","0","0"
"4","0","0","0"
"5","14","0","70"
"6","0","0","0"
"7","14","0","70"
"8","7","0","70"
"9","0","0","0"
"10","0","0","0"
"11","21","0","70"
"12","0","0","0"
"13","0","0","0"
"14","0","0","0"
"15","14","0","70"
"16","7","0","70"
"17","0","0","0"
"18","0","0","0"
"19","7","0","70"
"20","7","0","70"
"21","7","0","70"
"22","0","0","0"
"23","7","0","70"
"24","7","0","70"
"25","7","0","70"
"26","0","0","0"
"27","7","0","70"
"28","7","0","70"
"29","7","0","70"
"30","14","0","70"
"31","7","0","70"
"32","0","0","0"
"33","7","0","70"
"34","14","0","70"
"35","7","0","70"
"36","7","0","70"
"37","14","0","70"
"38","14","0","70"
"39","0","0","0"
"40","0","0","0"
"41","0","0","0"
"42","7","0","70"
"43","0","0","0"
"44","0","0","0"
"45","7","0","70"
"46","14","0","70"
"47","0","0","0"
"48","7","0","70"
"49","14","0","70"
"50","0","0","0"
"51","0","0","0"
"52","7","0","70"
"53","0","0","0"
"54","7","0","70"
"55","0","0","0"
"56","7","0","70"
"57","0","0","0"
"58","28","0","70"
"59","7","0","70"
"60","0","0","0"
"61","7","0","70"
"62","0","0","0"
"63","7","0","70"
"64","7","0","70"
"65","7","0","70"
"66","14","0","70"
"67","7","0","70"
"68","7","0","70"
"69","0","0","0"
"70","7","0","70"
"71","7","0","70"
"72","0","0","0"
"73","7","0","70"
"74","0","0","0"
"75","0","0","0"
"76","7","0","70"
"77","7","0","70"
"78","7","0","70"
"79","14","0","70"
"80","7","0","70"
"81","7","0","70"
"82","0","0","0"
"83","7","0","70"
"84","0","0","0"
"85","14","0","70"
"86","0","0","0"
"87","7","0","70"
"88","7","0","70"
"89","7","0","70"
"90","0","0","0"
"91","14","0","70"
"92","7","0","70"
"93","0","0","0"
"94","0","0","0"
"95","7","0","70"
"96","14","0","70"
"97","7","0","70"
"98","7","0","70"
"99","7","0","70"
"100","0","0","0"
"101","0","0","0"
"102","7","0","70"
"103","7","0","70"
"104","7","0","70"
"105","7","0","70"
"106","0","0","0"
"107","21","0","70"
"108","7","0","70"
"109","0","0","0"
"110","7","0","70"
"111","7","0","70"
"112","7","0","70"
"113","7","0","70"
"114","7","0","70"
"115","7","0","70"
"116","0","0","0"
"117","0","0","0"
"118","0","0","0"
"119","0","0","0"
"120","7","0","70"
"121","7","0","70"
"122","0","0","0"
"123","0","0","0"
"124","0","0","0"
"125","7","0","70"
"126","0","0","0"
"127","0","0","0"
"128","14","0","70"
"129","0","0","0"
"130","0","0","0"
"131","0","0","0"
"132","0","0","0"
"133","0","0","0"
"134","0","0","0"
"135","0","0","0"
"136","7","0","70"
"137","7","0","70"
"138","0","0","0"
"139","0","0","0"
"140","21","0","70"
"141","7","0","70"
"142","7","0","70"
"143","7","0","70"
"144","7","0","70"
"145","0","0","0"
"146","7","0","70"
"147","14","0","70"
"148","7","0","70"
"149","7","0","70"
"150","7","0","70"
"151","0","0","0"
"152","7","0","70"
"153","0","0","0"
"154","14","0","70"
"155","0","0","0"
"156","0","0","0"
"157","14","0","70"
"158","0","0","0"
"159","0","0","0"
"160","7","0","70"
"161","7","0","70"
"162","7","0","70"
"163","7","0","70"
"164","7","0","70"
"165","0","0","0"
"166","14","0","70"
"167","14","0","70"
"168","7","0","70"
"169","7","0","70"
"170","0","0","0"
"171","0","0","0"
"172","7","0","70"
"173","0","0","0"
"174","0","0","0"
"175","7","0","70"
"176","14","0","70"
"177","14","0","70"
"178","0","0","0"
"179","0","0","0"
"180","7","0","70"
"181","7","0","70"
"182","7","0","70"
"183","14","0","70"
"184","0","0","0"
"185","14","0","70"
"186","7","0","70"
"187","7","0","70"
"188","7","0","70"
"189","14","0","70"
"190","0","0","0"
"191","7","0","70"
"192","14","0","70"
"193","14","0","70"
"194","0","0","0"
"195","14","0","70"
"196","7","0","70"
"197","7","0","70"
"198","0","0","0"
"199","14","0","70"
"200","0","0","0"
"201","0","0","0"
"202","0","0","0"
"203","14","0","70"
"204","14","0","70"
"205","14","0","70"
"206","14","0","70"
"207","7","0","70"
"208","7","0","70"
"209","7","0","70"
"210","7","0","70"
"211","7","0","70"
"212","7","0","70"
"213","0","0","0"
"214","0","0","0"
"215","7","0","70"
"216","7","0","70"
"217","21","0","70"
"218","0","0","0"
"219","7","0","70"
"220","0","0","0"
"221","0","0","0"
"222","7","0","70"
"223","7","0","70"
"224","7","0","70"
"225","14","0","70"
"226","21","0","70"
"227","7","0","70"
"228","14","0","70"
"229","14","0","70"
"230","14","0","70"
"231","21","0","70"
"232","7","0","70"
"233","7","0","70"
"234","0","0","0"
"235","7","0","70"
"236","21","0","70"
"237","7","0","70"
"238","14","0","70"
"239","7","0","70"
"240","14","0","70"
"241","28","0","70"
"242","28","0","70"
"243","7","0","70"
"244","21","0","70"
"245","28","0","70"
