"Step","env: CHICKENBANANA - ep_info/Banana","env: CHICKENBANANA - ep_info/Banana__MIN","env: CHICKENBANANA - ep_info/Banana__MAX"
"1","12","0","30"
"2","12","0","30"
"3","21","0","30"
"4","21","0","30"
"5","18","0","30"
"6","30","30","30"
"7","24","0","30"
"8","24","0","30"
"9","21","0","30"
"10","30","30","30"
"11","21","0","30"
"12","27","0","30"
"13","30","30","30"
"14","27","0","30"
"15","24","0","30"
"16","21","0","30"
"17","24","0","30"
"18","30","30","30"
"19","24","0","30"
"20","24","0","30"
"21","15","0","30"
"22","30","30","30"
"23","27","0","30"
"24","21","0","30"
"25","21","0","30"
"26","30","30","30"
"27","27","0","30"
"28","27","0","30"
"29","30","30","30"
"30","24","0","30"
"31","24","0","30"
"32","30","30","30"
"33","30","30","30"
"34","27","0","30"
"35","30","30","30"
"36","24","0","30"
"37","21","0","30"
"38","27","0","30"
"39","27","0","30"
"40","27","0","30"
"41","24","0","30"
"42","27","0","30"
"43","24","0","30"
"44","24","0","30"
"45","24","0","30"
"46","24","0","30"
"47","30","30","30"
"48","30","30","30"
"49","24","0","30"
"50","27","0","30"
"51","27","0","30"
"52","24","0","30"
"53","24","0","30"
"54","27","0","30"
"55","30","30","30"
"56","30","30","30"
"57","27","0","30"
"58","24","0","30"
"59","24","0","30"
"60","30","30","30"
"61","30","30","30"
"62","30","30","30"
"63","27","0","30"
"64","30","30","30"
"65","30","30","30"
"66","27","0","30"
"67","21","0","30"
"68","27","0","30"
"69","27","0","30"
"70","30","30","30"
"71","27","0","30"
"72","24","0","30"
"73","27","0","30"
"74","30","30","30"
"75","27","0","30"
"76","30","30","30"
"77","30","30","30"
"78","24","0","30"
"79","30","30","30"
"80","27","0","30"
"81","27","0","30"
"82","27","0","30"
"83","30","30","30"
"84","30","30","30"
"85","24","0","30"
"86","27","0","30"
"87","21","0","30"
"88","30","30","30"
"89","30","30","30"
"90","30","30","30"
"91","27","0","30"
"92","30","30","30"
"93","27","0","30"
"94","27","0","30"
"95","27","0","30"
"96","24","0","30"
"97","30","30","30"
"98","30","30","30"
"99","27","0","30"
"100","30","30","30"
"101","27","0","30"
"102","30","30","30"
"103","27","0","30"
"104","24","0","30"
"105","27","0","30"
"106","30","30","30"
"107","30","30","30"
"108","30","30","30"
"109","30","30","30"
"110","24","0","30"
"111","24","0","30"
"112","27","0","30"
"113","27","0","30"
"114","30","30","30"
"115","30","30","30"
"116","30","30","30"
"117","27","0","30"
"118","30","30","30"
"119","30","30","30"
"120","24","0","30"
"121","27","0","30"
"122","27","0","30"
"123","30","30","30"
"124","30","30","30"
"125","27","0","30"
"126","30","30","30"
"127","27","0","30"
"128","30","30","30"
"129","21","0","30"
"130","27","0","30"
"131","30","30","30"
"132","30","30","30"
"133","30","30","30"
"134","27","0","30"
"135","27","0","30"
"136","27","0","30"
"137","27","0","30"
"138","30","30","30"
"139","27","0","30"
"140","24","0","30"
"141","30","30","30"
"142","30","30","30"
"143","27","0","30"
"144","30","30","30"
"145","30","30","30"
"146","30","30","30"
"147","30","30","30"
"148","30","30","30"
"149","30","30","30"
"150","27","0","30"
"151","24","0","30"
"152","27","0","30"
"153","30","30","30"
"154","30","30","30"
"155","27","0","30"
"156","27","0","30"
"157","27","0","30"
"158","30","30","30"
"159","30","30","30"
"160","30","30","30"
"161","27","0","30"
"162","30","30","30"
"163","27","0","30"
"164","27","0","30"
"165","30","30","30"
"166","30","30","30"
"167","24","0","30"
"168","30","30","30"
"169","27","0","30"
"170","27","0","30"
"171","30","30","30"
"172","30","30","30"
"173","24","0","30"
"174","30","30","30"
"175","30","30","30"
"176","27","0","30"
"177","30","30","30"
"178","30","30","30"
"179","30","30","30"
"180","27","0","30"
"181","30","30","30"
"182","30","30","30"
"183","27","0","30"
"184","30","30","30"
"185","27","0","30"
"186","30","30","30"
"187","30","30","30"
"188","27","0","30"
"189","27","0","30"
"190","30","30","30"
"191","27","0","30"
"192","30","30","30"
"193","30","30","30"
"194","30","30","30"
"195","30","30","30"
"196","30","30","30"
