"Step","env: CHICKENBANANA - ep_info/Chicken","env: CHICKENBANANA - ep_info/Chicken__MIN","env: CHICKENBANANA - ep_info/Chicken__MAX"
"857","21","0","70"
"858","21","0","70"
"859","21","0","70"
"860","14","0","70"
"861","21","0","70"
"862","21","0","70"
"863","21","0","70"
"864","21","0","70"
"865","21","0","70"
"866","21","0","70"
"867","21","0","70"
"868","21","0","70"
"869","21","0","70"
"870","21","0","70"
"871","28","0","70"
"872","28","0","70"
"873","28","0","70"
"874","28","0","70"
"875","28","0","70"
"876","21","0","70"
"877","21","0","70"
"878","21","0","70"
"879","21","0","70"
"880","21","0","70"
"881","21","0","70"
"882","21","0","70"
"883","21","0","70"
"884","14","0","70"
"885","21","0","70"
"886","21","0","70"
"887","21","0","70"
"888","21","0","70"
"889","21","0","70"
"890","21","0","70"
"891","21","0","70"
"892","21","0","70"
"893","21","0","70"
"894","14","0","70"
"895","14","0","70"
"896","21","0","70"
"897","21","0","70"
"898","21","0","70"
"899","21","0","70"
"900","21","0","70"
"901","21","0","70"
"902","21","0","70"
"903","21","0","70"
"904","21","0","70"
"905","21","0","70"
"906","21","0","70"
"907","21","0","70"
"908","21","0","70"
"909","28","0","70"
"910","21","0","70"
"911","21","0","70"
"912","21","0","70"
"913","21","0","70"
"914","21","0","70"
"915","21","0","70"
"916","28","0","70"
"917","21","0","70"
"918","28","0","70"
"919","35","0","70"
"920","28","0","70"
"921","28","0","70"
"922","28","0","70"
"923","28","0","70"
"924","28","0","70"
"925","28","0","70"
"926","28","0","70"
"927","28","0","70"
"928","35","0","70"
"929","42","0","70"
"930","49","0","70"
"931","49","0","70"
"932","49","0","70"
"933","42","0","70"
"934","49","0","70"
"935","49","0","70"
"936","49","0","70"
"937","42","0","70"
"938","49","0","70"
"939","49","0","70"
"940","42","0","70"
"941","42","0","70"
"942","49","0","70"
"943","35","0","70"
"944","49","0","70"
"945","42","0","70"
"946","42","0","70"
"947","42","0","70"
"948","42","0","70"
"949","42","0","70"
"950","42","0","70"
"951","35","0","70"
"952","42","0","70"
"953","28","0","70"
"954","35","0","70"
"955","42","0","70"
"956","35","0","70"
"957","28","0","70"
"958","35","0","70"
"959","28","0","70"
"960","35","0","70"
"961","28","0","70"
"962","35","0","70"
"963","28","0","70"
"964","35","0","70"
"965","28","0","70"
"966","35","0","70"
"967","35","0","70"
"968","35","0","70"
"969","35","0","70"
"970","35","0","70"
"971","35","0","70"
"972","35","0","70"
"973","28","0","70"
"974","35","0","70"
"975","28","0","70"
"976","21","0","70"
"977","28","0","70"
"978","28","0","70"
"979","28","0","70"
"980","28","0","70"
"981","28","0","70"
"982","28","0","70"
"983","28","0","70"
"984","28","0","70"
"985","35","0","70"
"986","35","0","70"
"987","28","0","70"
"988","28","0","70"
"989","35","0","70"
"990","35","0","70"
"991","28","0","70"
"992","35","0","70"
"993","35","0","70"
"994","35","0","70"
"995","35","0","70"
"996","28","0","70"
"997","35","0","70"
"998","35","0","70"
"999","35","0","70"
"1000","35","0","70"
"1001","35","0","70"
"1002","35","0","70"
"1003","35","0","70"
"1004","35","0","70"
"1005","35","0","70"
"1006","35","0","70"
"1007","35","0","70"
"1008","35","0","70"
"1009","35","0","70"
"1010","35","0","70"
"1011","35","0","70"
"1012","35","0","70"
"1013","35","0","70"
"1014","28","0","70"
"1015","35","0","70"
"1016","35","0","70"
"1017","35","0","70"
"1018","35","0","70"
"1019","35","0","70"
"1020","35","0","70"
"1021","35","0","70"
"1022","35","0","70"
"1023","35","0","70"
"1024","35","0","70"
"1025","35","0","70"
"1026","35","0","70"
"1027","35","0","70"
"1028","35","0","70"
"1029","35","0","70"
"1030","42","0","70"
"1031","42","0","70"
"1032","42","0","70"
"1033","42","0","70"
"1034","42","0","70"
"1035","42","0","70"
"1036","42","0","70"
"1037","42","0","70"
"1038","42","0","70"
"1039","42","0","70"
"1040","42","0","70"
"1041","42","0","70"
"1042","35","0","70"
"1043","42","0","70"
"1044","42","0","70"
"1045","42","0","70"
"1046","42","0","70"
"1047","35","0","70"
"1048","42","0","70"
"1049","42","0","70"
"1050","35","0","70"
"1051","42","0","70"
"1052","42","0","70"
"1053","42","0","70"
"1054","42","0","70"
"1055","42","0","70"
"1056","42","0","70"
"1057","42","0","70"
"1058","42","0","70"
"1059","35","0","70"
"1060","42","0","70"
"1061","42","0","70"
"1062","42","0","70"
"1063","42","0","70"
"1064","42","0","70"
"1065","42","0","70"
"1066","42","0","70"
"1067","42","0","70"
"1068","42","0","70"
"1069","35","0","70"
"1070","42","0","70"
"1071","42","0","70"
"1072","42","0","70"
"1073","42","0","70"
"1074","35","0","70"
"1075","35","0","70"
"1076","35","0","70"
"1077","35","0","70"
"1078","35","0","70"
"1079","35","0","70"
"1080","35","0","70"
"1081","35","0","70"
"1082","35","0","70"
"1083","35","0","70"
"1084","35","0","70"
"1085","35","0","70"
"1086","35","0","70"
"1087","35","0","70"
"1088","35","0","70"
"1089","35","0","70"
"1090","35","0","70"
"1091","35","0","70"
"1092","35","0","70"
"1093","35","0","70"
"1094","28","0","70"
"1095","28","0","70"
"1096","35","0","70"
"1097","35","0","70"
"1098","35","0","70"
"1099","35","0","70"
"1100","35","0","70"
"1101","35","0","70"
