"Step","env: CHICKENBANANA - ep_info/Objective","env: CHICKENBANANA - ep_info/Objective__MIN","env: CHICKENBANANA - ep_info/Objective__MAX"
"1","30","0","100"
"2","20","0","100"
"3","30","0","100"
"4","20","0","100"
"5","20","0","100"
"6","30","0","100"
"7","30","0","100"
"8","20","0","100"
"9","20","0","100"
"10","20","0","100"
"11","30","0","100"
"12","50","0","100"
"13","70","0","100"
"14","80","0","100"
"15","80","0","100"
"16","60","0","100"
"17","60","0","100"
"18","80","0","100"
"19","60","0","100"
"20","40","0","100"
"21","70","0","100"
"22","80","0","100"
"23","80","0","100"
"24","80","0","100"
"25","40","0","100"
"26","50","0","100"
"27","90","0","100"
"28","90","0","100"
"29","70","0","100"
"30","70","0","100"
"31","70","0","100"
"32","60","0","100"
"33","60","0","100"
"34","80","0","100"
"35","80","0","100"
"36","70","0","100"
"37","90","0","100"
"38","70","0","100"
"39","90","0","100"
"40","70","0","100"
"41","70","0","100"
"42","40","0","100"
"43","80","0","100"
"44","80","0","100"
"45","90","0","100"
"46","80","0","100"
"47","80","0","100"
"48","70","0","100"
"49","60","0","100"
"50","70","0","100"
"51","90","0","100"
"52","80","0","100"
"53","80","0","100"
"54","60","0","100"
"55","80","0","100"
"56","80","0","100"
"57","90","0","100"
"58","70","0","100"
"59","90","0","100"
"60","90","0","100"
"61","80","0","100"
"62","80","0","100"
"63","90","0","100"
"64","80","0","100"
"65","70","0","100"
"66","50","0","100"
"67","90","0","100"
"68","80","0","100"
"69","90","0","100"
"70","80","0","100"
"71","60","0","100"
"72","90","0","100"
"73","80","0","100"
"74","90","0","100"
"75","80","0","100"
"76","90","0","100"
"77","90","0","100"
"78","80","0","100"
"79","80","0","100"
"80","80","0","100"
"81","70","0","100"
"82","80","0","100"
"83","90","0","100"
"84","80","0","100"
"85","80","0","100"
"86","100","100","100"
"87","90","0","100"
"88","80","0","100"
"89","90","0","100"
"90","90","0","100"
"91","80","0","100"
"92","90","0","100"
"93","90","0","100"
"94","100","100","100"
"95","80","0","100"
"96","90","0","100"
"97","80","0","100"
"98","80","0","100"
"99","90","0","100"
"100","100","100","100"
"101","80","0","100"
"102","90","0","100"
"103","70","0","100"
"104","100","100","100"
"105","70","0","100"
"106","80","0","100"
"107","100","100","100"
"108","70","0","100"
"109","90","0","100"
"110","80","0","100"
"111","90","0","100"
"112","90","0","100"
"113","90","0","100"
"114","80","0","100"
"115","80","0","100"
"116","100","100","100"
"117","100","100","100"
"118","90","0","100"
"119","80","0","100"
"120","90","0","100"
"121","90","0","100"
"122","90","0","100"
"123","90","0","100"
"124","70","0","100"
"125","80","0","100"
"126","90","0","100"
"127","90","0","100"
"128","80","0","100"
"129","60","0","100"
"130","80","0","100"
"131","70","0","100"
"132","90","0","100"
"133","80","0","100"
"134","100","100","100"
"135","90","0","100"
"136","90","0","100"
"137","90","0","100"
"138","80","0","100"
"139","70","0","100"
"140","100","100","100"
"141","80","0","100"
"142","90","0","100"
"143","80","0","100"
"144","80","0","100"
"145","90","0","100"
"146","100","100","100"
"147","70","0","100"
"148","100","100","100"
"149","90","0","100"
"150","100","100","100"
"151","90","0","100"
"152","100","100","100"
"153","70","0","100"
"154","90","0","100"
"155","90","0","100"
"156","90","0","100"
"157","100","100","100"
"158","90","0","100"
"159","90","0","100"
"160","90","0","100"
"161","90","0","100"
"162","80","0","100"
"163","90","0","100"
"164","90","0","100"
"165","80","0","100"
"166","90","0","100"
"167","80","0","100"
"168","90","0","100"
"169","80","0","100"
"170","90","0","100"
"171","90","0","100"
"172","70","0","100"
"173","90","0","100"
"174","90","0","100"
"175","80","0","100"
"176","70","0","100"
"177","100","100","100"
"178","100","100","100"
"179","90","0","100"
"180","100","100","100"
"181","90","0","100"
"182","100","100","100"
"183","100","100","100"
"184","100","100","100"
"185","90","0","100"
"186","100","100","100"
"187","80","0","100"
"188","90","0","100"
"189","80","0","100"
"190","80","0","100"
"191","70","0","100"
"192","70","0","100"
"193","90","0","100"
"194","80","0","100"
"195","100","100","100"
"196","100","100","100"
"197","100","100","100"
"198","100","100","100"
"199","100","100","100"
"200","100","100","100"
"201","100","100","100"
"202","90","0","100"
"203","80","0","100"
"204","90","0","100"
"205","90","0","100"
"206","90","0","100"
"207","90","0","100"
"208","80","0","100"
"209","100","100","100"
"210","90","0","100"
"211","100","100","100"
"212","90","0","100"
"213","90","0","100"
"214","80","0","100"
"215","70","0","100"
"216","80","0","100"
"217","70","0","100"
"218","100","100","100"
