"Step","env: CHICKENBANANA - ep_info/Objective","env: CHICKENBANANA - ep_info/Objective__MIN","env: CHICKENBANANA - ep_info/Objective__MAX"
"1","40","0","100"
"2","10","0","100"
"3","30","0","100"
"4","40","0","100"
"5","30","0","100"
"6","30","0","100"
"7","40","0","100"
"8","60","0","100"
"9","60","0","100"
"10","40","0","100"
"11","40","0","100"
"12","40","0","100"
"13","40","0","100"
"14","60","0","100"
"15","50","0","100"
"16","60","0","100"
"17","80","0","100"
"18","60","0","100"
"19","80","0","100"
"20","70","0","100"
"21","90","0","100"
"22","80","0","100"
"23","80","0","100"
"24","90","0","100"
"25","80","0","100"
"26","90","0","100"
"27","80","0","100"
"28","70","0","100"
"29","90","0","100"
"30","90","0","100"
"31","80","0","100"
"32","90","0","100"
"33","90","0","100"
"34","70","0","100"
"35","90","0","100"
"36","90","0","100"
"37","70","0","100"
"38","60","0","100"
"39","80","0","100"
"40","90","0","100"
"41","80","0","100"
"42","70","0","100"
"43","80","0","100"
"44","100","100","100"
"45","80","0","100"
"46","80","0","100"
"47","70","0","100"
"48","100","100","100"
"49","70","0","100"
"50","80","0","100"
"51","80","0","100"
"52","80","0","100"
"53","90","0","100"
"54","80","0","100"
"55","90","0","100"
"56","90","0","100"
"57","90","0","100"
"58","90","0","100"
"59","80","0","100"
"60","80","0","100"
"61","70","0","100"
"62","90","0","100"
"63","80","0","100"
"64","100","100","100"
"65","80","0","100"
"66","90","0","100"
"67","80","0","100"
"68","100","100","100"
"69","90","0","100"
"70","90","0","100"
"71","90","0","100"
"72","90","0","100"
"73","80","0","100"
"74","80","0","100"
"75","80","0","100"
"76","70","0","100"
"77","90","0","100"
"78","90","0","100"
"79","90","0","100"
"80","90","0","100"
"81","90","0","100"
"82","90","0","100"
"83","100","100","100"
"84","90","0","100"
"85","90","0","100"
"86","90","0","100"
"87","80","0","100"
"88","70","0","100"
"89","70","0","100"
"90","90","0","100"
"91","80","0","100"
"92","100","100","100"
"93","80","0","100"
"94","70","0","100"
"95","100","100","100"
"96","60","0","100"
"97","90","0","100"
"98","80","0","100"
"99","100","100","100"
"100","80","0","100"
"101","80","0","100"
"102","90","0","100"
"103","90","0","100"
"104","80","0","100"
"105","100","100","100"
"106","100","100","100"
"107","90","0","100"
"108","90","0","100"
"109","90","0","100"
"110","90","0","100"
"111","90","0","100"
"112","90","0","100"
"113","90","0","100"
"114","90","0","100"
"115","90","0","100"
"116","80","0","100"
"117","90","0","100"
"118","80","0","100"
"119","80","0","100"
"120","100","100","100"
"121","100","100","100"
"122","100","100","100"
"123","100","100","100"
"124","100","100","100"
"125","90","0","100"
"126","100","100","100"
"127","90","0","100"
"128","90","0","100"
"129","100","100","100"
"130","50","0","100"
"131","90","0","100"
"132","90","0","100"
"133","100","100","100"
"134","90","0","100"
"135","100","100","100"
"136","100","100","100"
"137","100","100","100"
"138","100","100","100"
"139","90","0","100"
"140","90","0","100"
"141","90","0","100"
"142","70","0","100"
"143","80","0","100"
"144","90","0","100"
"145","100","100","100"
"146","90","0","100"
"147","100","100","100"
"148","100","100","100"
"149","90","0","100"
"150","100","100","100"
"151","100","100","100"
"152","100","100","100"
"153","100","100","100"
"154","100","100","100"
"155","100","100","100"
"156","70","0","100"
"157","90","0","100"
"158","100","100","100"
"159","90","0","100"
"160","80","0","100"
"161","90","0","100"
"162","60","0","100"
"163","100","100","100"
"164","90","0","100"
"165","90","0","100"
"166","100","100","100"
"167","100","100","100"
"168","90","0","100"
"169","80","0","100"
"170","80","0","100"
"171","90","0","100"
"172","100","100","100"
"173","90","0","100"
"174","80","0","100"
"175","90","0","100"
"176","90","0","100"
"177","100","100","100"
"178","90","0","100"
"179","100","100","100"
"180","90","0","100"
"181","100","100","100"
"182","80","0","100"
"183","70","0","100"
"184","100","100","100"
"185","100","100","100"
"186","90","0","100"
"187","100","100","100"
"188","90","0","100"
"189","90","0","100"
"190","90","0","100"
"191","100","100","100"
"192","80","0","100"
"193","90","0","100"
"194","100","100","100"
"195","90","0","100"
"196","100","100","100"
"197","80","0","100"
"198","100","100","100"
"199","90","0","100"
"200","100","100","100"
"201","80","0","100"
"202","100","100","100"
"203","80","0","100"
"204","100","100","100"
"205","100","100","100"
"206","100","100","100"
"207","100","100","100"
"208","90","0","100"
"209","90","0","100"
"210","80","0","100"
"211","80","0","100"
"212","80","0","100"
"213","80","0","100"
"214","90","0","100"
"215","80","0","100"
"216","80","0","100"
"217","90","0","100"
"218","90","0","100"
"219","70","0","100"
"220","100","100","100"
"221","90","0","100"
"222","90","0","100"
"223","90","0","100"
"224","100","100","100"
"225","100","100","100"
"226","80","0","100"
"227","80","0","100"
"228","90","0","100"
"229","90","0","100"
"230","80","0","100"
"231","80","0","100"
"232","80","0","100"
"233","70","0","100"
"234","90","0","100"
"235","90","0","100"
"236","70","0","100"
"237","90","0","100"
"238","100","100","100"
"239","90","0","100"
"240","90","0","100"
"241","100","100","100"
"242","70","0","100"
"243","90","0","100"
"244","100","100","100"
"245","90","0","100"
"246","80","0","100"
"247","90","0","100"
"248","90","0","100"
"249","100","100","100"
"250","70","0","100"
"251","90","0","100"
"252","100","100","100"
"253","80","0","100"
"254","90","0","100"
"255","80","0","100"
"256","70","0","100"
"257","70","0","100"
"258","80","0","100"
"259","80","0","100"
"260","80","0","100"
"261","80","0","100"
"262","80","0","100"
"263","70","0","100"
"264","70","0","100"
"265","80","0","100"
"266","90","0","100"
"267","80","0","100"
"268","70","0","100"
"269","60","0","100"
"270","90","0","100"
"271","90","0","100"
"272","90","0","100"
"273","100","100","100"
"274","50","0","100"
"275","90","0","100"
"276","70","0","100"
"277","90","0","100"
"278","100","100","100"
"279","90","0","100"
"280","60","0","100"
"281","80","0","100"
"282","100","100","100"
"283","100","100","100"
"284","80","0","100"
"285","90","0","100"
"286","90","0","100"
"287","90","0","100"
"288","90","0","100"
"289","100","100","100"
"290","80","0","100"
"291","80","0","100"
"292","80","0","100"
"293","90","0","100"
"294","60","0","100"
"295","60","0","100"
"296","90","0","100"
"297","70","0","100"
