"Step","env: CHICKENBANANA - ep_info/Banana","env: CHICKENBANANA - ep_info/Banana__MIN","env: CHICKENBANANA - ep_info/Banana__MAX"
"1","18","0","30"
"2","18","0","30"
"3","21","0","30"
"4","21","0","30"
"5","21","0","30"
"6","27","0","30"
"7","24","0","30"
"8","27","0","30"
"9","27","0","30"
"10","24","0","30"
"11","18","0","30"
"12","27","0","30"
"13","24","0","30"
"14","24","0","30"
"15","18","0","30"
"16","21","0","30"
"17","30","30","30"
"18","27","0","30"
"19","24","0","30"
"20","18","0","30"
"21","18","0","30"
"22","24","0","30"
"23","24","0","30"
"24","24","0","30"
"25","27","0","30"
"26","27","0","30"
"27","21","0","30"
"28","21","0","30"
"29","30","30","30"
"30","27","0","30"
"31","30","30","30"
"32","18","0","30"
"33","24","0","30"
"34","24","0","30"
"35","21","0","30"
"36","30","30","30"
"37","27","0","30"
"38","24","0","30"
"39","27","0","30"
"40","27","0","30"
"41","27","0","30"
"42","30","30","30"
"43","24","0","30"
"44","27","0","30"
"45","21","0","30"
"46","27","0","30"
"47","27","0","30"
"48","24","0","30"
"49","21","0","30"
"50","21","0","30"
"51","21","0","30"
"52","24","0","30"
"53","30","30","30"
"54","27","0","30"
"55","27","0","30"
"56","27","0","30"
"57","24","0","30"
"58","30","30","30"
"59","15","0","30"
"60","27","0","30"
"61","24","0","30"
"62","27","0","30"
"63","24","0","30"
"64","21","0","30"
"65","24","0","30"
"66","24","0","30"
"67","21","0","30"
"68","21","0","30"
"69","27","0","30"
"70","30","30","30"
"71","24","0","30"
"72","21","0","30"
"73","18","0","30"
"74","21","0","30"
"75","21","0","30"
"76","21","0","30"
"77","21","0","30"
"78","30","30","30"
"79","27","0","30"
"80","27","0","30"
"81","27","0","30"
"82","27","0","30"
"83","18","0","30"
"84","30","30","30"
"85","21","0","30"
"86","21","0","30"
"87","27","0","30"
"88","27","0","30"
"89","24","0","30"
"90","27","0","30"
"91","27","0","30"
"92","27","0","30"
"93","27","0","30"
"94","27","0","30"
"95","24","0","30"
"96","21","0","30"
"97","18","0","30"
"98","30","30","30"
"99","27","0","30"
"100","21","0","30"
"101","30","30","30"
"102","24","0","30"
"103","30","30","30"
"104","24","0","30"
"105","27","0","30"
"106","27","0","30"
"107","24","0","30"
"108","30","30","30"
"109","24","0","30"
"110","27","0","30"
"111","18","0","30"
"112","24","0","30"
"113","21","0","30"
"114","24","0","30"
"115","21","0","30"
"116","24","0","30"
"117","24","0","30"
"118","24","0","30"
"119","24","0","30"
"120","24","0","30"
"121","27","0","30"
"122","24","0","30"
"123","30","30","30"
"124","30","30","30"
"125","24","0","30"
"126","27","0","30"
"127","27","0","30"
"128","30","30","30"
"129","30","30","30"
"130","30","30","30"
"131","27","0","30"
"132","27","0","30"
"133","21","0","30"
"134","24","0","30"
"135","27","0","30"
"136","27","0","30"
"137","24","0","30"
"138","27","0","30"
"139","27","0","30"
"140","24","0","30"
"141","27","0","30"
"142","21","0","30"
"143","30","30","30"
"144","27","0","30"
"145","24","0","30"
"146","27","0","30"
"147","27","0","30"
"148","27","0","30"
"149","21","0","30"
"150","24","0","30"
"151","24","0","30"
"152","27","0","30"
"153","24","0","30"
"154","30","30","30"
"155","27","0","30"
"156","24","0","30"
"157","27","0","30"
"158","27","0","30"
"159","27","0","30"
"160","21","0","30"
"161","30","30","30"
"162","30","30","30"
"163","30","30","30"
"164","24","0","30"
"165","27","0","30"
"166","18","0","30"
"167","27","0","30"
"168","24","0","30"
"169","30","30","30"
"170","27","0","30"
"171","27","0","30"
"172","27","0","30"
"173","30","30","30"
"174","24","0","30"
"175","27","0","30"
"176","30","30","30"
"177","27","0","30"
"178","24","0","30"
"179","24","0","30"
"180","27","0","30"
"181","27","0","30"
"182","24","0","30"
"183","24","0","30"
"184","27","0","30"
"185","30","30","30"
"186","27","0","30"
"187","27","0","30"
"188","30","30","30"
"189","30","30","30"
"190","27","0","30"
"191","30","30","30"
"192","30","30","30"
"193","27","0","30"
"194","30","30","30"
"195","24","0","30"
"196","21","0","30"
"197","27","0","30"
"198","24","0","30"
"199","21","0","30"
"200","24","0","30"
"201","24","0","30"
"202","27","0","30"
"203","30","30","30"
"204","27","0","30"
"205","27","0","30"
"206","30","30","30"
"207","30","30","30"
"208","30","30","30"
"209","30","30","30"
"210","27","0","30"
"211","30","30","30"
"212","21","0","30"
"213","27","0","30"
"214","27","0","30"
"215","30","30","30"
"216","30","30","30"
"217","24","0","30"
"218","21","0","30"
"219","27","0","30"
"220","27","0","30"
"221","30","30","30"
"222","30","30","30"
"223","30","30","30"
"224","27","0","30"
"225","30","30","30"
"226","24","0","30"
"227","30","30","30"
"228","27","0","30"
"229","30","30","30"
"230","30","30","30"
"231","30","30","30"
"232","30","30","30"
"233","30","30","30"
"234","30","30","30"
"235","27","0","30"
"236","27","0","30"
"237","30","30","30"
"238","30","30","30"
"239","30","30","30"
"240","24","0","30"
"241","27","0","30"
"242","27","0","30"
"243","27","0","30"
"244","27","0","30"
"245","27","0","30"
"246","27","0","30"
"247","27","0","30"
"248","30","30","30"
"249","21","0","30"
"250","30","30","30"
"251","30","30","30"
"252","30","30","30"
"253","27","0","30"
"254","27","0","30"
"255","27","0","30"
"256","24","0","30"
"257","27","0","30"
"258","30","30","30"
"259","24","0","30"
"260","30","30","30"
"261","27","0","30"
"262","30","30","30"
"263","30","30","30"
"264","30","30","30"
"265","30","30","30"
"266","30","30","30"
"267","30","30","30"
"268","30","30","30"
"269","30","30","30"
"270","30","30","30"
"271","27","0","30"
"272","30","30","30"
"273","27","0","30"
