_step,ep_info/Goal,seed
977,1,1779084733
6602,0,1779084733
6666,0,1779084733
9672,0,1779084733
10167,0,1779084733
11587,0,1779084733
12202,0,1779084733
15187,0,1779084733
15740,0,1779084733
16217,0,1779084733
18968,0,1779084733
20940,0,1779084733
22639,0,1779084733
24764,0,1779084733
26117,0,1779084733
27457,0,1779084733
28000,0,1779084733
29612,0,1779084733
29774,0,1779084733
31058,0,1779084733
33024,0,1779084733
34173,0,1779084733
36174,0,1779084733
36258,0,1779084733
36917,0,1779084733
43891,0,1779084733
44118,1,1779084733
44858,0,1779084733
45359,0,1779084733
45776,0,1779084733
46159,0,1779084733
47742,0,1779084733
48173,0,1779084733
48271,-1,1779084733
48433,0,1779084733
49301,0,1779084733
50140,0,1779084733
50269,0,1779084733
50804,0,1779084733
52434,0,1779084733
53596,-1,1779084733
53953,0,1779084733
54193,1,1779084733
55393,0,1779084733
55978,0,1779084733
56008,0,1779084733
58543,0,1779084733
66209,1,1779084733
66753,0,1779084733
69645,0,1779084733
70943,0,1779084733
71816,0,1779084733
72216,0,1779084733
74075,0,1779084733
74616,0,1779084733
74657,0,1779084733
74812,0,1779084733
76205,-1,1779084733
79231,0,1779084733
80559,0,1779084733
85031,0,1779084733
85913,0,1779084733
89345,0,1779084733
91536,0,1779084733
91852,0,1779084733
93093,1,1779084733
93160,0,1779084733
93347,0,1779084733
93717,0,1779084733
99178,0,1779084733
99326,0,1779084733
101798,1,1779084733
102205,0,1779084733
102317,1,1779084733
104004,0,1779084733
104957,1,1779084733
105345,-1,1779084733
105527,0,1779084733
106621,1,1779084733
106709,1,1779084733
110994,0,1779084733
113050,0,1779084733
113646,0,1779084733
114656,0,1779084733
116332,1,1779084733
118332,0,1779084733
122054,0,1779084733
123304,0,1779084733
124056,0,1779084733
125327,0,1779084733
125364,1,1779084733
125909,0,1779084733
126279,0,1779084733
127413,0,1779084733
128381,0,1779084733
131537,0,1779084733
132277,1,1779084733
133307,1,1779084733
133347,1,1779084733
134479,0,1779084733
135152,0,1779084733
135987,0,1779084733
138833,1,1779084733
138987,1,1779084733
139186,0,1779084733
139906,0,1779084733
142873,1,1779084733
148173,0,1779084733
149346,0,1779084733
151040,0,1779084733
153060,0,1779084733
156172,0,1779084733
157902,0,1779084733
158376,0,1779084733
158933,1,1779084733
159317,0,1779084733
160387,0,1779084733
161304,0,1779084733
162792,0,1779084733
163738,0,1779084733
163924,0,1779084733
165606,0,1779084733
168780,0,1779084733
169708,1,1779084733
170108,0,1779084733
171105,1,1779084733
175459,0,1779084733
178508,0,1779084733
178527,0,1779084733
181007,0,1779084733
181660,1,1779084733
181696,0,1779084733
182486,0,1779084733
182856,0,1779084733
183520,0,1779084733
185531,0,1779084733
185706,0,1779084733
186784,0,1779084733
188499,1,1779084733
191684,1,1779084733
192100,1,1779084733
193122,0,1779084733
193189,0,1779084733
196078,0,1779084733
197734,1,1779084733
200188,1,1779084733
200988,1,1779084733
201560,1,1779084733
202037,0,1779084733
203866,1,1779084733
204108,0,1779084733
206829,1,1779084733
207721,1,1779084733
207734,1,1779084733
208981,0,1779084733
209574,1,1779084733
210728,1,1779084733
210865,0,1779084733
211393,0,1779084733
212251,1,1779084733
213107,0,1779084733
216946,1,1779084733
217567,0,1779084733
219274,1,1779084733
221105,1,1779084733
221129,1,1779084733
221191,1,1779084733
222159,1,1779084733
223252,1,1779084733
223727,1,1779084733
223965,0,1779084733
224297,0,1779084733
224315,0,1779084733
224805,1,1779084733
224862,1,1779084733
225723,1,1779084733
226409,1,1779084733
227922,0,1779084733
228344,0,1779084733
228387,0,1779084733
229004,1,1779084733
229517,0,1779084733
229811,1,1779084733
230810,0,1779084733
230993,0,1779084733
231474,1,1779084733
232246,1,1779084733
232273,0,1779084733
232340,0,1779084733
233381,0,1779084733
234788,1,1779084733
236524,1,1779084733
237567,1,1779084733
237919,1,1779084733
238112,1,1779084733
239632,0,1779084733
240995,1,1779084733
241132,1,1779084733
242183,0,1779084733
242217,1,1779084733
244645,1,1779084733
244859,0,1779084733
245493,-1,1779084733
245818,0,1779084733
247533,1,1779084733
247642,1,1779084733
248174,1,1779084733
248982,1,1779084733
249162,0,1779084733
249417,0,1779084733
250459,0,1779084733
251096,0,1779084733
251462,0,1779084733
251620,1,1779084733
255449,1,1779084733
255531,1,1779084733
256075,1,1779084733
257231,1,1779084733
257733,1,1779084733
259617,1,1779084733
259680,1,1779084733
260399,1,1779084733
260607,1,1779084733
262020,-1,1779084733
262082,0,1779084733
262618,0,1779084733
263741,1,1779084733
263938,1,1779084733
264171,1,1779084733
265979,1,1779084733
266698,0,1779084733
268049,1,1779084733
268451,1,1779084733
270231,1,1779084733
271103,1,1779084733
271729,1,1779084733
272178,0,1779084733
277625,-1,1779084733
277695,0,1779084733
277991,1,1779084733
278209,1,1779084733
279577,0,1779084733
279623,0,1779084733
280226,1,1779084733
281797,1,1779084733
281971,1,1779084733
282409,-1,1779084733
282656,0,1779084733
283482,-1,1779084733
283796,1,1779084733
284144,1,1779084733
284484,1,1779084733
286026,1,1779084733
288152,1,1779084733
288318,0,1779084733
289012,1,1779084733
289093,1,1779084733
290318,1,1779084733
291696,1,1779084733
293099,1,1779084733
293638,1,1779084733
293725,1,1779084733
295566,1,1779084733
296420,1,1779084733
297228,1,1779084733
299219,1,1779084733
300847,1,1779084733
306283,1,1779084733
306349,1,1779084733
307264,1,1779084733
307382,1,1779084733
307567,0,1779084733
307916,1,1779084733
309619,1,1779084733
309640,0,1779084733
310362,1,1779084733
313389,1,1779084733
313398,1,1779084733
313699,1,1779084733
313878,1,1779084733
314697,1,1779084733
314885,1,1779084733
317017,1,1779084733
318639,0,1779084733
319524,1,1779084733
319546,1,1779084733
320727,0,1779084733
320778,1,1779084733
322319,1,1779084733
324858,0,1779084733
326659,1,1779084733
328147,0,1779084733
330201,1,1779084733
330887,1,1779084733
330898,1,1779084733
330938,0,1779084733
332022,0,1779084733
332774,1,1779084733
332776,1,1779084733
333863,0,1779084733
334798,1,1779084733
336276,1,1779084733
338206,1,1779084733
338249,1,1779084733
338351,1,1779084733
338985,1,1779084733
340747,1,1779084733
341609,1,1779084733
342467,1,1779084733
343927,1,1779084733
345107,1,1779084733
346001,0,1779084733
346566,1,1779084733
346930,1,1779084733
347193,1,1779084733
348322,1,1779084733
349956,1,1779084733
350193,1,1779084733
350637,-1,1779084733
351032,1,1779084733
352554,1,1779084733
353023,1,1779084733
353904,1,1779084733
354068,1,1779084733
354552,1,1779084733
355360,0,1779084733
356439,0,1779084733
356978,1,1779084733
357026,1,1779084733
357426,1,1779084733
359104,0,1779084733
359765,1,1779084733
359993,0,1779084733
360146,1,1779084733
360466,1,1779084733
360993,0,1779084733
361704,1,1779084733
361901,1,1779084733
364398,1,1779084733
365842,1,1779084733
366415,1,1779084733
366954,1,1779084733
367085,1,1779084733
367600,0,1779084733
370173,0,1779084733
371217,0,1779084733
371516,1,1779084733
372439,1,1779084733
372884,-1,1779084733
373004,1,1779084733
374109,1,1779084733
374774,0,1779084733
374862,1,1779084733
374922,0,1779084733
375459,1,1779084733
376299,1,1779084733
377115,0,1779084733
378193,0,1779084733
379186,1,1779084733
379790,1,1779084733
379910,1,1779084733
380020,1,1779084733
380404,0,1779084733
381799,1,1779084733
382271,1,1779084733
387109,1,1779084733
388745,1,1779084733
388927,1,1779084733
389210,1,1779084733
389263,1,1779084733
390101,1,1779084733
390505,0,1779084733
392080,1,1779084733
392182,1,1779084733
392202,1,1779084733
392592,1,1779084733
393331,1,1779084733
394943,0,1779084733
395160,1,1779084733
395700,0,1779084733
396178,1,1779084733
396703,-1,1779084733
397298,1,1779084733
397445,1,1779084733
398147,1,1779084733
398523,0,1779084733
398687,0,1779084733
400364,1,1779084733
400700,0,1779084733
402099,1,1779084733
402990,1,1779084733
404338,1,1779084733
404657,1,1779084733
405678,1,1779084733
405844,0,1779084733
406159,1,1779084733
406428,1,1779084733
406669,1,1779084733
407411,0,1779084733
408748,0,1779084733
410225,1,1779084733
410441,1,1779084733
411001,1,1779084733
411257,0,1779084733
411417,1,1779084733
412435,0,1779084733
413199,0,1779084733
414223,1,1779084733
414424,1,1779084733
414532,1,1779084733
416350,1,1779084733
417345,1,1779084733
418155,0,1779084733
418565,0,1779084733
421842,1,1779084733
422043,1,1779084733
422176,1,1779084733
422728,1,1779084733
422909,1,1779084733
423011,1,1779084733
424435,0,1779084733
425353,1,1779084733
426043,1,1779084733
426108,1,1779084733
427412,0,1779084733
429650,1,1779084733
431768,1,1779084733
432481,0,1779084733
433846,0,1779084733
434652,1,1779084733
435135,1,1779084733
435217,1,1779084733
435697,1,1779084733
435982,1,1779084733
436059,1,1779084733
436674,1,1779084733
437669,0,1779084733
438116,1,1779084733
439769,1,1779084733
440982,1,1779084733
442766,1,1779084733
443398,1,1779084733
443574,1,1779084733
