"Step","env: VSSEF - ep_info/Goal","env: VSSEF - ep_info/Goal__MIN","env: VSSEF - ep_info/Goal__MAX"
"24594","0","0","0"
"24602","0","0","0"
"24708","0","0","0"
"24713","0","0","0"
"24718","0","0","0"
"24727","0","0","0"
"24742","0","0","0"
"24791","0","0","0"
"24799","0","0","0"
"24802","0","0","0"
"24811","0","0","0"
"24823","0","0","0"
"24872","0","0","0"
"24927","0","0","0"
"24934","0","0","0"
"24945","1","1","1"
"24983","-1","-1","-1"
"25013","0","0","0"
"25020","0","0","0"
"25022","0","0","0"
"25024","0","0","0"
"25044","0","0","0"
"25049","0","0","0"
"25103","0","0","0"
"25118","0","0","0"
"25126","-1","-1","-1"
"25130","0","0","0"
"25132","0","0","0"
"25186","1","1","1"
"25191","0","0","0"
"25199","0","0","0"
"25234","0","0","0"
"25272","0","0","0"
"25278","0","0","0"
"25334","0","0","0"
"25344","0","0","0"
"25355","0","0","0"
"25380","1","1","1"
"25413","0","0","0"
"25420","0","0","0"
"25434","0","0","0"
"25466","-1","-1","-1"
"25513","0","0","0"
"25518","0","0","0"
"25527","0","0","0"
"25542","0","0","0"
"25550","0","0","0"
"25565","0","0","0"
"25591","0","0","0"
"25599","0","0","0"
"25602","0","0","0"
"25667","0","0","0"
"25670","0","0","0"
"25672","0","0","0"
"25683","1","1","1"
"25701","-1","-1","-1"
"25755","0","0","0"
"25820","0","0","0"
"25822","0","0","0"
"25844","0","0","0"
"25849","0","0","0"
"25866","0","0","0"
"25912","0","0","0"
"25918","0","0","0"
"25943","0","0","0"
"25966","-1","-1","-1"
"25999","0","0","0"
"26004","0","0","0"
"26023","0","0","0"
"26061","0","0","0"
"26067","0","0","0"
"26068","0","0","0"
"26070","0","0","0"
"26072","0","0","0"
"26154","0","0","0"
"26157","0","0","0"
"26187","0","0","0"
"26194","0","0","0"
"26222","0","0","0"
"26224","0","0","0"
"26246","0","0","0"
"26261","0","0","0"
"26277","0","0","0"
"26295","0","0","0"
"26311","0","0","0"
"26350","0","0","0"
"26365","0","0","0"
"26366","0","0","0"
"26390","0","0","0"
"26402","0","0","0"
"26432","0","0","0"
"26438","0","0","0"
"26472","0","0","0"
"26478","0","0","0"
"26483","0","0","0"
"26545","0","0","0"
"26557","0","0","0"
"26587","0","0","0"
"26620","0","0","0"
"26624","0","0","0"
"26644","0","0","0"
"26670","0","0","0"
"26718","0","0","0"
"26743","0","0","0"
"26756","0","0","0"
"26764","0","0","0"
"26766","0","0","0"
"26791","0","0","0"
"26802","0","0","0"
"26808","-1","-1","-1"
"26836","0","0","0"
"26855","0","0","0"
"26867","0","0","0"
"26868","0","0","0"
"26870","0","0","0"
"26878","0","0","0"
"26881","0","0","0"
"26893","1","1","1"
"26895","0","0","0"
"26910","0","0","0"
"26933","1","1","1"
"26944","0","0","0"
"26953","0","0","0"
"26958","0","0","0"
"26972","0","0","0"
"26987","0","0","0"
"27013","0","0","0"
"27024","0","0","0"
"27038","-1","-1","-1"
"27046","0","0","0"
"27054","0","0","0"
"27077","0","0","0"
"27106","1","1","1"
"27113","0","0","0"
"27118","0","0","0"
"27124","0","0","0"
"27126","0","0","0"
"27127","0","0","0"
"27173","0","0","0"
"27177","1","1","1"
"27189","1","1","1"
"27190","0","0","0"
"27250","0","0","0"
"27261","0","0","0"
"27283","-0.5","-1","0"
"27302","1","1","1"
"27310","0","0","0"
"27320","0","0","0"
"27387","0","0","0"
"27422","0","0","0"
"27423","0","0","0"
"27424","0","0","0"
"27443","0","0","0"
"27461","0","0","0"
"27506","0","0","0"
"27513","0","0","0"
"27527","0","0","0"
"27589","0","0","0"
"27599","0","0","0"
"27630","0","0","0"
"27649","1","1","1"
"27691","0","0","0"
"27726","0","0","0"
"27745","0","0","0"
"27813","0","0","0"
"27838","0","0","0"
"27848","0","0","0"
"27849","0","0","0"
"27877","0","0","0"
"27895","0","0","0"
"27903","0","0","0"
"27924","0","0","0"
"27926","0","0","0"
"27944","0","0","0"
"27977","0","0","0"
"27990","0","0","0"
"27991","0","0","0"
"27992","0","0","0"
"27999","0","0","0"
"28055","0","0","0"
"28059","0","0","0"
"28068","0","0","0"
"28083","0","0","0"
"28084","0","0","0"
"28093","0","0","0"
"28095","0","0","0"
"28126","0","0","0"
"28134","0","0","0"
"28157","0","0","0"
"28185","0","0","0"
"28205","0","0","0"
"28219","0","0","0"
"28224","0","0","0"
"28243","0","0","0"
"28246","0","0","0"
"28267","0","0","0"
"28277","0","0","0"
"28291","0","0","0"
"28295","0","0","0"
"28318","0","0","0"
"28362","0","0","0"
"28365","0","0","0"
"28398","0","0","0"
"28408","0","0","0"
"28446","0","0","0"
"28455","0","0","0"
"28461","0","0","0"
"28467","0","0","0"
"28470","0","0","0"
"28481","0","0","0"
"28483","0","0","0"
"28510","0","0","0"
"28519","-1","-1","-1"
"28557","0","0","0"
"28590","0","0","0"
"28605","0","0","0"
"28624","0","0","0"
"28649","0","0","0"
"28661","0","0","0"
