"Step","env: HALFCHEETAH - ep_info/Final_position","env: HALFCHEETAH - ep_info/Final_position__MIN","env: HALFCHEETAH - ep_info/Final_position__MAX"
"999","-1.940967114502935","-5.7251441190123895","4.468730866552826"
"1999","-3.8817757422246175","-8.179775001260586","2.1438947365321104"
"2999","-4.2594648385784195","-6.8291006455546945","-1.1764092298646962"
"3999","-3.6755445471652144","-7.71690738310305","-0.8589379967635475"
"4999","-1.9455585120967247","-4.411281908928337","1.4767978464785727"
"5999","-3.9480479984133843","-7.081596073034121","1.4483028104198372"
"6999","-4.30151470117247","-11.531494588913443","0.4672644305600937"
"7999","-4.030823613761447","-9.323503219809274","-1.536052321065388"
"8999","-4.196460424631034","-7.926117588008056","-0.6086460683006778"
"9999","-2.318502740845145","-7.621287098707925","3.5585286800148594"
"10999","-1.7627212972161401","-5.184262511766912","2.6315879425788147"
"11999","-2.1941390236771103","-5.230656913757083","2.9212395932069124"
"12999","-4.387402143532808","-7.37277980385317","-1.413799346823664"
"13999","-0.29799995230510745","-1.7638705967533228","1.0671093799469458"
"14999","1.3149115787172307","-0.39517746743862037","2.4688156988650527"
"15999","2.314864870269035","-0.5367236054039171","3.89944720830698"
"16999","3.0005673321421567","0.9981557044248409","3.9748667514992593"
"17999","3.5400610841514486","1.8425302716760703","4.573011480986682"
"18999","5.3069761624795975","1.823442587007435","7.7601252839386365"
"19999","13.971435959117054","2.3867171161237986","23.6582281545874"
"20999","23.18702350809396","5.968484190808036","34.77157186571062"
"21999","28.962483685126944","9.5441214097949","38.1219796808522"
"22999","39.446294322380474","19.74750475784189","51.23520910072807"
"23999","47.54950354153755","29.12248891465791","56.418034054189356"
"24999","51.15998719974557","35.04975098634263","65.46015939475411"
"25999","53.405658565441044","39.382615886321126","68.5028932624299"
"26999","56.12382191235969","41.94700482202034","69.43145090375003"
"27999","60.39563082972984","51.014195355872204","74.11210059383563"
"28999","62.94020935771531","52.38701038132042","75.66709874207444"
"29999","67.71430129016234","57.5875427188247","82.65403991276438"
"30999","70.87947848552103","56.59474440593575","85.98559747533652"
"31999","73.27534918437217","57.92204288126266","88.57635272879861"
"32999","50.59322106488733","8.763655822246374","115.91087053095431"
"33999","127.40471356233316","121.18567996675863","133.36591954050922"
"34999","116.01776619774469","6.828753944457732","152.34802388240442"
"35999","120.02084373470666","82.98423180245892","147.10262843984688"
"36999","142.34163416522466","26.534035233824866","189.99568805636693"
"37999","184.10428470686776","176.59020027103617","198.7735652596598"
"38999","151.1748601429079","57.01102026900866","194.085712304394"
"39999","201.71320483282935","185.44739424353855","215.45298775348598"
"40999","144.81741809546742","44.06043451821158","225.92877678399427"
"41999","189.2751456225001","99.2632818496883","219.25824605511494"
"42999","216.88783621009765","205.74919203677362","231.8147233166765"
"43999","206.64767938167603","125.84952324829642","234.05408742316453"
"44999","177.8904256527947","62.858908630288234","233.17153273234322"
"45999","236.0861425300422","224.5519017197326","245.18555505694817"
"46999","236.23289460240272","227.49799313199878","245.72512282542664"
"47999","193.58654336668184","32.492489065833695","239.954295735552"
"48999","218.31387220302554","136.62664694316496","250.4753532784656"
"49999","247.74204955268047","230.65421448266005","262.6206820376687"
"50999","170.67372136691438","44.82042861991336","268.2044114723326"
"51999","254.93352267263214","231.8669942906966","271.20612946311286"
"52999","256.32357685479406","225.81702889652067","274.1380033253007"
"53999","259.61106269715754","225.96048459502217","274.2957652869077"
"54999","227.56794849957288","51.06221198186493","282.71585934259986"
"55999","267.9848657011077","226.0000800624073","290.20269441310876"
"56999","266.1692498976025","225.87104773436576","288.8065899752308"
"57999","265.85564287265004","228.26813156852526","284.29408105512783"
"58999","262.4334388331889","223.63335911417562","290.1245402823298"
"59999","256.8022883787819","212.4184904183044","278.93678691725177"
"60999","254.5124676553615","205.93602233542887","287.2381411735204"
"61999","243.7374721088372","203.66534428782683","274.5772841362857"
"62999","239.38134969591366","190.82777607579482","278.7805364037429"
"63999","226.54616237623605","181.05179802851444","267.9397756305264"
"64999","218.5700638675775","169.25243892102355","267.57272258028036"
"65999","207.90673399855262","163.78332665890747","251.8139953309295"
"66999","198.70632694314594","145.46671269641868","244.34524720064195"
"67999","196.9594951121212","145.63029831062502","238.25734513909944"
"68999","192.90696938371417","145.95136038801556","241.128173725045"
"69999","178.75140234520327","120.4568825824462","223.02204839952793"
"70999","182.24825357484232","118.05857622199649","221.13403846549832"
"71999","178.79034229552263","108.32082509015216","219.78408969425269"
"72999","181.171412742087","109.35849284069134","225.32169972579695"
"73999","177.45081861611104","105.7485642252695","227.38607283990126"
"74999","176.67057643488494","107.76039053428649","219.9056659324063"
"75999","185.41302204193966","122.28158771595335","228.18859399775835"
"76999","201.8578660020884","158.6766717219705","243.5400777246565"
"77999","202.844898974428","165.89578196631447","233.32246396680372"
"78999","210.20203437087625","168.60629083359012","241.65919976266494"
"79999","218.44714587678794","177.1962047824994","244.97018312852114"
"80999","224.29492321565104","183.7315371508785","251.54480419511134"
"81999","228.88047939827385","196.1792753829969","257.8164238474982"
