0.035839,999.751214
0.042742,999.687509
0.046068,999.606750
0.049849,999.512903
0.053433,999.409969
0.061007,999.376145
0.075755,998.669303
0.144940,998.595335
0.156602,998.240884
0.267257,998.131427
0.302815,997.867353
0.321220,997.212076
0.347701,996.919722
1.566143,996.810066
1.745688,996.375994
1.891377,996.317802
1.912633,994.890477
2.038433,994.050995
11.272172,987.166059
13.997200,984.734666
16.030985,982.876181
17.206445,980.614454
29.514466,980.337368
31.523635,974.715680
52.376386,974.056185
78.578172,973.410905
79.197489,973.177681
79.338683,973.162954
79.652214,973.123828
80.305573,973.042691
80.598367,972.954187
80.805201,972.877656
81.228008,972.862444
81.609961,972.798655
87.528975,967.951159
87.856530,967.935424
88.538335,967.729936
89.216512,966.993140
90.232069,966.854271
90.518715,966.511988
91.003384,966.218837
91.592773,965.924329
91.895359,965.415384
92.930873,965.023993
93.634001,964.707264
94.574625,963.940904
95.372560,963.598941
95.668203,962.987374
97.663147,962.693309
98.339384,961.897318
100.835618,960.857633
102.603832,960.301788
102.688640,959.724273
103.120842,959.660780
103.799392,958.923787
104.638412,958.506294
105.563135,958.429848
107.716861,957.771526
110.545438,956.505985
111.964054,956.171301
112.178491,955.990989
112.229731,955.285326
113.357261,954.630182
113.463052,954.537553
113.548222,954.433319
114.933234,954.377105
117.959776,954.318601
118.670431,952.690166
118.857402,952.399235
126.979814,951.816692
129.149315,951.026268
129.361196,950.542865
129.573131,949.527928
130.068760,949.389489
130.153823,949.340181
132.286619,949.300883
133.776837,948.008444
135.805317,947.980310
135.859999,947.788595
137.104837,946.511890
139.209078,946.393489
139.251050,946.108876
141.054903,945.544956
141.403514,945.086333
144.021094,944.342893
145.089149,943.896859
145.848551,943.574476
145.890892,942.793695
146.111672,942.175338
147.591849,941.677141
147.878739,941.443927
148.682754,941.327056
150.664001,940.273148
152.979698,939.071962
155.270562,937.437468
158.605667,935.720635
160.508948,934.287621
162.076041,933.099319
163.172627,931.436002
164.811616,931.348568
165.179136,930.888392
166.095739,930.452568
166.158146,930.290550
166.695586,930.241412
167.940723,929.921094
168.432361,929.574816
169.228171,929.342820
169.299727,929.252150
169.560812,929.160418
170.321344,928.636982
170.934179,928.509499
171.462040,928.449547
172.285027,928.027432
172.774418,927.556438
173.075774,926.929107
174.901423,921.200914
175.793494,920.584210
177.111676,920.145876
178.513867,918.988191
178.860494,918.359581
179.844676,917.008436
180.526216,916.504704
180.599807,916.385018
180.926603,915.987191
180.944460,915.907318
181.467866,915.560470
183.028577,915.522375
184.140571,914.190491
184.923367,912.845002
186.893649,912.004180
187.551890,910.269130
189.104706,909.962549
189.808922,909.045989
191.845383,908.709548
194.169076,907.729154
194.410718,907.544619
194.600260,907.285850
194.655850,906.940018
195.182856,906.494112
195.234225,906.187351
195.288855,905.658881
195.338244,905.460334
195.375589,905.340816
195.821755,905.025513
197.671319,903.944860
197.781182,902.739704
198.428789,902.249534
199.283998,901.936635
199.528169,901.227765
200.514202,900.968365
200.646327,900.192457
202.231511,898.136505
203.049963,897.792306
204.164543,896.893121
205.757345,895.231808
206.740561,894.100131
207.957986,893.688976
208.884982,892.733452
209.052889,891.883081
209.492558,891.473226
209.625269,891.215409
209.918094,891.214264
210.064281,890.933776
210.316667,890.517457
211.030135,890.376975
211.547258,889.885122
211.645341,889.677675
212.508614,889.158266
212.772004,888.885622
213.227781,888.607164
213.803188,888.468849
213.939805,888.314736
213.972225,888.284840
213.972589,888.273720
214.113956,888.097795
214.279520,887.921871
214.428956,887.731080
215.242643,886.921950
215.903182,886.413842
216.619714,885.774872
217.296541,885.185731
217.589975,884.913631
218.227319,884.416082
218.882966,883.905638
219.723878,883.367415
220.102557,882.981704
221.292900,882.062184
221.909797,881.559652
222.353237,881.127771
223.254778,880.400672
224.235371,879.612084
224.774829,879.009264
225.991364,878.775641
226.198189,878.613338
226.620981,878.298990
226.729560,878.149263
226.825075,877.725570
226.978226,877.688851
226.989709,877.619596
227.391930,877.504179
227.555196,876.748253
227.834013,876.448458
227.970138,876.339325
228.273229,876.106854
228.600084,875.845266
228.702095,875.664666
228.876372,875.389309
230.338066,874.181181
231.096714,873.699624
231.135228,873.273504
231.881604,872.829985
232.556601,872.126821
232.971426,871.844135
233.573959,871.248391
233.934756,870.895158
234.826678,870.102903
235.905238,869.043478
236.941445,867.899729
237.686379,867.449461
238.051059,866.914643
238.906898,866.380194
239.121422,865.879148
240.218238,864.822866
240.595000,864.816304
241.455104,863.714414
242.297955,863.267714
242.667462,862.427411
243.313609,862.043267
243.934495,861.155175
244.981957,860.368079
246.182758,859.051907
246.909763,858.069452
247.331141,857.690676
248.382568,856.625168
248.673919,856.306157
250.051476,854.935429
250.242474,854.585588
251.436751,853.375923
251.613401,853.025349
252.397749,851.932407
253.008596,851.521580
253.380741,850.620643
253.646754,850.331636
254.063628,850.263079
254.222509,850.066352
254.245930,849.796353
254.632202,849.471008
255.031900,849.368314
255.060450,848.979678
255.164526,848.797866
255.991266,848.231302
256.769742,846.121146
257.215429,845.684587
257.390832,845.430960
257.575423,845.091268
