"Step","env: HALFCHEETAH - ep_info/ctrl","env: HALFCHEETAH - ep_info/ctrl__MIN","env: HALFCHEETAH - ep_info/ctrl__MAX"
"106999","-415.40313481340775","-464.11794687559177","-386.56765750547197"
"107999","-412.05713590532525","-447.8560851837194","-391.587089990576"
"108999","-406.947676463922","-438.08224812149996","-390.75285885234723"
"109999","-399.6824803471566","-437.9429109891255","-379.97716557979624"
"110999","-388.73135297273603","-416.30598058799933","-377.73061206688465"
"111999","-385.7110461719335","-402.7970728737618","-371.7301332900916"
"112999","-376.8152959123255","-390.5012304286166","-365.5687448407217"
"113999","-367.60198064421644","-375.3719899555052","-359.7390653391681"
"114999","-357.25466922645785","-371.18317025899887","-335.1019630270703"
"115999","-351.1566176330051","-365.5808818812172","-319.96904723346273"
"116999","-342.57402162974097","-358.61776442329096","-314.41454366222035"
"117999","-349.8403794899581","-392.33140343427664","-309.8712779122094"
"118999","-353.82819258819006","-447.56906619419607","-305.0891929194327"
"119999","-330.894227355222","-348.8056918780008","-298.89693667739647"
"120999","-327.26409019654","-344.6971628069876","-296.8936481773854"
"121999","-314.6606706257908","-342.7742124050857","-288.9644198293485"
"122999","-295.43428331861907","-338.7709816123049","-189.1678477401535"
"123999","-321.9009614738326","-341.42447603121417","-299.2025549511114"
"124999","-323.63638926595456","-356.6744987194736","-294.45097141464544"
"125999","-327.78361768623176","-370.8392028634737","-298.88286733937747"
"126999","-323.021629083281","-365.27093014617776","-298.614194772517"
"127999","-324.1447702333331","-371.2401030262309","-296.6926760350663"
"128999","-329.14596375636745","-387.2871729023748","-300.5036001019177"
"129999","-326.6751099777717","-389.3663677175836","-302.45469808205945"
"130999","-332.3742892860123","-400.45280605554575","-304.77554429819145"
"131999","-330.9702427471678","-400.8592812369272","-302.8275650267796"
"132999","-335.8560492277143","-407.5441995114088","-311.0585649522639"
"133999","-340.6822417132556","-403.19265779852884","-319.309176228941"
"134999","-344.4745937883851","-419.838330658773","-321.7487835139033"
"135999","-343.8047277219592","-411.175863822301","-319.75108414640016"
"136999","-346.79528428719675","-421.99583683907963","-318.3461538779865"
"137999","-351.66659166415536","-418.5389978587628","-326.37349323183304"
"138999","-350.3601766089597","-411.32604669779494","-324.7447187577685"
"139999","-349.58336735541616","-416.5544216098885","-309.64810003712773"
"140999","-356.4336414304871","-421.83145057285793","-316.037602353841"
"141999","-357.1082909459868","-414.1771582563714","-322.84595652421353"
"142999","-364.1478460728499","-430.471209980548","-329.0026448167237"
"143999","-362.0759556318323","-429.6066820795337","-330.15062322715914"
"144999","-366.4259925663471","-438.3498126789931","-325.0552964347105"
"145999","-364.8240787845101","-426.7516043434538","-330.8566390493259"
"146999","-369.31012496079023","-425.12343379358487","-332.053995056699"
"147999","-369.6528027477362","-427.7702908056482","-341.7930773956078"
"148999","-369.08235396842167","-422.4745963911216","-342.11513715361554"
"149999","-370.98984146378933","-420.98324665923894","-344.4229546145846"
"150999","-371.19484906929216","-423.55283821622555","-335.20279007404986"
"151999","-369.06459249469117","-412.3414802278079","-339.44261446098517"
"152999","-367.3990818778676","-412.5640811299287","-345.21505499382863"
"153999","-367.8256927289067","-414.38968807955547","-339.4189787842335"
"154999","-368.1185357124856","-406.736020363867","-343.3582064726697"
"155999","-365.2260740319888","-396.004441432655","-344.16096920520107"
"156999","-362.8568487397082","-391.7712619006631","-341.08052358527937"
"157999","-361.90590230748023","-384.36079576363176","-344.7215120606119"
"158999","-360.2865301668645","-379.80981958160845","-344.9723414083317"
"159999","-360.23269488674885","-372.2602261484909","-340.6446560223891"
"160999","-354.92130707477526","-370.59130479147024","-338.86940593024116"
"161999","-354.3013107771676","-374.4587779405211","-334.455459923794"
"162999","-352.5028857714186","-369.197259115676","-340.65004414754605"
"163999","-349.0083650792638","-359.16246314346824","-339.15320968876244"
"164999","-348.1037145465613","-356.15552376210724","-338.64228290567814"
"165999","-347.88256654863574","-358.3369830151403","-336.4159561420482"
"166999","-345.3821975730359","-356.65293590724474","-333.1247810783486"
"167999","-344.24417407823086","-353.0675888496143","-338.8699829131363"
"168999","-341.17877000247415","-355.51667518292817","-333.0789175132908"
"169999","-339.3552069569628","-352.51956065495835","-318.66722024728847"
"170999","-343.1906274112561","-354.40236516669376","-327.7861072470745"
"171999","-340.8510277718307","-352.21426239361386","-329.48048297067515"
"172999","-343.46609198239935","-360.0714678565658","-328.1815424654631"
"173999","-340.49787268216403","-354.4814605712892","-321.8676678587994"
"174999","-338.5691601260256","-351.06729282687127","-323.37787076830875"
"175999","-339.66647850399215","-353.9550261745851","-327.76799256354514"
"176999","-341.9116891673456","-359.8208737596867","-331.398773689444"
"177999","-336.76798244391887","-356.0363300467535","-312.20075766245554"
"178999","-336.3788211618858","-352.99422811468446","-309.33280978600135"
"179999","-337.5090849511324","-358.11655171215517","-301.6071951761841"
"180999","-338.5505863450465","-363.77951477964683","-304.2751539001863"
"181999","-337.84735201100494","-359.8616621792313","-308.15102767447627"
"182999","-340.4004063650966","-364.58839265008805","-319.1527902583282"
"183999","-341.2115300831698","-361.22071093320864","-317.9713242488606"
"184999","-344.68423593540996","-359.08901137237706","-328.60880250732123"
"185999","-341.23265424581854","-357.56170783191914","-317.0289002855618"
"186999","-339.7124662642676","-362.08732190231484","-306.12502912680253"
"187999","-342.5059024028477","-367.3906596973539","-311.3674623519178"
"188999","-339.5573325311144","-369.17802233497287","-308.9113323589166"
"189999","-339.8916356372338","-366.01710659389715","-308.0850401694575"
"190999","-344.021003268411","-362.5305285950508","-315.15597905715384"
"191999","-338.9254874450465","-363.8625481103858","-304.0460255891085"
"192999","-339.13982023969294","-360.2245820413035","-306.7269352848332"
"193999","-340.93412368434167","-356.3918468635528","-307.237702449163"
"194999","-343.1358409278093","-358.50227239231214","-318.18461646884685"
"195999","-341.04517530848574","-350.894198822478","-321.7859398821992"
"196999","-342.647995205472","-351.3772044653694","-328.75042389829986"
"197999","-342.9164852897325","-356.38643915578695","-329.0521504109105"
"198999","-339.3485602571939","-349.6541519438225","-323.9704395532609"
"199999","-337.69771047544964","-347.68337276143285","-318.569881632924"
"200999","-340.90851206953306","-351.62424225360104","-325.188291236758"
"201999","-340.5815584675719","-349.96430668731523","-327.42740159233387"
"202999","-341.740943112659","-350.52233378930634","-322.3762892484666"
"203999","-342.2063159309328","-354.0567919202153","-330.73032381633914"
"204999","-340.54113584111127","-351.14617150028505","-330.7430227647224"
"205999","-340.3370906035104","-349.77723700739426","-335.321277069548"
"206999","-339.30603123431365","-348.8808476030822","-331.02299569050433"
"207999","-337.4932472546273","-344.7316619067762","-326.66576121747414"
"208999","-343.1012756070742","-350.07805098406925","-329.3270568028092"
"209999","-345.3774795637777","-351.17414686580526","-334.6374694270392"
"210999","-341.91216826140874","-349.49815925086506","-333.53263667722615"
"211999","-343.8257719088968","-352.5222100450971","-336.52280448998044"
"212999","-338.55173217387244","-346.6241519590842","-330.21761968731846"
"213999","-339.66519705479357","-347.2113765527802","-333.74382587646494"
"214999","-344.68777075599274","-354.67945710569654","-331.60868306457957"
"215999","-344.5017085230601","-350.1398760446661","-334.7451979493101"
"216999","-345.26561253691705","-351.84406283249496","-336.4788355703156"
"217999","-343.5440868842104","-351.5033271610735","-335.35740514223767"
"218999","-342.3627433240414","-350.83835058907687","-330.0349236801267"
"219999","-347.89937630469603","-368.1431399608655","-334.2799786465864"
"220999","-339.7890431142103","-346.65243995127605","-331.6413493007421"
"221999","-338.5616784536591","-354.17967129436624","-328.24407298862945"
"222999","-337.0047435322156","-348.2708565245078","-318.15238973498356"
"223999","-337.6028766100605","-352.40712794661533","-317.8745499650636"
"224999","-338.7968086435457","-350.76919009288105","-320.5376750528813"
"225999","-339.46232141903965","-350.0742875562091","-320.42453821748484"
"226999","-339.80414318740367","-344.7197996998826","-334.7660212640963"
"227999","-338.9071331697208","-351.45859538267104","-319.7806335898736"
"228999","-343.7683354776353","-354.27657380451797","-334.16222552706796"
"229999","-335.54106545026104","-348.650763939445","-325.74982807288535"
"230999","-339.0058491986244","-357.2809381441522","-324.15033605198073"
"231999","-334.3569548321267","-348.3991853619615","-313.0910623855887"
"232999","-339.08087724447256","-349.3849243670709","-320.31147011369467"
"233999","-335.76686010497303","-353.8853926565496","-311.3808464755613"
"234999","-336.6533196265499","-351.49269249538577","-311.7572487071159"
"235999","-333.3594970660904","-351.55604147786903","-315.72239258140297"
"236999","-339.16479835721344","-354.5944124752039","-327.8344402536748"
"237999","-336.49670468643296","-355.54505272706325","-320.3478796904282"
"238999","-340.5633180258173","-348.2181353184083","-332.0291933553913"
"239999","-338.5069280335059","-350.4958710701518","-323.75577343503636"
"240999","-339.9029134405155","-345.0211374337477","-333.78291482726695"
"241999","-337.6963652958472","-351.36458552132046","-324.57690133154404"
"242999","-343.69469940463716","-346.53961311777465","-335.03047466029733"
"243999","-347.6939469538629","-375.95995023598255","-325.961861316115"
"244999","-339.78528121418003","-350.7250757953152","-331.28090224042535"
"245999","-341.3782254411527","-348.39783760656917","-330.15597264717013"
"246999","-336.60921278794615","-340.961624458432","-331.47919564694206"
"247999","-338.0422265513485","-344.10684946862335","-331.9323343361413"
"248999","-339.41293503704185","-347.31278196784336","-331.8146424405278"
"249999","-341.8124841146171","-363.33135002851486","-326.6946002729241"
"250999","-341.20053658535073","-348.1153306290506","-334.7786962961156"
"251999","-340.98113836372886","-354.0355476737021","-326.5093763073282"
"252999","-338.9986781703309","-346.6283903398245","-326.762326352298"
"253999","-340.2973124826947","-363.9954667886098","-326.1826324736083"
"254999","-341.47227098457495","-368.5247702958684","-330.1681155438223"
"255999","-336.21240353075166","-348.77097978194564","-324.2958602011204"
"256999","-333.94379171083364","-341.7732985963425","-323.0690820366141"
"257999","-339.49528350209187","-366.72119209667034","-318.7940783190234"
"258999","-330.956743975853","-334.21013210217177","-321.1041728009776"
"259999","-335.1956738319248","-345.19956805805356","-324.0427658185361"
"260999","-339.3210327296207","-356.9057517920937","-326.20441987986345"
"261999","-336.07494259427006","-350.7446814452607","-323.3200188676512"
"262999","-330.3862763161461","-340.21581437687075","-322.0341788157821"
"263999","-334.93405992041016","-343.34312035391685","-329.3882740909851"
"264999","-333.4922761810324","-338.3663210868841","-330.35634292662166"
"265999","-350.16741324389955","-416.5914852308725","-328.8537758154172"
"266999","-333.93137380108226","-344.16309416045704","-323.0663685277107"
"267999","-334.6570002170902","-348.4265449444449","-323.6101195762554"
"268999","-333.89750593937936","-354.1902249790733","-319.50301131854434"
"269999","-329.6563424676658","-335.6015511477986","-320.1872097079957"
"270999","-329.617711780717","-344.7657272194819","-322.3825286452966"
"271999","-331.3840652052314","-341.20705395067716","-321.86026103360007"
"272999","-330.8322290688755","-343.51091600706195","-317.83373379707365"
"273999","-335.93262240017464","-373.8995530443892","-318.50193180392137"
"274999","-330.6223986672859","-339.35899249960954","-322.96148033812653"
"275999","-330.92385046569035","-344.7546401371561","-321.71805581947143"
"276999","-331.107552778721","-345.97187209874403","-321.2011456216373"
"277999","-331.81952897782116","-338.5389472891884","-325.522237466027"
"278999","-325.01125931988156","-332.2090244020021","-314.46124206607533"
"279999","-324.50351291249183","-331.99539356182015","-315.03364304453123"
"280999","-330.80092274832225","-334.0098262280226","-326.6401637122032"
"281999","-326.55048788028455","-333.31304587858386","-315.9807983189821"
"282999","-329.091971953834","-336.60202074175095","-317.36296260729426"
"283999","-327.7830449401089","-337.838323952009","-308.7105338877681"
"284999","-326.87318594257033","-334.9627866533892","-316.93749290208035"
"285999","-326.673787090679","-338.5998038711646","-315.5582176595927"
"286999","-328.8807475612185","-334.9586393283677","-322.894409532348"
"287999","-326.86557669093196","-333.1778563459714","-319.17683006078005"
"288999","-327.2109422004472","-331.94528373579203","-316.4126709625128"
"289999","-326.8178478085747","-340.2066981618603","-312.2315663124127"
"290999","-330.23560720533135","-340.74389190723565","-319.91621690740146"
"291999","-332.2932560657461","-354.15463905284804","-317.92873398338776"
"292999","-335.3789182677866","-341.339779565732","-325.20102435102103"
"293999","-329.93186892941605","-338.66453085343045","-320.58105003585445"
"294999","-328.6698915866515","-337.4504617539546","-318.4726238374913"
"295999","-334.4262889002762","-347.4994008466607","-325.3861054579418"
"296999","-331.6673958810667","-342.54310867438676","-326.56068348139524"
"297999","-328.0413657933474","-337.0913649847113","-320.0503302837413"
"298999","-332.8754273883999","-343.92442778125405","-324.3629421393079"
"299999","-334.0068225642047","-352.22178290784404","-324.62283241997164"
"300999","-328.22506553133337","-332.19708214948616","-318.1250645642479"
"301999","-328.4626154171923","-340.0377869258323","-319.422918389241"
"302999","-327.81794887036057","-337.4481250842405","-319.7184588089586"
"303999","-329.90169077975054","-337.98116921757656","-324.051474476854"
"304999","-336.3553622990848","-343.97443202634645","-332.5380974411969"
"305999","-331.5846315197647","-336.64193347841535","-326.8207981747887"
"306999","-330.20803701666483","-334.4020132596292","-326.46836255987483"
"307999","-330.4783068940043","-336.33598827694783","-325.95781947920744"
"308999","-329.21207733812423","-335.91058807075007","-321.2759169662992"
"309999","-333.2444344093402","-341.3419488879541","-324.02238069971406"
"310999","-328.2392714793484","-333.9886346273129","-321.21330990145594"
"311999","-330.4001570678006","-339.8998100509247","-321.8360229848576"
"312999","-334.3031376602751","-342.9960536857448","-327.20715521276014"
"313999","-333.50779183444894","-343.6431443424274","-325.56965591882647"
"314999","-335.6998294968158","-343.43904569496686","-325.30705109735305"
"315999","-333.14663573578","-341.06040498614317","-323.72598742942034"
"316999","-335.15168523763623","-340.5483698373036","-326.28405347466503"
"317999","-332.9318261567504","-345.92606512581364","-319.04671513723815"
"318999","-333.3910364303739","-339.5668525000414","-319.5962282245357"
"319999","-335.23221451758064","-340.25647717962596","-331.41158984601486"
"320999","-327.6131782537947","-339.33717161913745","-318.0934942848977"
"321999","-336.1489188435177","-343.56347751617415","-324.0664118826393"
"322999","-331.4616954968619","-335.58185679527605","-326.32677937050664"
"323999","-327.3726725666473","-336.54007198972","-322.0063906610011"
"324999","-334.07913429507363","-340.60143194689107","-323.9840182997284"
"325999","-329.27328795865185","-337.2666910787425","-324.7921073374652"
"326999","-329.5009912263603","-336.9708001439769","-321.14349238077824"
"327999","-328.5145924542097","-339.08992647069107","-319.4552940428257"
"328999","-337.8598761815577","-360.53584268937476","-325.716161818554"
"329999","-329.82204713833846","-342.6786684691909","-315.09396258741623"
"330999","-332.9476948171853","-339.83545717969577","-325.7914933847883"
"331999","-337.68625950862963","-348.46833663930454","-326.79477753490204"
"332999","-337.21028113005065","-347.22379176566966","-327.5305582558117"
"333999","-337.7812040065725","-349.57322004189075","-329.8459756833809"
"334999","-332.2394647712508","-333.991832579176","-328.2274715701736"
"335999","-334.96008529762423","-339.3288013624642","-327.97103560467525"
"336999","-329.7108329380554","-332.69437034303945","-323.75273202856414"
"337999","-333.9063240057476","-337.95366887437774","-323.5357538958388"
"338999","-333.0053999175628","-342.98391952365705","-326.7191036666432"
"339999","-339.78854668053486","-346.43538037190814","-334.887458227575"
"340999","-331.31673654168856","-341.7313665356493","-317.52796387175727"
"341999","-334.1101807465154","-342.46469768136734","-325.00774804751074"
"342999","-341.97301378175604","-359.2514697971441","-330.69995798915573"
"343999","-332.82399508406735","-347.8645325563854","-317.8260759711263"
"344999","-330.87858317320536","-336.1589122153816","-324.15420522789145"
"345999","-329.9106742675107","-342.385924439257","-318.3973083496096"
"346999","-332.1600536994638","-335.9159693022574","-324.42917559171747"
"347999","-332.925858338053","-344.81342691058927","-323.6021894415219"
"348999","-334.1529899859178","-340.3222258885697","-323.1181048353516"
"349999","-331.89097180391343","-339.0073283376792","-323.1697380803528"
"350999","-337.46091696694464","-342.4348389326281","-328.18711721400393"
"351999","-336.85949902584133","-358.6326633046067","-329.19208625455667"
"352999","-334.89278532961987","-347.41539643580677","-325.66730815793096"
"353999","-333.14029635017124","-339.2511793350178","-322.6244571506981"
"354999","-333.25544422293706","-339.21643960724316","-322.1370794922114"
"355999","-335.08960313548636","-345.56112591177214","-319.68455546597613"
"356999","-331.92781074506547","-344.0897899810232","-318.2321431686481"
"357999","-327.36568892374623","-334.26584422215785","-315.4990945234897"
"358999","-311.567451729377","-337.36382503310807","-255.30651420975732"
"359999","-325.8969077342502","-337.1137387510386","-312.58299190799397"
"360999","-327.73112410735337","-335.6007015220821","-315.8596713791284"
"361999","-327.008997845153","-333.8552404195072","-313.0690139532089"
"362999","-329.744545452421","-341.1402640286829","-318.49782325327425"
"363999","-337.2986983338992","-343.2402036227286","-326.5593472570182"
"364999","-336.428138385713","-354.36615079392965","-322.61425945411133"
"365999","-330.2663203563542","-338.57587346496695","-320.50919149567665"
"366999","-328.9978007586053","-343.12592944378633","-313.67332637589453"
"367999","-326.1854561506457","-335.7162787572788","-318.87958441674687"
"368999","-327.551820141077","-339.2837863837679","-318.1817926739653"
"369999","-333.3294413492084","-346.3050041738898","-322.7549798830099"
"370999","-327.94541318925724","-341.0560228427252","-319.54811991502834"
"371999","-328.7871960401535","-342.7861827313899","-318.91983156402927"
"372999","-334.2017648292707","-347.2587422756479","-323.8111352610095"
"373999","-330.69833920896053","-343.32886606206466","-316.1167932711543"
"374999","-334.85658235040796","-353.6374266004809","-322.1127446790539"
"375999","-330.5805464831492","-348.63167902082233","-323.860405233999"
"376999","-334.7384737554936","-349.3626582908135","-324.51303845395614"
"377999","-332.5884768734375","-347.91812009612744","-326.70255539814616"
"378999","-335.11272899558145","-354.32126058389736","-320.47139397636096"
"379999","-334.27054603397846","-358.60029114906945","-318.1240086307131"
"380999","-336.34005743960523","-358.20492976717594","-319.475579792013"
"381999","-311.29802924394636","-356.79880028590617","-203.30805984511997"
"382999","-342.3382851305106","-357.5685671207805","-322.8766001611949"
"383999","-334.4344381036858","-360.33338918288547","-310.7855303374429"
"384999","-340.1459919204314","-361.4636415615675","-328.3538611891365"
"385999","-337.8356283108393","-358.6981948285053","-322.6627421248701"
"386999","-333.9603690622995","-358.36307240712074","-316.45427118986873"
"387999","-338.1451480160778","-353.5550572300955","-325.26897608395655"
"388999","-337.6700173076241","-359.74889950764725","-320.52700345714874"
"389999","-335.84598843107625","-351.91995668907924","-325.7364597991107"
"390999","-332.72901486425343","-354.5814299058788","-319.14148466040683"
"391999","-334.00797828175143","-355.34704777287936","-319.0824065208437"
"392999","-334.80942556113007","-349.19874414304866","-321.8570960511764"
"393999","-332.9503697348136","-353.92956180001244","-319.31338127454154"
"394999","-333.37452924251545","-358.252693961064","-321.00882610678684"
"395999","-335.51653698533767","-353.6636654449002","-320.359798124681"
"396999","-337.74428727440517","-362.6887862570586","-315.2578714775542"
"397999","-334.5127463030319","-365.681642026951","-312.2610896800959"
"398999","-331.269064969321","-352.93312681963044","-312.91953102747607"
"399999","-329.5078194251904","-360.1875746951747","-309.1492628057799"
"400999","-333.53878549151085","-355.8643007669595","-314.8150452474749"
"401999","-335.2365169336399","-358.01819622640795","-319.44393066068477"
"402999","-333.09665030054737","-361.4370728203401","-311.20484926303243"
"403999","-369.78255640690526","-517.9785874262451","-312.40582646429544"
"404999","-332.02993535014485","-356.9609625140826","-316.2492222587266"
"405999","-332.82857750182336","-356.35759777203185","-309.5642537325618"
"406999","-331.6087097346782","-355.0783717855814","-312.5054304127889"
"407999","-334.1355133836468","-349.38533943270613","-320.1254341403645"
"408999","-334.80695834259205","-357.984320886433","-318.9376809597022"
"409999","-333.85932273219044","-353.19427389154856","-316.9410879413292"
"410999","-333.6358761399985","-355.3669958884522","-314.1765713244679"
"411999","-328.6686457739522","-355.1898743901405","-311.2096837187803"
"412999","-334.66990630949556","-357.1690943998596","-311.6691398844119"
"413999","-333.61802537068723","-353.6572569087149","-307.5186964186529"
"414999","-333.841318513453","-361.99917000904645","-315.4745804729561"
"415999","-333.7544673441599","-352.941962353885","-321.13067710151216"
"416999","-335.2630231253804","-360.44181445613475","-314.0887109388913"
"417999","-338.5236019279807","-360.58124558875943","-322.75549707313377"
"418999","-332.03141691113535","-359.6974408167107","-310.2644260327025"
"419999","-330.2299864610034","-355.04193636775045","-303.1731614557401"
"420999","-331.7968678447106","-360.9005740582945","-315.58648666739424"
"421999","-333.90045536880683","-362.5089027384915","-308.0749286077916"
"422999","-331.55443103536953","-362.71542881429195","-305.70350694656366"
"423999","-333.85452517134433","-355.9630825786537","-312.4371257275342"
"424999","-332.1487588131178","-348.9106162854781","-314.22289844974847"
"425999","-333.083110295857","-364.5046301235758","-315.23337073127465"
"426999","-332.0808400770028","-359.6370478260021","-312.86446014046646"
"427999","-331.34193121542546","-354.3292954638604","-317.1848957954596"
"428999","-330.7526763411861","-353.93031448001676","-313.07259660710895"
"429999","-331.7716597754508","-353.21478052002675","-312.02219779789453"
"430999","-331.9334927955022","-354.5785060860217","-310.07093281050527"
"431999","-333.4876832220703","-362.6491936252765","-318.50177822510403"
"432999","-330.68830148354175","-357.7598013002427","-308.15153212845297"
"433999","-335.7015703869364","-364.6778102144601","-312.87305899088625"
"434999","-335.56732068719964","-355.907925078645","-319.9402733581757"
