"Step","env: HALFCHEETAH - ep_info/ctrl","env: HALFCHEETAH - ep_info/ctrl__MIN","env: HALFCHEETAH - ep_info/ctrl__MAX"
"96999","-157.93166729037966","-175.26250139375546","-134.606614182393"
"97999","-158.8099951888124","-178.21689510221282","-136.04258262614405"
"98999","-161.24990720873078","-181.164704258243","-131.48201579848933"
"99999","-159.75827146433295","-177.72893281653498","-131.2583389338107"
"100999","-162.87396244431523","-187.402703821659","-135.98567793642462"
"101999","-164.04310114122922","-184.09858874728286","-134.81535598511485"
"102999","-163.86160783606272","-184.02512483919676","-134.36217379321656"
"103999","-164.7724500129621","-183.98366852353033","-134.41799135506147"
"104999","-165.76660734216372","-182.99192937711874","-137.38821341097355"
"105999","-167.39429241071147","-187.94332187871132","-139.35304814328754"
"106999","-167.61479107365017","-188.67611268659448","-136.54336621860688"
"107999","-171.62748925412703","-194.7862735216816","-143.87378260989988"
"108999","-172.99759219748282","-192.90893903126297","-144.3927827502291"
"109999","-177.5896567198136","-204.84082036589544","-140.34317002569642"
"110999","-216.44846730666845","-388.23781512677635","-140.38826147963587"
"111999","-175.79125189806027","-199.4321798967819","-143.69916161894787"
"112999","-168.8351696175213","-200.1894401647153","-135.32325197756302"
"113999","-226.93388205766672","-444.1819016436735","-142.74371430526176"
"114999","-185.52001565334686","-223.1623551243296","-145.09644608447942"
"115999","-167.86948926008","-209.52768822386858","-141.63643404686186"
"116999","-159.02724060993646","-209.21009824797508","-83.4502886940415"
"117999","-155.22658660765734","-208.07119608422119","-73.68957745190713"
"118999","-153.70673716974756","-215.27944561094034","-55.7464331518859"
"119999","-155.2650487333537","-213.7323757571481","-65.7127574378004"
"120999","-160.19868106123377","-212.8059309634071","-93.43567612588717"
"121999","-160.41980496834336","-215.51229081178707","-76.14460162523503"
"122999","-178.41793801995613","-211.22311958422276","-151.42119579451784"
"123999","-157.4799152570156","-207.05940872182464","-58.38685392945387"
"124999","-189.01391882076848","-218.88818146660935","-157.2874902660646"
"125999","-191.3797839358449","-213.92479177936943","-173.8683991997192"
"126999","-185.88849538372227","-209.25167770311245","-154.8411786726987"
"127999","-187.31849134477483","-213.39558273429657","-156.8896672415237"
"128999","-185.9261499483137","-211.85779438291996","-160.71985712709514"
"129999","-186.7831266519923","-212.62742729733384","-163.8930602520704"
"130999","-188.91619428892926","-217.09761493280504","-163.56031870345294"
"131999","-189.24149469168236","-213.10132855332157","-167.39582106843596"
"132999","-190.5821761976929","-218.39257576316612","-169.69806026481106"
"133999","-189.66277525040005","-212.67892328339298","-167.41184390708804"
"134999","-189.17554902136317","-221.44275469581297","-168.4307555643219"
"135999","-184.87574058597286","-213.94441605856005","-164.2781785217423"
"136999","-189.4751485028614","-217.00340774220692","-174.6528616448244"
"137999","-191.05513785034412","-212.79411724458117","-179.4043269194661"
"138999","-189.37471196167164","-214.78345475718345","-176.6365004194282"
"139999","-194.0441006742416","-216.29397532840542","-182.30339187507826"
"140999","-191.8750668069967","-218.70514248684037","-176.55507646314783"
"141999","-192.20402570950483","-216.67494288211086","-176.76794995864236"
"142999","-192.49319196057812","-216.50187631386015","-177.90750366201"
"143999","-194.5932349681854","-217.10341515143728","-175.585752312094"
"144999","-195.79826078079645","-220.95651738159353","-181.429544361929"
"145999","-197.35464996596178","-221.19764310245725","-181.8284776086611"
"146999","-196.3141671856245","-226.12913129727056","-182.98695876076803"
"147999","-199.30814372946818","-219.96628867834798","-190.4471109807494"
"148999","-196.51925422040114","-219.12194138268597","-187.68475051286316"
"149999","-197.95884903880457","-222.3427071658273","-187.46424426076317"
"150999","-198.3884346657744","-218.61983879158882","-191.69214391708405"
"151999","-198.599921226874","-213.4888423842687","-187.92898837352797"
"152999","-198.4325588172922","-215.86277285590742","-189.94990536135933"
"153999","-199.99888864171993","-227.20588131807756","-188.82137148765202"
"154999","-199.06563189451884","-218.84079390143341","-186.370657245318"
"155999","-200.72818603950233","-215.76895870392534","-194.2379548096407"
"156999","-200.92022745472687","-216.60115070330613","-194.4825826374192"
"157999","-203.6019942780337","-214.19235658148932","-198.89902094627436"
"158999","-200.9708843021343","-213.76094427953154","-194.22621575246285"
"159999","-203.7690322091182","-216.8274378925561","-195.64268670727816"
"160999","-200.62841645926233","-217.07420013472458","-192.90859209746097"
"161999","-204.21824329545112","-215.96872474749904","-195.15854990109827"
"162999","-203.22143133630357","-219.3326163763804","-196.81481541444856"
"163999","-220.4337210076551","-271.93458348015946","-199.69214608023546"
"164999","-205.3491541154683","-217.73567593470244","-197.17188640559687"
"165999","-205.32007750521097","-215.8424072451888","-192.99056475609544"
"166999","-266.43899568617337","-504.7912429819503","-197.10031213363033"
"167999","-210.56983687231937","-223.2433595284818","-201.7011908019583"
"168999","-212.13672878195842","-225.41444450989385","-198.98995629946393"
"169999","-213.3906834259629","-245.6138775398331","-200.25816164662447"
"170999","-299.2240993892152","-665.072709540526","-199.74861865490658"
"171999","-226.3655799848338","-308.86005114515626","-198.99467218170557"
"172999","-226.68593824307123","-303.68936779101665","-198.2593804237742"
"173999","-211.68218810707336","-233.18935230125985","-195.3163665210207"
"174999","-205.72663726011905","-215.1966989164552","-194.6466025362415"
"175999","-202.38366742903995","-214.13567253947267","-184.61640019714838"
"176999","-240.74015122403702","-373.01008619864814","-201.91968288645126"
"177999","-222.22386864523088","-262.6816052297747","-206.56843010087806"
"178999","-210.16024428096904","-221.21732533288522","-197.8494829932849"
"179999","-199.63928029785546","-216.3262730712693","-148.98790156468746"
"180999","-317.2232805617153","-715.3354103242357","-207.19209729383388"
"181999","-326.3663124105582","-769.2755524416767","-209.41036787256587"
"182999","-313.9040405914187","-714.9326207886139","-204.36752017711575"
"183999","-323.21682171523594","-764.3698153793817","-208.62605910251557"
"184999","-336.22454848910365","-834.0041513343652","-199.3540159252782"
"185999","-284.44518385306014","-577.7945467482012","-205.49628057951747"
"186999","-297.77489694704605","-649.7942116459201","-206.43269083773131"
"187999","-286.5752404188117","-589.8698122898737","-206.254942227155"
"188999","-281.82779119983326","-555.1040373146541","-207.58052280545255"
"189999","-254.37595791605605","-413.04662245511975","-209.40864020586037"
"190999","-234.68263651629294","-315.71798714250343","-210.95474912474526"
"191999","-216.6344443030655","-221.5158113638557","-208.7038607435924"
"192999","-203.43150139475875","-223.95445252458273","-155.69798960785087"
"193999","-226.5465449489654","-267.3572999338314","-208.5404780705769"
"194999","-190.22202256433667","-223.96999641011178","-86.0580766269315"
"195999","-187.6028922424961","-224.29216255744282","-69.26597086402278"
"196999","-185.69084920994928","-223.2133171862613","-56.5807026910286"
"197999","-193.82624982173232","-226.5435953984656","-89.27090437275676"
"198999","-191.78645192347477","-229.01541495074846","-84.92999362945562"
"199999","-189.25906360714373","-226.2854187116025","-73.0925145170963"
"200999","-188.5553143839972","-225.82503979901446","-71.26521606044842"
"201999","-188.74477750941497","-226.37036433319247","-77.82123840771001"
"202999","-184.57121267278362","-224.66090043509993","-55.176461806365594"
"203999","-185.48315112196534","-222.25076253774287","-58.80163552068792"
"204999","-196.39077570041022","-221.67067112401114","-120.49312994877513"
"205999","-213.49837579379465","-222.32677066574487","-197.17084227129803"
"206999","-205.10011888282983","-224.0185614190997","-144.92861232534062"
"207999","-214.6971732750535","-223.88489971806595","-200.78935541709276"
"208999","-234.23698168098932","-401.3530743060017","-117.98343840365634"
"209999","-218.46182543287682","-221.45375744005037","-214.54500594610968"
"210999","-218.91009307342262","-223.11265496164546","-214.12321519975862"
"211999","-219.96293240537244","-224.8666917209823","-217.5083472045758"
"212999","-221.275837947925","-229.85231881092005","-216.23458939542405"
"213999","-221.17744506609932","-231.01342964420695","-215.2174093201758"
"214999","-223.95996304030223","-231.70983301848156","-215.51314397652956"
"215999","-222.55884006035822","-226.62130588417256","-218.21467529113085"
"216999","-223.35615592300888","-229.73779559880478","-214.49956175064037"
"217999","-219.91013147098312","-224.32507172723604","-212.890583264331"
"218999","-221.70218517010403","-226.17326933269695","-218.64576426769267"
"219999","-218.7305503845214","-227.82295181478054","-204.46983869870485"
"220999","-222.44064900775751","-226.39032456278792","-217.55265269180163"
"221999","-218.26902017084254","-221.7378463347752","-211.10910198899595"
"222999","-220.03285153234998","-223.01291221131876","-215.46076618010812"
"223999","-223.09052941687392","-232.40382963170572","-211.8631862029433"
"224999","-220.05599440621836","-223.16350334634382","-216.88183571025743"
"225999","-222.04020782560093","-229.09664875020556","-216.35244205407778"
"226999","-221.22714995245127","-227.95341254646561","-211.35978296523277"
"227999","-218.88482922886806","-223.2990455850957","-207.22721248368416"
"228999","-219.16654194705188","-226.7066106610002","-212.6418964825568"
"229999","-219.89661008796332","-223.23890980084718","-213.6774541760484"
"230999","-219.87012054473166","-226.48096650838863","-213.3668843197327"
"231999","-218.65754099264754","-223.47845868766322","-212.485114456465"
"232999","-221.01130681907134","-225.56054462864958","-213.42945084099983"
"233999","-221.90641866574674","-226.81028374905358","-213.94117200126206"
"234999","-221.15268823529277","-226.87436347206437","-217.53990554809587"
"235999","-220.34114891427254","-227.45134234676703","-208.41452352516367"
"236999","-221.04505986062176","-227.25705292820928","-213.5972303388018"
"237999","-221.46097208534675","-225.93706890443957","-217.81186679874835"
"238999","-222.666719221572","-228.70656365652877","-212.23735426117938"
"239999","-219.3104624348382","-230.19603542983515","-207.79361863558483"
"240999","-219.97668192485966","-223.2214487021169","-214.1798929398258"
"241999","-221.1408369372288","-227.65592899794376","-217.42475982382874"
"242999","-218.264114388451","-225.71021204938492","-211.1099197628598"
"243999","-219.4996244251728","-228.3421677115063","-211.6542448699475"
"244999","-221.33557568540172","-224.10239673902612","-219.43889268115154"
"245999","-221.84445155461634","-228.14020404964702","-215.81501504282153"
"246999","-220.66215523704895","-227.36254405975336","-211.2673647900425"
"247999","-220.36901953071347","-226.21651149665294","-212.98072600364705"
"248999","-219.09105275198817","-224.79698610554124","-209.57922799264398"
"249999","-219.27847880360997","-222.55993804335614","-212.79076369106778"
"250999","-222.74595721364017","-233.4285492574174","-217.6626911622782"
"251999","-220.68398565351967","-226.31154786174508","-216.11382056524346"
"252999","-220.67351363574477","-223.6329236154756","-217.12151164437358"
"253999","-217.9507369110981","-224.54606398443357","-213.70464322219297"
"254999","-217.0006087676931","-222.39751567194858","-213.44800893838178"
"255999","-220.0855596051862","-225.25748889148244","-214.97691472868115"
"256999","-218.8772943383704","-222.286678319176","-214.89283589273694"
"257999","-253.37727520043663","-379.36040289203345","-217.6901335145037"
"258999","-221.2806346784035","-225.70023593803228","-217.36978785321114"
"259999","-220.0753441986938","-225.69459279005724","-210.61261335015294"
"260999","-220.75521831288944","-229.4504682198168","-215.2492106929421"
"261999","-220.40347120861216","-221.48585785677025","-219.13846034059918"
"262999","-219.42721111898624","-222.90852916364855","-216.98171565805887"
"263999","-220.1195149560769","-223.29053485890228","-214.58629515270385"
"264999","-220.27135560872657","-223.5006930070619","-217.2597295766077"
"265999","-221.95990807165694","-224.69949282581612","-215.8517427320281"
"266999","-222.32020966832823","-226.0741176754235","-216.30093860874564"
"267999","-220.9346737982086","-227.53591072062636","-212.46201242506513"
"268999","-222.62203376808512","-233.22959405556313","-210.6650601550935"
"269999","-217.58314685200654","-225.00533764933547","-211.1578248242535"
"270999","-219.7883067451417","-229.10310825084647","-212.86618953570726"
"271999","-220.44616223524022","-224.39001253495644","-215.64953090498844"
"272999","-223.7645637206734","-228.93308556452385","-219.63070840636885"
"273999","-311.55074972137834","-688.4650849252953","-212.2212492426237"
"274999","-300.69816661477086","-621.2820140818758","-213.06362140427024"
"275999","-288.86343301882346","-567.5676367481548","-216.18106095368674"
"276999","-326.51038019632307","-741.3040246963504","-218.80442823717982"
"277999","-302.364122201254","-636.458394308886","-210.56971391042043"
"278999","-299.95050917069096","-613.5428953568132","-213.6991956258813"
"279999","-281.7299389128883","-528.3930427630744","-214.81577889745432"
"280999","-287.83962224821244","-546.8082078297936","-219.43070042009145"
"281999","-281.6779755485555","-535.0991887648901","-213.969241750737"
"282999","-279.23205232222887","-504.7911672592166","-212.17500609904536"
"283999","-264.1793399994573","-433.208841522535","-210.94847034414647"
"284999","-267.188782992214","-450.80156975984545","-214.76630192746728"
"285999","-273.0669604363541","-481.66196409861254","-216.82044794658836"
"286999","-267.6482196323572","-457.8645743926362","-215.2412450946867"
"287999","-258.6390095268687","-398.3267995317777","-216.94482782234752"
"288999","-254.62521298825726","-365.8426147699353","-214.54989337300256"
"289999","-238.8994776112339","-308.74771998325997","-210.12141778568432"
"290999","-233.467419679463","-281.67749907573096","-212.338485163947"
"291999","-234.00711279213434","-282.4536078770959","-215.7694221064449"
"292999","-228.83910997882487","-257.93168304363894","-215.27790668606738"
"293999","-228.37769614979624","-242.7576917732754","-216.95280038937906"
"294999","-220.5534525677561","-223.84374360864365","-215.23053976645085"
"295999","-226.93733183244868","-255.2718964964152","-212.77176729838075"
"296999","-220.17011339416098","-224.70535138125206","-214.75344319393258"
"297999","-220.32940413554508","-224.35334055125696","-214.65314539894467"
"298999","-212.12797691139082","-223.503589188059","-174.15288485400364"
"299999","-215.24692047586032","-228.94108911727847","-187.28419358407442"
"300999","-219.8506317136189","-228.17173612862825","-210.11495872338614"
"301999","-210.2889889804027","-225.1638809541864","-174.84046517064175"
"302999","-226.68004347284642","-249.38459116965535","-217.42863684768494"
"303999","-207.2236234123508","-223.1017056604225","-158.73895739639815"
"304999","-227.78065521518374","-252.42005471636838","-219.0808371504145"
"305999","-227.29783152341852","-252.6355840824546","-213.82900118827828"
"306999","-225.29954816574855","-244.97623361895495","-214.04045831660434"
"307999","-225.80801381270095","-243.53145555655146","-214.27765613918532"
"308999","-227.09457910209886","-247.7331738894184","-217.2319387681784"
"309999","-221.64469982137285","-234.49191184217742","-204.69056997448214"
"310999","-226.4902271576847","-243.37576754267022","-218.3796564489605"
"311999","-223.065878096968","-236.44463129589957","-213.66772510483875"
"312999","-222.4225221795341","-236.7530275397004","-213.29759555434194"
"313999","-225.25264087542882","-241.65426823372638","-212.9021342967946"
"314999","-224.61089824462928","-241.80922634154578","-211.6273440259198"
"315999","-223.79871017013983","-242.70117852836853","-215.49360204612185"
"316999","-224.59132069423794","-245.6288531844817","-214.33563758184525"
"317999","-223.77373989510033","-244.19082391386257","-210.6322631984947"
"318999","-223.27015926688904","-243.2405031025409","-211.86788686613238"
"319999","-223.6410421734055","-247.0179195503395","-216.1758786303301"
"320999","-225.57890539218982","-242.66830145567621","-218.75396904100987"
"321999","-222.37789306702712","-235.01906011750305","-214.7213321315746"
"322999","-223.88748100176448","-234.1255165052908","-217.52552753438573"
"323999","-222.5658144794404","-229.65999460592843","-215.47005781282957"
"324999","-223.99430724680423","-233.38348377992705","-218.95226562768218"
"325999","-222.45462578224652","-232.99966647972695","-216.90144515782595"
"326999","-221.0244889105361","-231.39185780659315","-213.69957332313027"
"327999","-223.92234236225485","-233.39733302096505","-216.93796427299577"
"328999","-227.5482798412442","-245.05859252065432","-217.42732186118755"
"329999","-227.83478390052898","-246.94258045653507","-219.26231784125144"
"330999","-223.83470310196293","-233.85490415493666","-213.72384254758606"
"331999","-223.18075296108913","-233.91897975901736","-215.87499246001252"
"332999","-223.906435401986","-236.93339438488076","-218.38191146030996"
"333999","-226.52464819600195","-239.3650807328521","-216.56246768807412"
"334999","-223.43480388236543","-241.2520944103598","-208.98656618781388"
"335999","-228.42964921556404","-247.5987318567931","-217.86967375874494"
"336999","-225.39423819358154","-233.98137905697047","-221.97615093986192"
"337999","-223.34074888192112","-231.2717777453361","-218.6884889081116"
"338999","-225.28436028162656","-233.22173970689363","-214.77301704138563"
"339999","-227.73653160408145","-238.1710263242326","-219.07452211032316"
"340999","-226.45643571503456","-238.41413814264033","-217.25588818639517"
"341999","-226.13740767190862","-236.86513660848146","-217.07697223499426"
"342999","-227.10964805868753","-236.49798343082216","-219.34754382135978"
"343999","-226.4376817278565","-237.9022426046433","-220.05440693845347"
"344999","-226.8706010931482","-235.8538055134319","-219.02412861461448"
"345999","-227.5744985111679","-237.05750038630018","-219.78413311764604"
"346999","-225.60837826964763","-236.07826339577664","-217.08167033207923"
"347999","-224.7738701429218","-231.27840290466963","-215.80125151140012"
"348999","-229.40537184923878","-232.45806588977587","-220.56745783984644"
"349999","-228.89639001811548","-234.5719412515562","-219.88445982585347"
"350999","-228.61288496305534","-235.26140331104384","-216.99330362925932"
"351999","-224.45978124874333","-235.24616297210247","-218.17503858109305"
"352999","-222.5942088821282","-232.89607250814626","-215.05956701437623"
"353999","-224.74535299229106","-236.3894283423818","-212.40813921081522"
"354999","-225.79784015864138","-229.22752751534145","-221.1393225279948"
"355999","-226.021726196756","-232.5872527683775","-221.1383140397569"
"356999","-225.64234198878208","-231.86112398778388","-221.0521430845063"
"357999","-226.23414774710932","-233.0004589284461","-216.70647863795352"
"358999","-227.2381752340744","-236.13311341342842","-218.086710140109"
"359999","-227.45730186104774","-234.40326479574045","-217.3139199391008"
"360999","-225.51327758009228","-233.16044007490086","-216.18713567157565"
"361999","-225.88851485401383","-235.1491467927893","-213.32560892899843"
"362999","-225.36438694049903","-233.5005473966401","-216.452118103703"
"363999","-228.7794900300602","-239.62379463265353","-217.2575236161549"
"364999","-226.2025609754026","-236.51244273781768","-213.42873569826304"
"365999","-227.2380686163902","-234.7444869155686","-219.81914298484693"
"366999","-225.71385519417623","-234.18907173971337","-213.54166411856818"
"367999","-223.39791805086043","-236.60398505007248","-212.71759621302286"
"368999","-227.85529400706295","-237.7760491284233","-216.93652014185994"
"369999","-224.49847609450427","-237.32191538810704","-215.60869052757837"
"370999","-222.91223226351053","-234.37290879587354","-216.6912625419597"
"371999","-224.59880185400462","-240.1689759790899","-216.60397425293925"
"372999","-225.61164548136284","-239.02787469079095","-213.19426289449123"
"373999","-228.49440688416357","-243.40734739353258","-213.4678752509253"
"374999","-227.91664047464738","-244.23901932438216","-217.93139148006844"
"375999","-224.85034013688556","-240.01583776126316","-214.29619112486634"
"376999","-224.7388595140229","-238.2631331700832","-213.66880748172622"
"377999","-226.7425232144693","-240.9120293421049","-215.0357618468505"
"378999","-223.4648101426661","-237.0360194258392","-210.49653531362608"
"379999","-224.77898734640326","-237.89306898042577","-211.04429754397532"
"380999","-222.26776966582992","-234.06705078544707","-210.8032714820779"
"381999","-224.0732245648901","-234.64719870189853","-218.22464879726357"
"382999","-223.88605237888788","-235.9393874319891","-213.8246471708021"
"383999","-224.00841967420024","-239.1943079208334","-208.09185770930105"
"384999","-223.82610118513315","-244.1805084918938","-209.12308550874414"
"385999","-222.66625736082582","-240.59078003466112","-211.48714424918072"
"386999","-227.3268252626061","-241.08929987500122","-210.90051723519966"
"387999","-226.5287755444646","-241.66928377995876","-208.9228423132251"
"388999","-224.28971147884923","-243.3671157360074","-208.07123908648893"
"389999","-227.2415171864133","-245.11193860818946","-216.31341705098728"
"390999","-226.9486671401809","-245.83085077876865","-213.26827159399787"
"391999","-228.5086248946685","-257.02927726755547","-216.01060912013034"
"392999","-227.1990940052395","-250.2412088525791","-214.4942272106807"
"393999","-228.8684653835992","-253.99276203413834","-211.2300352007151"
"394999","-224.76004113269337","-246.65090422766886","-211.73258353024693"
"395999","-230.4433812851085","-269.3577486248684","-213.02036731690148"
"396999","-224.57502298727636","-247.8277659565211","-211.6569165127972"
"397999","-228.49701450169073","-244.28176299234232","-213.9256629745162"
"398999","-226.65765963072582","-242.27835111195844","-213.02163157363756"
"399999","-225.2001479588448","-235.59706303849777","-216.27494604016331"
"400999","-224.53886183761065","-240.5312317827096","-211.47522144764693"
"401999","-221.33750229564788","-236.1389316494264","-211.40510676180295"
"402999","-223.6834781974554","-237.80844023078689","-214.41970082620767"
"403999","-225.1693864951532","-242.30771391093734","-215.34786927203345"
"404999","-224.78074670011785","-242.611726404478","-216.56494866311516"
"405999","-224.40006944189463","-240.42467859884096","-217.42937458306542"
"406999","-226.1366595029831","-238.56315182646136","-218.00063717365248"
"407999","-229.86487891996913","-244.82348446548016","-213.47200893983248"
"408999","-228.69600106825425","-243.18112476294237","-215.96928165853018"
"409999","-227.78778282652289","-246.88680205990886","-215.14875780791"
"410999","-226.31263849698007","-238.1934785656633","-215.27946969866738"
"411999","-231.52035487790903","-247.93930863216536","-217.0269119845083"
"412999","-230.73636254097013","-246.3354877382515","-221.86053090915064"
"413999","-227.40209067972995","-241.76632564639044","-215.39874597514674"
"414999","-230.2320005138716","-237.0651049166919","-224.3812987512601"
"415999","-228.2851019149025","-240.2362564802171","-220.05656780923402"
"416999","-228.45462704276042","-239.75012564783248","-218.52052496249493"
"417999","-226.94338549599053","-238.45032956699532","-215.21893371393276"
"418999","-229.0815435230732","-237.04758383582015","-220.8297820426524"
"419999","-229.04758793438478","-240.70981633414843","-221.59685441851596"
"420999","-229.89012704951065","-244.32914481312022","-212.1413531489673"
"421999","-227.00094141165408","-243.33734833945843","-216.25621278584015"
"422999","-226.32168248444796","-241.82285395761326","-214.68566801895724"
"423999","-227.99422159741317","-242.12770097951076","-219.25083510329313"
"424999","-226.50525094047197","-243.77146162465255","-218.74518571297318"
"425999","-226.6076637951034","-240.32209918151293","-218.5931596706308"
"426999","-227.99191014518343","-248.44490322222313","-210.33632412552836"
"427999","-229.9631372163692","-246.38152181729663","-218.22326482832432"
"428999","-229.54352790688472","-242.97915521760763","-219.4067848026751"
"429999","-229.71306905945136","-242.62107055634237","-224.2418873111408"
"430999","-229.87642035956196","-246.70826575905102","-223.4097058723373"
"431999","-230.536428231125","-251.87268407891204","-221.29479882121086"
"432999","-228.81989334374666","-243.72033737351512","-216.11913998300855"
