"Step","env: HALFCHEETAH - ep_info/ctrl","env: HALFCHEETAH - ep_info/ctrl__MIN","env: HALFCHEETAH - ep_info/ctrl__MAX"
"433999","-231.77803304468597","-246.01195728716752","-220.92408746729305"
"434999","-231.02730158939949","-248.64903552457702","-220.14849394435623"
"435999","-231.17742061192786","-256.8826964174704","-216.92281043653665"
"436999","-231.63355163410307","-244.17337496330336","-216.8886166748901"
"437999","-227.5379398211838","-248.4246723465622","-215.69592593858692"
"438999","-228.89585139453402","-245.82279196629904","-220.59686585577825"
"439999","-226.56421028027935","-244.202130407095","-212.08351312081032"
"440999","-229.71084499495723","-248.39853964311368","-218.06387090558803"
"441999","-229.90509429822373","-251.03145847221205","-217.48644259572038"
"442999","-226.85761213749646","-246.9236770595114","-214.21087767432132"
"443999","-229.53205626184746","-247.54970297093223","-220.3822855005661"
"444999","-229.71447297309837","-249.78779502958056","-211.23405771454145"
"445999","-227.33023851166155","-250.14943522339067","-214.79965731749917"
"446999","-228.84471266691895","-251.59984170272978","-214.70438259094962"
"447999","-229.47976527487248","-249.0498805952571","-212.0658578053117"
"448999","-229.28863408118482","-247.84287787104657","-215.38515835503725"
"449999","-227.09275426566597","-249.87702849259006","-212.02303748702008"
"450999","-227.19475370210907","-244.54408793772268","-216.58408961941805"
"451999","-227.92656607230492","-246.3646243090429","-212.0210598905882"
"452999","-228.7721300790707","-255.86696599672243","-212.73650914803133"
"453999","-227.3257206633688","-249.85083406170241","-216.07989629606396"
"454999","-225.42560255552343","-240.11724372208118","-210.7768876204889"
"455999","-229.32423528283834","-244.2856767810884","-214.2110736444589"
"456999","-229.7910592764615","-246.18873177717117","-210.09954538568837"
"457999","-227.60301992694525","-252.17278156926255","-215.74543678263802"
"458999","-231.56049428333844","-249.5468030162152","-216.71620070934324"
"459999","-230.939763110876","-259.1546356181301","-216.03558676068963"
"460999","-228.73501896883045","-250.33449004590503","-212.10454361761572"
"461999","-229.6211406193673","-254.24047598739483","-216.3507605145374"
"462999","-231.12557496378804","-253.08043085411165","-215.0671955135958"
"463999","-230.43051573187117","-251.2311787058911","-219.74056889985994"
"464999","-229.96117634450394","-252.58151132240903","-214.0491439340016"
"465999","-229.2546853344886","-258.617215527842","-215.18448450540464"
"466999","-223.16257343341917","-257.5357881536089","-199.06339987491575"
"467999","-226.36914370581516","-250.2893344325325","-216.1410778239371"
"468999","-231.11135644316673","-259.28717582796986","-219.053974404931"
"469999","-228.10562491565935","-253.6319565636419","-213.5802156490582"
"470999","-229.43885697502023","-256.2576674744486","-214.68592940767607"
"471999","-228.14279435438416","-255.22740526807803","-216.20220926900723"
"472999","-228.36190494298944","-249.46048936247863","-214.64629567414545"
"473999","-231.06329150671755","-253.09386904289335","-217.171459796528"
"474999","-229.9252610426397","-251.23037507695477","-214.66304654876402"
"475999","-231.00014536622933","-256.6440748969717","-214.39951047798"
"476999","-227.57925497144475","-252.71129329875154","-213.17621745790026"
"477999","-228.65421163303148","-247.56098260357973","-215.6632110731056"
"478999","-228.83214768916363","-251.74122961362198","-214.60629959901198"
"479999","-229.60338048810777","-252.38006381193782","-217.9272464389604"
"480999","-229.6091767939427","-252.48562818641446","-220.85272475207827"
"481999","-229.68827767769523","-248.31355291108318","-219.64480061829124"
"482999","-230.23344811039655","-249.109275030593","-222.40668346236123"
"483999","-230.73659680634728","-252.1559758757552","-218.14558773736158"
"484999","-253.21616802526023","-328.53384696816437","-216.32785549759888"
"485999","-233.4988740836581","-258.6633807457985","-220.41084286322217"
"486999","-230.59446134517594","-254.62780802448603","-218.50380242988464"
"487999","-234.49546976486835","-258.8482730736333","-221.84328112378728"
"488999","-235.1755671453972","-255.04552781581853","-225.6467656455935"
"489999","-234.8478298664094","-252.4610876701775","-220.65196365117998"
"490999","-235.11034903228284","-257.5109820043048","-221.10263356814767"
"491999","-237.47958001680686","-259.2310114999615","-223.76504501452058"
"492999","-231.04456900656223","-260.74809431284683","-219.7919423319398"
"493999","-235.31815263951802","-257.5007620255148","-221.27322977905456"
"494999","-236.31924683374018","-262.787913414339","-219.74828471988462"
"495999","-231.87343977689738","-256.5693298019469","-221.40672419220186"
"496999","-236.8636486714084","-261.166812316825","-222.6808310138684"
"497999","-234.20720557868495","-258.62845292811573","-221.9638040140271"
"498999","-236.2223375861844","-260.9905349873007","-221.14328040927637"
"499999","-234.58480112751323","-254.10592448959767","-219.7007322783271"
