"Step","env: HALFCHEETAH - ep_info/run","env: HALFCHEETAH - ep_info/run__MIN","env: HALFCHEETAH - ep_info/run__MAX"
"999","-2.4771147537112426","-7.103176839695008","5.516253058007217"
"1999","-4.86670026171384","-10.197134448488317","2.634163151861558"
"2999","-5.367466971902077","-8.65834887595831","-1.5666414538673235"
"3999","-4.586802165933901","-9.574507643586397","-0.9781479860201041"
"4999","-2.3783546136362963","-5.438216755015992","1.7494499989206498"
"5999","-4.937643227446749","-8.798663902010322","1.892284634266555"
"6999","-5.418030956448916","-14.472794945057037","0.5479687742345677"
"7999","-5.018944236855791","-11.570947494364537","-1.9486138721720256"
"8999","-5.2330116614670485","-9.848781601597869","-0.816980611679909"
"9999","-2.922340045720098","-9.506265333841306","4.43056525094236"
"10999","-2.202068448370177","-6.485340793070382","3.3229492583934537"
"11999","-2.728636931023258","-6.61805757242787","3.7449918036790786"
"12999","-5.421262201896764","-9.211939869570873","-1.7216834327332333"
"13999","-0.40209694276162466","-2.258922550599888","1.2420650889978233"
"14999","1.6446570131597429","-0.4330122694285981","3.1238110718489702"
"15999","2.8694131968980674","-0.7155181863601707","4.887392864661065"
"16999","3.762718271717806","1.170777628919864","4.9664381480753015"
"17999","4.399890434205791","2.2283810666257207","5.827069703680528"
"18999","6.601727296764773","2.341061497499937","9.580407822865153"
"19999","17.494053603606783","3.099195780458357","29.55414452082335"
"20999","29.050122847433634","7.530830794667319","43.505973012684464"
"21999","36.26040168946777","12.054598204128897","47.728127873489754"
"22999","49.36776291032627","24.78660220960455","64.01139769141656"
"23999","59.39363806481426","36.30008975297947","70.44739205415482"
"24999","63.98646035152234","43.86870835827136","81.93571768653771"
"25999","66.79579256684511","49.222090894794604","85.71342840822419"
"26999","70.19143078978439","52.550114609507744","86.82910117717618"
"27999","75.46064622055826","63.68900416301462","92.64213348994708"
"28999","78.70113305812512","65.48265585653459","94.65576990359442"
"29999","84.60986917488025","71.86625749187591","103.21469022536921"
"30999","88.64157300114296","70.75698009587178","107.41672752541842"
"31999","91.61229222449616","72.44634935141872","110.78679351201463"
"32999","63.26846814255574","10.995815334794903","144.83978620104574"
"33999","159.2700890193228","151.53164725190283","166.80660812884878"
"34999","145.0337791246521","8.590651096558123","190.51863036343087"
"35999","149.99504434206074","103.7285925853341","183.89955310140363"
"36999","177.89795620393437","33.11285529491822","237.47828519721966"
"37999","230.1486000213622","220.8104883916664","248.44993663559433"
"38999","189.00013466588393","71.26166218169644","242.63575913013736"
"39999","252.19012579663496","231.7725465280459","269.27048961986793"
"40999","181.02339153678412","54.9654192467478","282.4117187895208"
"41999","236.57996032248784","124.19683299396827","273.99492647404185"
"42999","271.10737511233935","257.1915378804958","289.86817142523086"
"43999","258.30798091446417","157.24589948414902","292.5558715759622"
"44999","222.35369560462829","78.69250868403452","291.51910478891557"
"45999","295.0642983130083","280.7699005758271","306.3713111012481"
"46999","295.243509414197","284.30451087386757","307.2425966301511"
"47999","241.93586513530303","40.590654169033215","299.86580644945855"
"48999","272.94434281359725","170.83901478860895","313.1035922286242"
"49999","309.7163354341792","288.43269739437085","328.35882868846403"
"50999","213.39397311288604","55.98036785602204","335.2986129277622"
"51999","318.64429209945837","289.8660143022581","339.0208407954521"
"52999","320.3550888390897","282.2826650610309","342.7220198088511"
"53999","324.54760445431316","282.54713731629374","342.76462546949574"
"54999","284.44695460172636","63.74149372831273","353.4408529492109"
"55999","334.9930173126243","282.5885667291712","362.66341543276826"
"56999","332.7799236551942","282.3741496195554","361.11465936665184"
"57999","332.3054942755743","285.3650163773389","355.3801832850214"
"58999","328.03412077664063","279.6032838628083","362.59490084501556"
"59999","321.02881442097544","265.46500202422914","348.68344626376535"
"60999","318.1118421029537","257.3846556331862","359.05277103702633"
"61999","304.6554719319608","254.48040769630143","343.2277836697134"
"62999","299.2183170493883","238.47491463057443","348.44528518831544"
"63999","283.21845250887094","226.29755705894542","334.9735829922953"
"64999","273.174127116152","211.45221861133922","334.4294616858257"
"65999","259.93397605133424","204.81746893708655","314.74807911706245"
"66999","248.3630024516364","181.710807084961","305.5544759538224"
"67999","246.18831860260644","181.98426499580466","297.80785272630214"
"68999","241.09405705413874","182.37000627855127","301.45563819501797"
"69999","223.46706280543646","150.69141187200296","278.8986040645761"
"70999","227.83190894738755","147.4854307277965","276.51431443124864"
"71999","223.47025457098047","135.31775036574504","274.8103672480318"
"72999","226.47578612057106","136.5811322051223","281.649337910457"
"73999","221.83134151983876","132.2795169073312","284.2144412274296"
"74999","220.81758159176488","134.72759375082268","274.89010461097314"
"75999","231.75555761790784","152.84292481328794","285.2926928379359"
"76999","252.33829353667042","198.41009395646117","304.37768193178016"
"77999","253.50050347807593","207.30523239586853","291.5572878215157"
"78999","262.78008141956826","210.84014729634185","302.16506003133225"
"79999","273.05579357273166","221.58302402077595","306.16487614491024"
"80999","280.4286746323526","229.74041952862214","314.49272248686833"
"81999","286.07525565400573","245.11362537437884","322.1476445858428"
"82999","292.1756261903035","251.80549971839034","326.37962835192377"
"83999","299.0465281908697","262.90035367188517","337.04751658093"
"84999","306.69784558256174","267.21024065685634","341.6515714015256"
"85999","314.991806802862","269.2260538353084","352.1407741371468"
"86999","316.95650172346166","267.4211952627786","354.2792058839861"
"87999","324.2572578063169","279.4037815410576","356.5156469765765"
"88999","329.96121230397176","284.40405072831703","362.7009914846375"
"89999","333.9316313058422","286.7266338623297","365.9217642133016"
"90999","342.05034857070314","298.76286627739637","367.6626898350787"
"91999","342.48467270188854","300.5200553084173","373.87274553989107"
"92999","346.7691804402265","303.2856650198603","381.1518987719576"
"93999","350.3526864804918","306.34394492798367","385.9561186324827"
"94999","352.89827428634914","304.17447729983166","384.9381702080232"
"95999","357.64173184443547","297.05467742114115","387.39960654890865"
"96999","359.30389174962704","310.1077752824535","390.8500602415569"
"97999","359.86798816586816","310.0334602751597","392.7372121612839"
"98999","367.75157091272376","307.62143667354735","400.896562015923"
"99999","366.39773409645755","311.97170274169275","400.1733918000656"
"100999","367.3206379494171","312.3427445785274","407.8353886525726"
"101999","363.39918879646194","311.02186212552914","399.7883788132017"
"102999","370.6430560449731","315.4357612197602","409.5900051335932"
"103999","373.04241787249316","317.7299734137969","414.25179571135095"
"104999","377.9381219362088","322.437812146798","414.6284711428249"
