objective_1,objective_2,__wall_time_min__
12.0238745088057,-22.908100934618638,1530.80412123998
10.089112962347226,-22.038756493336326,1530.80412123998
10.577671854209813,-22.441801896923117,1530.80412123998
13.806030322133484,-24.534838406699016,1530.80412123998
11.13694713790981,-22.59972081960994,1530.80412123998
14.466702411870056,-25.82669612851342,1530.80412123998
14.825637266318845,-26.254716642209832,1530.80412123998
15.070145754689435,-27.69414841341183,1530.80412123998
16.784637088800277,-30.357257801158788,1530.80412123998
23.27833147446166,-33.552965441163884,1530.80412123998
165.7440854177401,-68.1114070809825,1530.80412123998
526.2347919939014,-135.98691451746876,1530.80412123998
542.2109952724313,-140.4547159550856,1530.80412123998
554.7792296464355,-145.31580045752588,1530.80412123998
562.9871855908017,-145.50454601347366,1530.80412123998
563.2299997430393,-146.45800606739004,1530.80412123998
582.4145835514659,-153.7341131502829,1530.80412123998
587.6756763588683,-157.2359865765335,1530.80412123998
601.4432338853596,-159.88551988768117,1530.80412123998
608.7522383801336,-164.21389239562194,1530.80412123998
611.3779935295175,-168.5826123571259,1530.80412123998
625.4066429771203,-169.5921852781076,1530.80412123998
630.3067306938044,-173.1901608516157,1530.80412123998
632.6295806386329,-176.69957473886612,1530.80412123998
637.7666470157008,-181.65001514942568,1530.80412123998
639.0279433796247,-182.52810929009064,1530.80412123998
642.295370525561,-183.478613530253,1530.80412123998
655.2168613622334,-190.54707952238184,1530.80412123998
655.352428647959,-192.50744532500417,1530.80412123998
670.2999513007653,-197.0820189183052,1530.80412123998
664.7033224044837,-193.2912912349273,1530.80412123998
675.2232582165525,-201.38091454262707,1530.80412123998
678.6418012370135,-208.47918690614378,1530.80412123998
686.6548329163091,-208.7185276003623,1530.80412123998
686.9322385592177,-210.24087595973498,1530.80412123998
695.1866260818085,-211.95531053213534,1530.80412123998
699.4476083288384,-219.14993539129563,1530.80412123998
702.740992549158,-219.48718106888487,1530.80412123998
711.153810414218,-231.36398871214888,1530.80412123998
707.0440923888369,-227.9359936090077,1530.80412123998
