ep_info/run,ep_info/ctrl,__wall_time_min__
0.5730681265022254,-328.5778062939642,159.56666666666666
-15.958911149754531,-329.65430541833217,159.56666666666666
-7.768235490658558,-331.52652031679975,159.56666666666666
-7.349173700051058,-340.29984164237965,159.56666666666666
-0.6318418415732601,-337.6500309556722,159.56666666666666
-13.76262245578581,-360.394683942199,159.56666666666666
-8.451362372375234,-359.9657423347239,159.56666666666666
0.2149484329649119,-353.8413786813613,159.56666666666666
0.7798426840327357,-338.84179724007856,159.56666666666666
-5.402454752253762,-343.21954309443674,159.56666666666666
2.5117624036973334,-339.43570803105797,159.56666666666666
0.781001998215203,-329.52756342043523,159.56666666666666
-8.360887290714953,-331.7440741807219,159.56666666666666
-9.228652565732801,-326.3145311201612,159.56666666666666
-4.96919884966237,-317.99330573280656,159.56666666666666
-12.082574785386715,-320.5157326534392,159.56666666666666
-2.1925300148471853,-310.875500207146,159.56666666666666
-2.5061641709067497,-303.4492914279303,159.56666666666666
3.486649440110668,-298.24639254560043,159.56666666666666
-5.967854760354075,-289.05697217894095,159.56666666666666
-1.8890497186948492,-278.6678119438386,159.56666666666666
-2.3555804851241358,-266.12212861329283,159.56666666666666
-2.023365998986869,-249.94372906039177,159.56666666666666
2.9878464309131876,-242.57360813021722,159.56666666666666
0.5187694587887093,-221.53546075026205,159.56666666666666
5.178774944026863,-207.52812938392148,159.56666666666666
5.193389224833613,-186.73225820064553,159.56666666666666
6.23013874769106,-166.56852773018178,159.56666666666666
11.344699077456502,-149.46422915719464,159.56666666666666
11.663655037504224,-140.31929655497282,159.56666666666666
15.640249411578337,-124.76899935056764,159.56666666666666
18.935744256633143,-112.27316837819927,159.56666666666666
6.196162572713625,-250.23026204357552,159.56666666666666
12.666109423530559,-262.8600831478833,159.56666666666666
16.197081972484572,-239.89123816291468,159.56666666666666
61.677804742383444,-265.90887682636566,159.56666666666666
57.721163612615044,-251.22774832198994,159.56666666666666
69.88090562188529,-253.46480222543084,159.56666666666666
182.37989073198213,-377.70603719602076,159.56666666666666
215.5078936791718,-432.60144271949935,159.56666666666666
192.01728622665632,-410.3319578841329,159.56666666666666
170.08692161439188,-416.4683560679361,159.56666666666666
220.04852048822474,-526.6386046707635,159.56666666666666
242.36651608792667,-510.57053522268905,159.56666666666666
245.88535521021998,-483.92199547588825,159.56666666666666
258.46216616137764,-495.8024206757542,159.56666666666666
267.4708433586145,-502.4599011540411,159.56666666666666
285.32300612692313,-516.4423272411024,159.56666666666666
295.2795078711513,-496.37074296673137,159.56666666666666
254.50617782171506,-442.2340477729841,159.56666666666666
334.6377461638232,-549.6405356725055,159.56666666666666
335.1307916616431,-550.9682319263616,159.56666666666666
336.66815020955244,-558.3386953671767,159.56666666666666
358.5659082161927,-564.6799596647414,159.56666666666666
337.64789359393075,-555.2564742267132,159.56666666666666
351.6856459704546,-564.8836098015311,159.56666666666666
340.15711238941844,-549.6219179928308,159.56666666666666
342.68575433645435,-548.9681273400779,159.56666666666666
369.8492399188227,-537.9090592364474,159.56666666666666
359.6759484855976,-536.0565803051003,159.56666666666666
357.5135314538711,-527.2422852168473,159.56666666666666
357.59974469464953,-521.993376687169,159.56666666666666
369.5198999590456,-522.7996104756985,159.56666666666666
362.8257648027602,-522.5584745705123,159.56666666666666
377.3076041923631,-514.9573318759604,159.56666666666666
370.29572602806576,-497.67214144766285,159.56666666666666
376.808759574588,-490.0027453402679,159.56666666666666
366.69685115426665,-474.23833248515945,159.56666666666666
369.0633264104844,-464.0937809397777,159.56666666666666
360.95519470380964,-442.0514689038195,159.56666666666666
354.9028178926922,-434.0746532777942,159.56666666666666
355.2012844033679,-431.12851183116464,159.56666666666666
355.96415904336175,-409.1715938014292,159.56666666666666
337.39144945809187,-399.905511451264,159.56666666666666
332.0360375670647,-371.7595685223736,159.56666666666666
324.2673315628058,-361.1458916564782,159.56666666666666
319.3806043296226,-360.5731364861133,159.56666666666666
316.930664461486,-343.74072852234053,159.56666666666666
303.75426762288146,-330.6014037554462,159.56666666666666
304.18382911768083,-331.15238417685026,159.56666666666666
295.73124762789496,-311.5248679866392,159.56666666666666
300.4863148593159,-308.12611914674414,159.56666666666666
297.6636180867891,-308.31538084646076,159.56666666666666
306.27290873720926,-310.7034463609257,159.56666666666666
290.93185705053247,-296.72487970938295,159.56666666666666
293.4029347860234,-293.96210347861074,159.56666666666666
288.00694819399587,-292.49310807666427,159.56666666666666
294.6178034966783,-300.55527190119034,159.56666666666666
299.34577048713277,-297.8370626916485,159.56666666666666
305.21443250995486,-306.3614541341864,159.56666666666666
312.5295146252355,-309.16316438714637,159.56666666666666
320.2209013883324,-318.3205357392627,159.56666666666666
329.14989360896175,-332.59376565118606,159.56666666666666
333.2553779091577,-335.1080321222543,159.56666666666666
337.02169979535756,-341.4558224231009,159.56666666666666
338.3393356383241,-342.09796424458466,159.56666666666666
351.7322945431145,-359.848715382318,159.56666666666666
349.75659185010784,-363.90907623867184,159.56666666666666
355.6479953474628,-363.42459483941406,159.56666666666666
361.8538966876697,-385.32963318129396,159.56666666666666
364.9429637441415,-386.2079821576672,159.56666666666666
359.3355351820787,-383.6809232433637,159.56666666666666
370.87693091040444,-392.5576582079132,159.56666666666666
373.2947713563643,-391.01392875115084,159.56666666666666
382.16205950138726,-402.5987043927114,159.56666666666666
381.9886067977753,-405.527306693296,159.56666666666666
381.89358688119387,-408.9230357731391,159.56666666666666
379.5315325767801,-409.1437580188121,159.56666666666666
385.3995454048735,-412.93660906950623,159.56666666666666
391.12804232795736,-417.1334751670561,159.56666666666666
385.5585007344062,-414.1316772152981,159.56666666666666
392.4403261522314,-420.38150166471814,159.56666666666666
392.1151353802715,-415.65538025399064,159.56666666666666
399.1554206447976,-406.64213321854623,159.56666666666666
400.24507770523036,-401.5897959321742,159.56666666666666
394.68490478344023,-406.62407139937113,159.56666666666666
394.4502595892593,-405.8783870935446,159.56666666666666
393.47810596001636,-405.89733480413764,159.56666666666666
415.311325586856,-406.85917979975545,159.56666666666666
396.7267902439293,-402.1742762823898,159.56666666666666
391.7833800564231,-395.0238196402789,159.56666666666666
401.040886828051,-400.90560212731424,159.56666666666666
380.7621641511266,-381.3530676364905,159.56666666666666
387.9989796005147,-374.25578691313655,159.56666666666666
396.3328808900634,-380.46540539463393,159.56666666666666
393.1829377994068,-372.27174464613165,159.56666666666666
391.8206652269779,-375.7317825059097,159.56666666666666
391.5742429867796,-368.19730267425376,159.56666666666666
392.78850260075114,-367.37353562563703,159.56666666666666
395.761432343315,-367.0887156675257,159.56666666666666
393.12507909380764,-356.2063222974534,159.56666666666666
386.98681067425053,-346.63672737777233,159.56666666666666
394.18239577748625,-357.5721251169844,159.56666666666666
399.0150173724427,-361.9215709120035,159.56666666666666
395.8990608439794,-354.29177160188567,159.56666666666666
393.1117386837385,-351.54552305738144,159.56666666666666
403.0973529031355,-355.2393681580814,159.56666666666666
398.2052730651478,-349.53613986323313,159.56666666666666
404.39248958484274,-354.16698241233865,159.56666666666666
404.79221682468545,-346.0422457531092,159.56666666666666
411.54119656023636,-359.6541889781752,159.56666666666666
419.0594893198288,-359.03989331920957,159.56666666666666
413.5522153306461,-358.91507989664854,159.56666666666666
421.2369688779879,-365.77527497212105,159.56666666666666
408.6333368401108,-353.6729066769283,159.56666666666666
421.42533372732686,-358.8585453405975,159.56666666666666
422.16432641264754,-353.82051420708484,159.56666666666666
426.9318073527449,-360.2909240176284,159.56666666666666
444.66982287019863,-357.6117029488085,159.56666666666666
435.7140283003317,-362.9160315344734,159.56666666666666
448.50655208616934,-375.2393579185006,159.56666666666666
440.945219464586,-373.9521239275732,159.56666666666666
449.24146528399734,-372.19848500937246,159.56666666666666
451.99667008145775,-374.8837130765119,159.56666666666666
450.59988068705974,-370.7423041711256,159.56666666666666
466.58489397223116,-377.91632458567585,159.56666666666666
456.1719681251366,-380.5613062332073,159.56666666666666
476.03389194145086,-383.4731977805491,159.56666666666666
466.8988031971021,-388.46644807855273,159.56666666666666
486.32683442094435,-393.0337209130321,159.56666666666666
481.5083575774623,-386.1076600402595,159.56666666666666
482.82809382468497,-388.32404174158944,159.56666666666666
498.59280393211804,-388.91123390197697,159.56666666666666
488.5438070322153,-383.7976603060961,159.56666666666666
500.1064911123731,-389.06580909341574,159.56666666666666
485.07928749904454,-377.65832087273344,159.56666666666666
474.56681090200044,-384.7378491883476,159.56666666666666
505.1581619322765,-382.5153602709376,159.56666666666666
512.7409947969262,-387.5497087811426,159.56666666666666
474.7375527090278,-374.85543653368984,159.56666666666666
524.3447601959007,-381.52829802036274,159.56666666666666
508.93027961086284,-394.5008511741952,159.56666666666666
524.9178220500371,-380.8487826188408,159.56666666666666
526.8424018612349,-388.4649440149463,159.56666666666666
505.57398700223047,-381.6092343231045,159.56666666666666
512.9543298932231,-379.66946941117413,159.56666666666666
506.29275114709014,-388.1082581753528,159.56666666666666
537.026326818461,-387.9035503591112,159.56666666666666
520.9011765439712,-383.60559577370657,159.56666666666666
538.1539664634702,-386.10128349065775,159.56666666666666
515.263918128215,-377.76457392424294,159.56666666666666
524.2607050913325,-373.158731576055,159.56666666666666
520.7873074326358,-364.0737340177097,159.56666666666666
516.1531671164877,-361.25178897132446,159.56666666666666
549.8141857247226,-367.1119882911449,159.56666666666666
506.91263355225817,-360.62866161639516,159.56666666666666
525.1799267473623,-362.26482130587067,159.56666666666666
537.7868517519008,-355.97252215941677,159.56666666666666
537.7229116961041,-348.1797022049624,159.56666666666666
538.1691634664925,-362.76916942248727,159.56666666666666
563.2638024143419,-358.501177318394,159.56666666666666
549.7145756978025,-355.74945143361896,159.56666666666666
537.431729358188,-345.8976214677096,159.56666666666666
547.7438518888555,-354.02914585669834,159.56666666666666
547.0591329843545,-348.0765693411229,159.56666666666666
533.681884598449,-357.21458596487776,159.56666666666666
560.9588277302893,-359.1044162511824,159.56666666666666
546.1322018388784,-352.1236911639571,159.56666666666666
556.4030196864605,-354.8729116742805,159.56666666666666
553.6323945635166,-361.4096571778258,159.56666666666666
549.8518398936492,-351.596315788726,159.56666666666666
559.1655339705372,-359.3682374979052,159.56666666666666
559.089218493633,-358.6718438006938,159.56666666666666
569.111501380777,-358.4241495964428,159.56666666666666
