objective_1,objective_2,objective_3,__wall_time_min__
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28667977042496207,422.14922776222227
0.0,0.0,-0.28380348049104215,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.44337195754051206,0.5011918365955352,-0.7080939317122101,422.14922776222227
0.5308923840522766,0.44287899136543274,-0.7261162040755152,422.14922776222227
0.5272981643676757,0.4799844801425934,-0.7420225819572807,422.14922776222227
0.5106425166130066,0.5599977850914002,-0.8224822785705328,422.14922776222227
0.5012187957763672,0.5754466652870178,-0.821787779033184,422.14922776222227
0.5379458367824554,0.559354841709137,-0.9160658478736877,422.14922776222227
0.5586713671684265,0.5491822481155395,-1.3419495478272438,422.14922776222227
0.5010443508625031,0.5177977621555329,-0.7581611283123493,422.14922776222227
0.5951941013336182,0.4860852062702179,-0.8224822785705328,422.14922776222227
0.5454594850540161,0.5195134997367858,-0.8935613565146923,422.14922776222227
0.5068890154361725,0.46738922595977783,-0.7327400203794241,422.14922776222227
0.5652777552604675,0.5381444811820983,-0.9167328454554081,422.14922776222227
0.46450645923614503,0.47608832120895384,-0.718877736106515,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.5361705422401428,0.5672516703605652,-1.4573122061789037,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.5091455280780792,0.5122044563293457,-0.7903193041682244,422.14922776222227
0.5304561853408813,0.5296689629554748,-0.8203987799584865,422.14922776222227
0.5499369978904725,0.5298951745033265,-0.8224822785705328,422.14922776222227
0.48202565908432005,0.4726761937141418,-0.7214743996039032,422.14922776222227
0.5361548960208893,0.5672673225402832,-0.9167328454554081,422.14922776222227
0.5385881900787354,0.5604026317596436,-1.4061067953705788,422.14922776222227
0.44241361021995546,0.46905583143234253,-0.7139529695734381,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
0.0,0.0,-0.28092719055712223,422.14922776222227
