ep_info/run,ep_info/ctrl,__wall_time_min__
-4.9129777401142425,-330.5761782005432,135.79590763851667
-7.735195136729838,-335.7925682365888,135.79590763851667
-4.844110720657203,-335.5908554866911,135.79590763851667
-10.17730408565107,-329.87865164875996,135.79590763851667
-3.2480966700660865,-341.2681443095208,135.79590763851667
-11.597375805773163,-361.55578949550795,135.79590763851667
-3.8550440099597254,-351.56294311831397,135.79590763851667
-1.8433134586883002,-353.27178100248165,135.79590763851667
-7.985221755456782,-346.9459515685836,135.79590763851667
-6.1288343608542455,-339.88599801560184,135.79590763851667
-9.377088259630739,-339.73498116433655,135.79590763851667
-0.8185987816942286,-336.1222509692112,135.79590763851667
-0.4668400030156785,-329.21819555759384,135.79590763851667
-10.32776658153351,-326.0380077920858,135.79590763851667
-5.665818767406388,-314.521953458587,135.79590763851667
-10.823228434813702,-317.398349771897,135.79590763851667
-4.736287940290228,-308.77498504395277,135.79590763851667
-3.2829187859001716,-305.45886185268597,135.79590763851667
-5.62461497002996,-302.84944924215546,135.79590763851667
2.563398074116222,-290.6807454675439,135.79590763851667
-2.7411147137436065,-285.8355527271827,135.79590763851667
-5.153607103035688,-270.65369428197533,135.79590763851667
0.23432325745365842,-256.01850854853797,135.79590763851667
-1.3289481886174266,-235.68715284019692,135.79590763851667
2.856512644210544,-231.61816606918958,135.79590763851667
2.64472217775132,-206.99565658345807,135.79590763851667
7.242782086193406,-191.790538991491,135.79590763851667
9.971460147067877,-169.341596952329,135.79590763851667
9.6115500288367,-157.7208512475093,135.79590763851667
10.426969830590295,-135.75411654853576,135.79590763851667
12.596888431229818,-122.92786357427626,135.79590763851667
15.807087880745623,-108.05285753433895,135.79590763851667
10.63219247673264,-260.56423922876496,135.79590763851667
21.11218086710255,-262.8154782727359,135.79590763851667
14.754135332407618,-220.9222518317402,135.79590763851667
105.95988398691458,-288.46394187708694,135.79590763851667
115.32804484065053,-291.44575258096023,135.79590763851667
133.9455068466705,-316.3539353708427,135.79590763851667
146.34173758119266,-342.45152488102536,135.79590763851667
184.1488874162064,-380.9254490832485,135.79590763851667
206.28022004664933,-391.5111131519084,135.79590763851667
211.82367887039268,-424.9252972168229,135.79590763851667
213.36157693520752,-443.69112553199153,135.79590763851667
240.90124767853627,-497.94244406620624,135.79590763851667
254.46120377444558,-512.6063454374672,135.79590763851667
261.77987937730313,-541.7156406044954,135.79590763851667
271.6139952024231,-556.3069457436608,135.79590763851667
277.0713917544028,-568.9154741962756,135.79590763851667
272.002594083412,-555.0278469969829,135.79590763851667
266.65958965634786,-545.3541797498851,135.79590763851667
280.33816246819055,-555.1836537271738,135.79590763851667
282.5031873865377,-544.7760602335142,135.79590763851667
286.2023633920331,-529.2688135306036,135.79590763851667
292.167179690584,-521.2334413379438,135.79590763851667
317.709095011381,-528.2401523900534,135.79590763851667
310.7209216549687,-509.4556966274972,135.79590763851667
306.9195853409844,-509.9916397233808,135.79590763851667
304.4844783506565,-518.7111710682511,135.79590763851667
333.66387832737087,-502.12390645220864,135.79590763851667
315.6485158652103,-486.4325870076818,135.79590763851667
328.60146420417624,-486.024084359407,135.79590763851667
326.02048887886093,-470.78510079532884,135.79590763851667
337.393986888415,-455.9177877244849,135.79590763851667
326.8889949775872,-425.9899132146194,135.79590763851667
335.2371113348284,-412.7051359650991,135.79590763851667
