_step,ep_info/Energy,seed,method
59005,-34.95996671779761,1778554757,DyLam
59101,-129.10345641688565,1778554757,DyLam
59115,-152.40232965363003,1778554757,DyLam
59125,-121.30282123352868,1778554757,DyLam
59331,-42.49749753242083,1778554757,DyLam
59446,-126.18103779323405,1778554757,DyLam
59515,-159.96999029174995,1778554757,DyLam
59824,-131.07057878923956,1778554757,DyLam
59975,-77.26922862616132,1778554757,DyLam
60014,-139.47871634975408,1778554757,DyLam
60551,-117.10529034560388,1778554757,DyLam
60566,-82.39922749526646,1778554757,DyLam
60690,-138.77229785770714,1778554757,DyLam
60783,-151.86424848465848,1778554757,DyLam
60789,-102.50580952411401,1778554757,DyLam
61090,-145.27278908507452,1778554757,DyLam
61408,-30.176235828037992,1778554757,DyLam
61500,-132.0124926122993,1778554757,DyLam
61581,-186.57698393638674,1778554757,DyLam
61835,-34.19003890019778,1778554757,DyLam
61981,-163.21137172622804,1778554757,DyLam
62027,-136.73315519703408,1778554757,DyLam
62254,-94.6322150518819,1778554757,DyLam
62381,-81.29197966092309,1778554757,DyLam
62507,-91.1338410240903,1778554757,DyLam
62641,-100.00673287451956,1778554757,DyLam
62750,-159.5942738349043,1778554757,DyLam
62781,-20.330948450490638,1778554757,DyLam
62988,-26.63809412487974,1778554757,DyLam
63054,-144.52389515942102,1778554757,DyLam
63164,-93.97089128525049,1778554757,DyLam
63363,-48.34617142155488,1778554757,DyLam
63397,-106.74669447610931,1778554757,DyLam
64078,-98.07822660641362,1778554757,DyLam
64150,-146.0619040187105,1778554757,DyLam
64772,-59.82222127183382,1778554757,DyLam
64851,-126.70610264460976,1778554757,DyLam
65019,-24.64498833396826,1778554757,DyLam
65110,-149.64932015960298,1778554757,DyLam
65164,-131.16139738423158,1778554757,DyLam
65198,-88.0703375365628,1778554757,DyLam
65230,-128.55437630486495,1778554757,DyLam
65251,-129.8235220573279,1778554757,DyLam
65341,-38.109105153724386,1778554757,DyLam
65433,-153.43888641821604,1778554757,DyLam
65671,-145.286474434713,1778554757,DyLam
65781,-24.514768970927125,1778554757,DyLam
66026,-169.51380277387162,1778554757,DyLam
66233,-92.87867241150691,1778554757,DyLam
66354,-96.86346206002446,1778554757,DyLam
66968,-163.9022554097765,1778554757,DyLam
67125,-164.059682325266,1778554757,DyLam
67226,-112.0189962233191,1778554757,DyLam
67398,-135.39688784302513,1778554757,DyLam
67421,-110.96011035152998,1778554757,DyLam
67547,-194.1147428558119,1778554757,DyLam
67597,-170.61219503385135,1778554757,DyLam
67604,-188.85775985758426,1778554757,DyLam
67624,-81.11746534138418,1778554757,DyLam
67819,-100.73192485689079,1778554757,DyLam
67821,-124.69989728071323,1778554757,DyLam
68157,-83.54679378201503,1778554757,DyLam
68233,-186.79480071893175,1778554757,DyLam
68505,-146.9983201501717,1778554757,DyLam
68601,-171.61578209357285,1778554757,DyLam
68612,-67.45104529668217,1778554757,DyLam
68667,-182.05531627801983,1778554757,DyLam
68679,-71.63491087686124,1778554757,DyLam
68875,-48.82947288251522,1778554757,DyLam
68957,-158.78020308589663,1778554757,DyLam
68964,-60.82244264435508,1778554757,DyLam
69233,-104.06317541894373,1778554757,DyLam
69553,-128.10105356212637,1778554757,DyLam
69722,-176.36958885697328,1778554757,DyLam
69764,-206.74404165308582,1778554757,DyLam
69852,-105.05943839261586,1778554757,DyLam
69902,-55.30006932618269,1778554757,DyLam
70173,-171.76115390005134,1778554757,DyLam
70252,-200.42791101639477,1778554757,DyLam
70513,-139.697365085415,1778554757,DyLam
70525,-42.432073681822125,1778554757,DyLam
70606,-129.02824468568,1778554757,DyLam
70802,-237.97796865870086,1778554757,DyLam
71202,-185.1866797136365,1778554757,DyLam
71471,-48.17014253605932,1778554757,DyLam
71502,-126.04920554850857,1778554757,DyLam
71664,-188.91142753159824,1778554757,DyLam
71865,-48.58699293877402,1778554757,DyLam
71987,-168.614941347266,1778554757,DyLam
72091,-36.97690483810567,1778554757,DyLam
72119,-25.01751254378887,1778554757,DyLam
72313,-50.13459256771724,1778554757,DyLam
72429,-26.207244523424535,1778554757,DyLam
72593,-76.80092150306734,1778554757,DyLam
73067,-47.81389445528622,1778554757,DyLam
73094,-87.05135946547266,1778554757,DyLam
73207,-219.61292934638868,1778554757,DyLam
73524,-154.10532523338802,1778554757,DyLam
73717,-27.849087909091548,1778554757,DyLam
73959,-107.87396847132307,1778554757,DyLam
74117,-123.32697335686939,1778554757,DyLam
74409,-121.03791735394441,1778554757,DyLam
74489,-60.714305473217976,1778554757,DyLam
74684,-77.60366690528838,1778554757,DyLam
74803,-135.39593204138487,1778554757,DyLam
74993,-52.66634359997761,1778554757,DyLam
75262,-73.3551051676175,1778554757,DyLam
75316,-192.16151756033952,1778554757,DyLam
75572,-161.331301130885,1778554757,DyLam
75712,-29.022046667748967,1778554757,DyLam
76341,-154.7572366446318,1778554757,DyLam
76400,-95.00372498930449,1778554757,DyLam
76517,-116.2568047708779,1778554757,DyLam
76672,-93.81927769785055,1778554757,DyLam
76724,-108.02429360867791,1778554757,DyLam
76884,-70.74769369859675,1778554757,DyLam
76917,-121.88981385659095,1778554757,DyLam
77072,-144.4085080434318,1778554757,DyLam
77321,-42.09588921126505,1778554757,DyLam
77327,-98.8066607744903,1778554757,DyLam
77726,-126.70521859227443,1778554757,DyLam
77872,-183.9452234556575,1778554757,DyLam
77963,-97.92490789088843,1778554757,DyLam
77998,-122.99387928201239,1778554757,DyLam
78121,-88.27785553068696,1778554757,DyLam
78275,-193.3336320705847,1778554757,DyLam
78285,-89.42151871383697,1778554757,DyLam
78305,-147.18470511009417,1778554757,DyLam
78335,-62.612714803547355,1778554757,DyLam
78398,-115.35815805485082,1778554757,DyLam
78769,-184.4628144646466,1778554757,DyLam
78878,-144.2741892681118,1778554757,DyLam
78884,-163.9612452213182,1778554757,DyLam
78990,-116.56383470920943,1778554757,DyLam
79008,-170.4099906638349,1778554757,DyLam
79135,-134.46463175513978,1778554757,DyLam
79658,-45.13540680133043,1778554757,DyLam
80250,-201.78449693543843,1778554757,DyLam
80469,-77.31325270552477,1778554757,DyLam
80645,-100.25749973236682,1778554757,DyLam
80826,-191.95908901665788,1778554757,DyLam
81115,-114.90688510967324,1778554757,DyLam
81135,-109.06090233814933,1778554757,DyLam
81198,-35.545878733565246,1778554757,DyLam
81226,-167.53961352411395,1778554757,DyLam
81455,-154.87309282524623,1778554757,DyLam
81515,-160.6407428398371,1778554757,DyLam
81746,-34.748456862587595,1778554757,DyLam
81979,-102.28191589673177,1778554757,DyLam
82133,-152.767614943319,1778554757,DyLam
82142,-93.26865263052743,1778554757,DyLam
82363,-146.37626363661147,1778554757,DyLam
82407,-134.1947082004538,1778554757,DyLam
82542,-64.56082818680575,1778554757,DyLam
82960,-132.6432190151271,1778554757,DyLam
83342,-225.9109257026405,1778554757,DyLam
83366,-216.00542790033222,1778554757,DyLam
83979,-105.7526919152539,1778554757,DyLam
84028,-141.59025079021274,1778554757,DyLam
84290,-183.88018766625632,1778554757,DyLam
84569,-184.70734164240773,1778554757,DyLam
84584,-170.82042134339682,1778554757,DyLam
84603,-80.25358979078132,1778554757,DyLam
84648,-14.385611983993176,1778554757,DyLam
84788,-173.59632474837886,1778554757,DyLam
85135,-33.43434740144721,1778554757,DyLam
85270,-236.1259760948061,1778554757,DyLam
85322,-101.74526246728128,1778554757,DyLam
85353,-139.90092742707506,1778554757,DyLam
85416,-166.81982311919916,1778554757,DyLam
86409,-179.7219913961934,1778554757,DyLam
86606,-72.46771973409874,1778554757,DyLam
86616,-98.37581005358479,1778554757,DyLam
86942,-116.83506958990853,1778554757,DyLam
87016,-129.66768027048286,1778554757,DyLam
87050,-68.90873789532728,1778554757,DyLam
87349,-197.95076580605638,1778554757,DyLam
87350,-209.56327064891804,1778554757,DyLam
87406,-146.43583325253908,1778554757,DyLam
87646,-41.617298608233895,1778554757,DyLam
87795,-78.31118371620059,1778554757,DyLam
87821,-27.96267749192587,1778554757,DyLam
87945,-51.531135489169046,1778554757,DyLam
88195,-179.21403571657947,1778554757,DyLam
88443,-102.65345163188759,1778554757,DyLam
88669,-98.21354744279407,1778554757,DyLam
89489,-158.2049858809053,1778554757,DyLam
89513,-135.1829516537979,1778554757,DyLam
89729,-194.58561350902727,1778554757,DyLam
89806,-163.05979132306817,1778554757,DyLam
89839,-179.54697061119273,1778554757,DyLam
89945,-176.32358549795802,1778554757,DyLam
89988,-147.49372892944163,1778554757,DyLam
90015,-69.35675769911181,1778554757,DyLam
90313,-73.21954561031437,1778554757,DyLam
90345,-110.57646542671637,1778554757,DyLam
90347,-160.92028786510286,1778554757,DyLam
90436,-62.60862541967798,1778554757,DyLam
90478,-49.56568053812076,1778554757,DyLam
90745,-195.80534870605572,1778554757,DyLam
90754,-145.42795295703834,1778554757,DyLam
90799,-208.31736524371152,1778554757,DyLam
90831,-123.66849367262391,1778554757,DyLam
91138,-55.56204838983474,1778554757,DyLam
91145,-151.62367247596274,1778554757,DyLam
91350,-57.13622564718185,1778554757,DyLam
92242,-89.27483495631883,1778554757,DyLam
92254,-56.66142780352763,1778554757,DyLam
92590,-135.06931640112046,1778554757,DyLam
92638,-178.36182299719357,1778554757,DyLam
92878,-163.67300707818976,1778554757,DyLam
92973,-68.04817777046947,1778554757,DyLam
92990,-86.25109375213864,1778554757,DyLam
93145,-148.7957782925542,1778554757,DyLam
93438,-223.57317807209117,1778554757,DyLam
93598,-148.33229529337615,1778554757,DyLam
94078,-84.0802564290546,1778554757,DyLam
94203,-19.46565942776111,1778554757,DyLam
94503,-121.00572529579341,1778554757,DyLam
94903,-92.88263842075266,1778554757,DyLam
95003,-134.55480623332252,1778554757,DyLam
95032,-35.296740634939766,1778554757,DyLam
95086,-55.591057445755,1778554757,DyLam
95097,-97.15546723382899,1778554757,DyLam
95135,-47.78877069064361,1778554757,DyLam
95220,-74.8386697174165,1778554757,DyLam
95445,-146.13133501835534,1778554757,DyLam
95869,-149.02049849969058,1778554757,DyLam
95925,-72.81179584830413,1778554757,DyLam
96027,-130.4670309040492,1778554757,DyLam
96038,-158.57540085967943,1778554757,DyLam
96264,-109.91989002333263,1778554757,DyLam
96313,-126.64943931397936,1778554757,DyLam
96451,-168.1950777088327,1778554757,DyLam
96491,-75.50200055965189,1778554757,DyLam
96696,-38.64525175016022,1778554757,DyLam
96783,-152.3489919469378,1778554757,DyLam
96903,-44.923150166385,1778554757,DyLam
97120,-154.4290959883416,1778554757,DyLam
97158,-119.57163407833912,1778554757,DyLam
97292,-140.8397391375208,1778554757,DyLam
97360,-26.57481260560868,1778554757,DyLam
97391,-128.09981485299204,1778554757,DyLam
97415,-158.59110819600068,1778554757,DyLam
97513,-196.27500942560818,1778554757,DyLam
97583,-103.59987139375723,1778554757,DyLam
97689,-87.54062011890373,1778554757,DyLam
97864,-176.45090395652673,1778554757,DyLam
97913,-116.46423080028961,1778554757,DyLam
97915,-34.32192844585553,1778554757,DyLam
98148,-127.16016524514913,1778554757,DyLam
98150,-130.79924231468917,1778554757,DyLam
98420,-161.28684916774327,1778554757,DyLam
98543,-160.13990056944695,1778554757,DyLam
99294,-69.90613526588386,1778554757,DyLam
99300,-76.71498545610584,1778554757,DyLam
99348,-163.59029133727637,1778554757,DyLam
99354,-16.986498408240074,1778554757,DyLam
99429,-195.6805434265972,1778554757,DyLam
99657,-230.53801287796344,1778554757,DyLam
99743,-174.90741201633196,1778554757,DyLam
99923,-52.017246962695985,1778554757,DyLam
99958,-39.666312056751266,1778554757,DyLam
100148,-134.85082664979933,1778554757,DyLam
100181,-169.67661205331765,1778554757,DyLam
100624,-112.50561247566945,1778554757,DyLam
100812,-130.48789038376435,1778554757,DyLam
100857,-119.8220192894394,1778554757,DyLam
101021,-100.52828215548685,1778554757,DyLam
101137,-193.45387149265284,1778554757,DyLam
101205,-174.2720763195742,1778554757,DyLam
101232,-81.75132207630361,1778554757,DyLam
101289,-198.82038635909603,1778554757,DyLam
101655,-35.437564474710484,1778554757,DyLam
101770,-88.7627532868088,1778554757,DyLam
101938,-141.37725644494537,1778554757,DyLam
102440,-165.98939294844044,1778554757,DyLam
102570,-221.4043604688033,1778554757,DyLam
102808,-129.31784603947983,1778554757,DyLam
102845,-102.08501066140383,1778554757,DyLam
102913,-153.89462468854487,1778554757,DyLam
103138,-113.20124124061022,1778554757,DyLam
103193,-224.5413950305961,1778554757,DyLam
103262,-48.350149823115935,1778554757,DyLam
103443,-176.50808726251879,1778554757,DyLam
103511,-86.0102481088986,1778554757,DyLam
103605,-130.41896476931169,1778554757,DyLam
103661,-216.26077107496747,1778554757,DyLam
103670,-239.28816449900657,1778554757,DyLam
103763,-25.898773617399875,1778554757,DyLam
103773,-24.802589398617936,1778554757,DyLam
103939,-80.15019112986283,1778554757,DyLam
104122,-140.39164533247032,1778554757,DyLam
104207,-139.08025209821173,1778554757,DyLam
104259,-32.67398190453619,1778554757,DyLam
104355,-185.4392022297324,1778554757,DyLam
104447,-77.38927505685378,1778554757,DyLam
104470,-164.31935408605693,1778554757,DyLam
104600,-108.99160282541168,1778554757,DyLam
104858,-47.52171253519642,1778554757,DyLam
105085,-99.35316998667469,1778554757,DyLam
105291,-153.8808397059582,1778554757,DyLam
105371,-98.98372247048181,1778554757,DyLam
105442,-124.96774250118267,1778554757,DyLam
105517,-213.22475074856587,1778554757,DyLam
105686,-121.21036650773424,1778554757,DyLam
105771,-126.8097924036673,1778554757,DyLam
105915,-133.91673269309712,1778554757,DyLam
106127,-94.92699542148132,1778554757,DyLam
106245,-216.6127069788614,1778554757,DyLam
106246,-166.82193501080562,1778554757,DyLam
106292,-29.831739718447892,1778554757,DyLam
106319,-36.000969607095186,1778554757,DyLam
106453,-156.98727616324467,1778554757,DyLam
106622,-62.735570325125664,1778554757,DyLam
106660,-121.47688303391843,1778554757,DyLam
106763,-25.11973897226669,1778554757,DyLam
107151,-202.3721840692332,1778554757,DyLam
107155,-175.40219122978183,1778554757,DyLam
107214,-113.69424652451599,1778554757,DyLam
107963,-39.42353010955869,1778554757,DyLam
