_step,ep_info/Energy,seed,method
309780,-160.08672117542355,1778554757,DyLam
309905,-173.07785315548426,1778554757,DyLam
310025,-178.39479688693652,1778554757,DyLam
310103,-47.61772317265856,1778554757,DyLam
310609,-195.90145397998515,1778554757,DyLam
310952,-53.855742016990604,1778554757,DyLam
311032,-105.72014159194227,1778554757,DyLam
311076,-164.34897595335704,1778554757,DyLam
311124,-125.00707599959433,1778554757,DyLam
311146,-58.69818361506318,1778554757,DyLam
311149,-196.11908759059992,1778554757,DyLam
311266,-255.96016151095807,1778554757,DyLam
311374,-81.5658919888775,1778554757,DyLam
311569,-41.98279307095328,1778554757,DyLam
311656,-192.36722065863395,1778554757,DyLam
311682,-46.339502446622134,1778554757,DyLam
311694,-49.1908910178879,1778554757,DyLam
311731,-124.44007206193575,1778554757,DyLam
311735,-101.45339790017294,1778554757,DyLam
311914,-39.57716086440767,1778554757,DyLam
311919,-123.67884824325579,1778554757,DyLam
312000,-66.4339459394211,1778554757,DyLam
312183,-189.40931930399933,1778554757,DyLam
312252,-81.01985272195269,1778554757,DyLam
312335,-101.91022448707766,1778554757,DyLam
312467,-215.13325160294846,1778554757,DyLam
312479,-37.74777800354514,1778554757,DyLam
312489,-91.50593825688752,1778554757,DyLam
312507,-199.65395150206822,1778554757,DyLam
312525,-224.35355544941754,1778554757,DyLam
312655,-73.39460344912158,1778554757,DyLam
312670,-138.0480250131113,1778554757,DyLam
312986,-39.008441257132944,1778554757,DyLam
313096,-45.62380230434539,1778554757,DyLam
313110,-57.4625375059346,1778554757,DyLam
313193,-58.36368622149436,1778554757,DyLam
313309,-84.16550395434295,1778554757,DyLam
313382,-143.41802162390462,1778554757,DyLam
313463,-137.90204708956605,1778554757,DyLam
313510,-104.33461985328636,1778554757,DyLam
313564,-92.06942915782706,1778554757,DyLam
313679,-179.44930460890558,1778554757,DyLam
314215,-122.44964086181562,1778554757,DyLam
314347,-163.73355377464307,1778554757,DyLam
314398,-274.89655462597017,1778554757,DyLam
314448,-241.67475834394517,1778554757,DyLam
314517,-111.04794686137504,1778554757,DyLam
314615,-265.1340387827421,1778554757,DyLam
314749,-199.64594537409772,1778554757,DyLam
314868,-85.31729068087985,1778554757,DyLam
314895,-85.24047743787403,1778554757,DyLam
314933,-112.05746143125651,1778554757,DyLam
315043,-249.70855081161557,1778554757,DyLam
315082,-135.9772651618971,1778554757,DyLam
315085,-74.51682253826516,1778554757,DyLam
315123,-119.37405951058294,1778554757,DyLam
315133,-154.805855632988,1778554757,DyLam
315294,-123.92437151354116,1778554757,DyLam
315383,-112.53981522524919,1778554757,DyLam
315422,-223.59054533499867,1778554757,DyLam
315485,-130.5078445042727,1778554757,DyLam
315532,-80.32060265265123,1778554757,DyLam
315569,-133.59805836462746,1778554757,DyLam
315671,-96.27569466350478,1778554757,DyLam
315706,-230.53140091533257,1778554757,DyLam
315904,-125.01220657304563,1778554757,DyLam
316111,-79.83794423009611,1778554757,DyLam
316112,-38.953750491317976,1778554757,DyLam
316193,-123.59449985303058,1778554757,DyLam
316232,-72.69597811148056,1778554757,DyLam
316241,-245.93023639667845,1778554757,DyLam
316323,-79.7922019586219,1778554757,DyLam
316353,-120.33757303498002,1778554757,DyLam
316636,-98.49828778119105,1778554757,DyLam
316665,-99.43308783120567,1778554757,DyLam
316710,-30.1732551104865,1778554757,DyLam
317228,-90.11495457814617,1778554757,DyLam
317247,-96.79349380630153,1778554757,DyLam
317417,-42.05820688720293,1778554757,DyLam
317512,-89.525744174668,1778554757,DyLam
317522,-47.344685036547496,1778554757,DyLam
317537,-75.08784595944712,1778554757,DyLam
317680,-41.936043493793655,1778554757,DyLam
317722,-51.520317779535645,1778554757,DyLam
317844,-60.32663922338529,1778554757,DyLam
318253,-234.06665639560958,1778554757,DyLam
318285,-40.66535523762452,1778554757,DyLam
318295,-43.67553430820103,1778554757,DyLam
318304,-117.21775491254776,1778554757,DyLam
318429,-278.69565210321014,1778554757,DyLam
318478,-240.6482307351015,1778554757,DyLam
318566,-273.82668717194167,1778554757,DyLam
318607,-125.70057559048101,1778554757,DyLam
318624,-66.18696405517345,1778554757,DyLam
318860,-119.71804215068362,1778554757,DyLam
319035,-44.067690970067204,1778554757,DyLam
319075,-82.99666344644812,1778554757,DyLam
319145,-67.06337436568127,1778554757,DyLam
319185,-47.83219252064129,1778554757,DyLam
319257,-69.60080579876416,1778554757,DyLam
319298,-169.28577912284038,1778554757,DyLam
319337,-80.18007416866259,1778554757,DyLam
319362,-94.67098900795908,1778554757,DyLam
319371,-134.39339107257214,1778554757,DyLam
319416,-63.02445102716121,1778554757,DyLam
319745,-228.80875562720183,1778554757,DyLam
319767,-151.8759251914625,1778554757,DyLam
319820,-278.98106755786205,1778554757,DyLam
320162,-187.1099459708242,1778554757,DyLam
320191,-72.5491779217967,1778554757,DyLam
320404,-76.04074469884263,1778554757,DyLam
320464,-76.08071580259379,1778554757,DyLam
320511,-43.16843965569435,1778554757,DyLam
320528,-176.58714880588875,1778554757,DyLam
320627,-266.4098645380285,1778554757,DyLam
320706,-69.5962789691448,1778554757,DyLam
320709,-288.632376654164,1778554757,DyLam
320748,-103.78936116043748,1778554757,DyLam
320890,-39.720513393273194,1778554757,DyLam
320902,-238.28383761879942,1778554757,DyLam
320984,-52.68622873622335,1778554757,DyLam
321185,-78.64402062719007,1778554757,DyLam
321217,-48.29238709335094,1778554757,DyLam
321321,-49.968016293044066,1778554757,DyLam
321417,-172.4623723716785,1778554757,DyLam
321481,-66.07490296239266,1778554757,DyLam
321634,-114.05966915210604,1778554757,DyLam
321637,-112.55156316081363,1778554757,DyLam
321658,-109.99895027187162,1778554757,DyLam
321676,-51.25065904762321,1778554757,DyLam
321686,-19.565525116415273,1778554757,DyLam
321714,-60.21696833622724,1778554757,DyLam
322079,-36.25600848527175,1778554757,DyLam
322218,-106.4102406378102,1778554757,DyLam
322267,-60.89035773470271,1778554757,DyLam
322364,-73.87528412940345,1778554757,DyLam
322409,-79.79959714656047,1778554757,DyLam
322454,-200.22595923915694,1778554757,DyLam
322464,-67.77583959681414,1778554757,DyLam
322497,-35.018016011927806,1778554757,DyLam
322532,-111.41292129835732,1778554757,DyLam
322548,-43.77096245832778,1778554757,DyLam
322620,-70.37008438739836,1778554757,DyLam
322677,-137.0281055626332,1778554757,DyLam
322692,-113.66455407587087,1778554757,DyLam
322954,-192.04228588987135,1778554757,DyLam
323325,-69.87181052046995,1778554757,DyLam
323458,-87.16717557163018,1778554757,DyLam
323519,-70.79319231237221,1778554757,DyLam
323577,-124.26817467776335,1778554757,DyLam
323593,-104.30101312892825,1778554757,DyLam
323660,-94.25812424778346,1778554757,DyLam
323686,-81.70827830894598,1778554757,DyLam
323694,-203.5379676604567,1778554757,DyLam
323727,-103.6634805742818,1778554757,DyLam
323769,-51.6001323920863,1778554757,DyLam
323789,-125.85274460996698,1778554757,DyLam
323840,-83.06430936309188,1778554757,DyLam
323888,-41.35421083162021,1778554757,DyLam
323902,-105.0633560024253,1778554757,DyLam
323909,-63.541299637197454,1778554757,DyLam
323917,-53.39003489384489,1778554757,DyLam
323935,-188.25274440282868,1778554757,DyLam
324023,-271.6369495061505,1778554757,DyLam
324159,-102.34566626606673,1778554757,DyLam
324191,-59.60937452423029,1778554757,DyLam
324202,-128.25652339106722,1778554757,DyLam
324291,-69.189014556031,1778554757,DyLam
324379,-66.5364037489588,1778554757,DyLam
324409,-121.12802366692925,1778554757,DyLam
324413,-180.7038139714851,1778554757,DyLam
324424,-64.63046009234031,1778554757,DyLam
324479,-67.88534462620738,1778554757,DyLam
324525,-205.72714164567847,1778554757,DyLam
324773,-138.984591654673,1778554757,DyLam
324833,-70.45478244353956,1778554757,DyLam
324868,-90.27039173406257,1778554757,DyLam
324965,-272.1346227860968,1778554757,DyLam
324971,-57.84808407651758,1778554757,DyLam
325067,-70.00588445520523,1778554757,DyLam
325281,-97.57147717560517,1778554757,DyLam
325385,-89.63439198308514,1778554757,DyLam
325410,-64.55924465710972,1778554757,DyLam
325567,-198.8025823818134,1778554757,DyLam
325640,-227.41882183803736,1778554757,DyLam
325700,-50.34245112662609,1778554757,DyLam
325904,-87.04326683197588,1778554757,DyLam
326000,-39.847168640941184,1778554757,DyLam
326066,-264.15900559363405,1778554757,DyLam
326067,-131.93258756681732,1778554757,DyLam
326093,-217.72796728286193,1778554757,DyLam
326176,-205.1913869650808,1778554757,DyLam
326243,-30.723106333496112,1778554757,DyLam
326252,-271.0762679311812,1778554757,DyLam
326367,-70.67189511793093,1778554757,DyLam
326387,-190.77211558659002,1778554757,DyLam
326447,-224.9428216948109,1778554757,DyLam
326537,-117.33767185828336,1778554757,DyLam
326599,-15.331579081185136,1778554757,DyLam
326631,-92.66790837517094,1778554757,DyLam
326760,-117.70484287515755,1778554757,DyLam
326910,-122.4164830836941,1778554757,DyLam
326977,-63.42553438020667,1778554757,DyLam
327064,-77.60269750232632,1778554757,DyLam
327178,-97.25686638289618,1778554757,DyLam
327248,-55.78958147906227,1778554757,DyLam
327260,-129.1610344877171,1778554757,DyLam
327279,-47.81529079235942,1778554757,DyLam
327413,-83.28222981793427,1778554757,DyLam
327606,-59.84303364507819,1778554757,DyLam
327631,-25.40791905510225,1778554757,DyLam
327634,-43.30290830862526,1778554757,DyLam
327681,-42.083742579724664,1778554757,DyLam
327687,-33.10566305050783,1778554757,DyLam
327765,-206.08665009016516,1778554757,DyLam
327797,-122.96255774950484,1778554757,DyLam
327824,-77.21516217221283,1778554757,DyLam
327853,-34.55147630690833,1778554757,DyLam
328197,-202.08071432293696,1778554757,DyLam
328205,-244.78624915690511,1778554757,DyLam
328224,-131.07985739269864,1778554757,DyLam
328226,-126.93162912093932,1778554757,DyLam
328417,-89.30647433436604,1778554757,DyLam
328448,-23.392551215795244,1778554757,DyLam
328650,-100.47934789072953,1778554757,DyLam
328733,-77.77341200435367,1778554757,DyLam
328745,-54.68146250710889,1778554757,DyLam
328806,-186.9835152998236,1778554757,DyLam
328901,-83.18515786877002,1778554757,DyLam
329024,-220.18532835563164,1778554757,DyLam
329118,-231.90733175559802,1778554757,DyLam
329295,-36.3069662703588,1778554757,DyLam
329316,-193.05786740305174,1778554757,DyLam
329339,-250.52705878197284,1778554757,DyLam
329511,-129.02433104245634,1778554757,DyLam
329518,-234.45486826741174,1778554757,DyLam
329552,-52.395948842516205,1778554757,DyLam
329557,-159.01601473439914,1778554757,DyLam
329631,-67.84985756108574,1778554757,DyLam
329781,-104.96872156685593,1778554757,DyLam
329867,-119.6484646261815,1778554757,DyLam
329946,-267.69057473881384,1778554757,DyLam
329977,-69.31281246636853,1778554757,DyLam
330021,-140.0925999111203,1778554757,DyLam
330030,-235.8549550067358,1778554757,DyLam
330060,-44.147888751817284,1778554757,DyLam
330139,-90.72411343584798,1778554757,DyLam
330251,-195.79525156795904,1778554757,DyLam
330289,-213.50418989248544,1778554757,DyLam
330501,-78.39679356465693,1778554757,DyLam
330527,-82.7128206609578,1778554757,DyLam
330551,-106.55374584850986,1778554757,DyLam
330651,-257.79341848352067,1778554757,DyLam
330666,-81.6914632373162,1778554757,DyLam
330725,-233.12030565904925,1778554757,DyLam
330862,-189.14054625881965,1778554757,DyLam
330971,-278.16314740342375,1778554757,DyLam
331115,-89.81405097555232,1778554757,DyLam
331407,-100.19450715629307,1778554757,DyLam
331676,-92.76396895877645,1778554757,DyLam
331734,-168.02101673310491,1778554757,DyLam
331889,-91.18578208959237,1778554757,DyLam
332005,-194.10287609245773,1778554757,DyLam
332032,-132.52954368612694,1778554757,DyLam
332086,-45.837005324487826,1778554757,DyLam
332328,-117.95250691327158,1778554757,DyLam
332440,-232.17629391512324,1778554757,DyLam
332546,-237.793274402786,1778554757,DyLam
332657,-145.912187252249,1778554757,DyLam
332669,-146.57132098031005,1778554757,DyLam
332774,-137.9508196403906,1778554757,DyLam
332794,-174.85249558238527,1778554757,DyLam
332795,-68.19733292547885,1778554757,DyLam
333031,-161.64920428306436,1778554757,DyLam
333100,-271.9952542429837,1778554757,DyLam
333145,-77.45847737331415,1778554757,DyLam
333146,-98.11339876455283,1778554757,DyLam
333204,-53.98406115223266,1778554757,DyLam
333502,-116.44402736699259,1778554757,DyLam
333526,-222.07084912190535,1778554757,DyLam
333527,-43.5550264288772,1778554757,DyLam
333529,-78.28369456041807,1778554757,DyLam
333545,-168.01264071821353,1778554757,DyLam
333589,-36.350184151427584,1778554757,DyLam
333901,-100.60349341279166,1778554757,DyLam
334029,-47.19127923897913,1778554757,DyLam
334058,-78.26226433453574,1778554757,DyLam
334250,-148.52280948027226,1778554757,DyLam
334283,-168.24182564786366,1778554757,DyLam
334286,-172.11488836326296,1778554757,DyLam
334321,-243.3562426440177,1778554757,DyLam
334345,-130.64309125542854,1778554757,DyLam
334432,-61.54489951471724,1778554757,DyLam
334490,-262.9394249684451,1778554757,DyLam
334569,-75.00819439297516,1778554757,DyLam
334936,-65.44076544693485,1778554757,DyLam
335011,-137.43028035365543,1778554757,DyLam
335020,-219.95095905547754,1778554757,DyLam
335044,-86.71765712980158,1778554757,DyLam
335067,-157.75604507359478,1778554757,DyLam
335079,-61.39698395320779,1778554757,DyLam
335120,-80.55849067260066,1778554757,DyLam
335157,-29.006379751048364,1778554757,DyLam
335217,-229.28289121708602,1778554757,DyLam
335343,-59.72147022668462,1778554757,DyLam
335391,-236.8220536865758,1778554757,DyLam
335514,-73.88557233528687,1778554757,DyLam
335597,-250.78164547870136,1778554757,DyLam
335602,-126.6875944920062,1778554757,DyLam
335790,-278.79962286296444,1778554757,DyLam
335826,-157.93986204425184,1778554757,DyLam
335967,-57.03424377569465,1778554757,DyLam
336374,-46.61804977854972,1778554757,DyLam
336684,-178.52707395645552,1778554757,DyLam
336708,-151.6399510435462,1778554757,DyLam
336846,-51.77633793057957,1778554757,DyLam
336880,-287.57041720268467,1778554757,DyLam
336952,-60.242966126661535,1778554757,DyLam
336954,-154.78671790710132,1778554757,DyLam
336968,-275.76800854017364,1778554757,DyLam
337046,-41.29203878653703,1778554757,DyLam
337164,-72.08072822737103,1778554757,DyLam
337257,-109.07036474229645,1778554757,DyLam
337297,-33.02374109878196,1778554757,DyLam
337303,-176.42657767898922,1778554757,DyLam
337364,-188.19836264076136,1778554757,DyLam
337436,-125.7905598833769,1778554757,DyLam
337537,-128.85907922681474,1778554757,DyLam
337634,-89.85343078375955,1778554757,DyLam
337659,-56.17902723330183,1778554757,DyLam
337757,-53.93204865833491,1778554757,DyLam
337955,-71.41534547554473,1778554757,DyLam
338158,-137.57716961054118,1778554757,DyLam
338219,-129.89471722117824,1778554757,DyLam
338242,-69.06539796120195,1778554757,DyLam
338327,-80.32587556421531,1778554757,DyLam
338493,-281.4938313332898,1778554757,DyLam
338717,-195.01361829607,1778554757,DyLam
338749,-250.480615678603,1778554757,DyLam
338895,-68.3228751279123,1778554757,DyLam
338913,-71.02133068654167,1778554757,DyLam
338944,-137.0078875914075,1778554757,DyLam
338984,-148.13781666259965,1778554757,DyLam
339178,-67.855827768948,1778554757,DyLam
339455,-133.22575775008946,1778554757,DyLam
339481,-105.29727857658574,1778554757,DyLam
339579,-85.65832897810255,1778554757,DyLam
339586,-57.65680762788789,1778554757,DyLam
339658,-61.77338182135111,1778554757,DyLam
339665,-55.695514823116355,1778554757,DyLam
339731,-18.573067839234497,1778554757,DyLam
339768,-130.39610196601672,1778554757,DyLam
339804,-61.37079080935754,1778554757,DyLam
339870,-134.3455726068973,1778554757,DyLam
340042,-78.31626419797976,1778554757,DyLam
340082,-122.01123082662323,1778554757,DyLam
340135,-241.47828075917676,1778554757,DyLam
340310,-55.163507621994555,1778554757,DyLam
340386,-38.235865195005964,1778554757,DyLam
340525,-115.56412582106127,1778554757,DyLam
340663,-185.514457445987,1778554757,DyLam
340749,-256.9168519779706,1778554757,DyLam
340939,-71.95506686691014,1778554757,DyLam
340944,-263.6457512047226,1778554757,DyLam
341060,-90.59327718103056,1778554757,DyLam
341125,-91.33139836910262,1778554757,DyLam
341149,-192.92264171995168,1778554757,DyLam
341226,-106.63319209845771,1778554757,DyLam
341232,-150.195030854788,1778554757,DyLam
341233,-128.27416964898916,1778554757,DyLam
341357,-96.95442109752638,1778554757,DyLam
341473,-63.56073261624979,1778554757,DyLam
341785,-209.6389267664658,1778554757,DyLam
341980,-126.67005366391867,1778554757,DyLam
342247,-270.3131642661619,1778554757,DyLam
342478,-144.70470747494664,1778554757,DyLam
342500,-29.90026744666052,1778554757,DyLam
342740,-75.2825878140491,1778554757,DyLam
342865,-177.99207080766018,1778554757,DyLam
343024,-89.49500902331732,1778554757,DyLam
343044,-67.60912819328848,1778554757,DyLam
343071,-65.99803964264089,1778554757,DyLam
343157,-71.43699144376544,1778554757,DyLam
343198,-91.57434435308751,1778554757,DyLam
343240,-58.03509232400951,1778554757,DyLam
343266,-69.20031499318132,1778554757,DyLam
343286,-70.37238243613629,1778554757,DyLam
343303,-142.00657860738053,1778554757,DyLam
343331,-223.71722760806378,1778554757,DyLam
343427,-95.31838624496964,1778554757,DyLam
343458,-137.53995179121,1778554757,DyLam
343493,-140.0818057248704,1778554757,DyLam
343598,-204.0488771479014,1778554757,DyLam
343649,-84.1588859149623,1778554757,DyLam
343694,-188.04878947925727,1778554757,DyLam
343834,-114.83943545506607,1778554757,DyLam
343862,-182.61751591722825,1778554757,DyLam
343913,-176.90655674002855,1778554757,DyLam
343934,-127.8322064429167,1778554757,DyLam
343993,-103.48996716463539,1778554757,DyLam
344194,-128.10540483394348,1778554757,DyLam
344228,-115.86874929188781,1778554757,DyLam
344365,-77.68530587489018,1778554757,DyLam
344370,-71.36827470755458,1778554757,DyLam
344377,-223.53631916720192,1778554757,DyLam
344394,-61.38678498804107,1778554757,DyLam
344749,-54.73638510736116,1778554757,DyLam
344765,-129.83107288058378,1778554757,DyLam
344859,-214.64465323687133,1778554757,DyLam
344954,-146.38250352566172,1778554757,DyLam
344959,-29.55195887163572,1778554757,DyLam
345009,-255.70973026805925,1778554757,DyLam
345027,-89.94259890032677,1778554757,DyLam
345030,-41.42210263740042,1778554757,DyLam
345062,-147.39294888306512,1778554757,DyLam
345075,-36.32926455163085,1778554757,DyLam
345214,-32.76912254249642,1778554757,DyLam
345269,-77.84882550902296,1778554757,DyLam
345501,-123.9340794056885,1778554757,DyLam
345562,-70.58650709415981,1778554757,DyLam
345580,-72.45358015068624,1778554757,DyLam
345663,-61.1899920727648,1778554757,DyLam
345684,-121.02553923872786,1778554757,DyLam
345746,-73.19093466825585,1778554757,DyLam
345755,-51.0306262515282,1778554757,DyLam
345772,-74.82780713088417,1778554757,DyLam
345971,-167.46253048237745,1778554757,DyLam
346114,-99.98325982152036,1778554757,DyLam
346226,-304.8739262365297,1778554757,DyLam
346273,-269.21004592186245,1778554757,DyLam
346285,-38.36348052434602,1778554757,DyLam
346287,-47.414517017712754,1778554757,DyLam
346310,-132.90677997780907,1778554757,DyLam
346431,-134.8624885070944,1778554757,DyLam
346463,-58.96384343521832,1778554757,DyLam
346492,-38.23648187968398,1778554757,DyLam
346511,-58.254162806994756,1778554757,DyLam
346525,-127.67914926457836,1778554757,DyLam
346551,-59.49981435444399,1778554757,DyLam
346789,-92.73846031963832,1778554757,DyLam
346830,-144.5146073671404,1778554757,DyLam
346900,-215.26636066476394,1778554757,DyLam
347049,-70.77323545667365,1778554757,DyLam
347093,-171.2918665190583,1778554757,DyLam
347096,-134.60731759534568,1778554757,DyLam
347120,-96.84099189461315,1778554757,DyLam
347149,-185.03453538549388,1778554757,DyLam
347167,-140.3172989811684,1778554757,DyLam
347261,-36.72685682784163,1778554757,DyLam
347279,-133.77590792418246,1778554757,DyLam
347334,-54.07580894512697,1778554757,DyLam
347383,-112.22163261161712,1778554757,DyLam
347408,-244.000520073636,1778554757,DyLam
347421,-254.0927676442144,1778554757,DyLam
347445,-123.63616986076292,1778554757,DyLam
347507,-83.24670168391053,1778554757,DyLam
347702,-74.81216376368748,1778554757,DyLam
347752,-123.83813562366741,1778554757,DyLam
347845,-236.6121757549006,1778554757,DyLam
347921,-87.8687193779199,1778554757,DyLam
347933,-137.32591534027725,1778554757,DyLam
348020,-75.88771772887208,1778554757,DyLam
348098,-90.1282078871143,1778554757,DyLam
348188,-50.61908258270436,1778554757,DyLam
348209,-46.00309402069253,1778554757,DyLam
348361,-55.43191827124174,1778554757,DyLam
348383,-159.1069992543228,1778554757,DyLam
348395,-117.66611477923009,1778554757,DyLam
348414,-218.5587126833779,1778554757,DyLam
348577,-154.79889705867453,1778554757,DyLam
348599,-94.64853300546052,1778554757,DyLam
348658,-174.26103104060917,1778554757,DyLam
348689,-177.90640396238877,1778554757,DyLam
348710,-73.36747389437706,1778554757,DyLam
348826,-155.17416605068948,1778554757,DyLam
348898,-170.63088909730686,1778554757,DyLam
348969,-171.97029828016264,1778554757,DyLam
349019,-69.25173605160383,1778554757,DyLam
349048,-134.02346642611417,1778554757,DyLam
349220,-65.59020268291087,1778554757,DyLam
349247,-57.61528801644516,1778554757,DyLam
349259,-195.8054652296433,1778554757,DyLam
349316,-285.52781567736145,1778554757,DyLam
349345,-205.11890169626452,1778554757,DyLam
349455,-84.65582349213457,1778554757,DyLam
349905,-156.19823860788296,1778554757,DyLam
349953,-13.651762974839077,1778554757,DyLam
350038,-227.9848750209113,1778554757,DyLam
350111,-99.11212306812631,1778554757,DyLam
350153,-52.50039533508862,1778554757,DyLam
350192,-55.59162957444309,1778554757,DyLam
350212,-154.07363162170265,1778554757,DyLam
350237,-165.53974475485253,1778554757,DyLam
350254,-43.39137985467129,1778554757,DyLam
350289,-60.06147993560499,1778554757,DyLam
350320,-71.1357873265892,1778554757,DyLam
350428,-181.4646781928586,1778554757,DyLam
350520,-230.3240168746379,1778554757,DyLam
350621,-84.15274751714699,1778554757,DyLam
350643,-35.268106160169026,1778554757,DyLam
350918,-276.15431562241633,1778554757,DyLam
350988,-130.56040924915177,1778554757,DyLam
351047,-149.6839416470515,1778554757,DyLam
351184,-141.08543559237347,1778554757,DyLam
351209,-88.88547597627361,1778554757,DyLam
351258,-67.16619536409533,1778554757,DyLam
351344,-43.791337025732254,1778554757,DyLam
351444,-66.09781334419353,1778554757,DyLam
351552,-106.15056103900076,1778554757,DyLam
351648,-279.97305076087747,1778554757,DyLam
351709,-103.91788426699746,1778554757,DyLam
351711,-46.1684136078587,1778554757,DyLam
351832,-151.83591379122996,1778554757,DyLam
351869,-79.01822038925755,1778554757,DyLam
351892,-63.04489363662413,1778554757,DyLam
351902,-166.74971332030728,1778554757,DyLam
352007,-45.96271039015639,1778554757,DyLam
352125,-214.37383091280938,1778554757,DyLam
352166,-70.93135644444412,1778554757,DyLam
352308,-112.07517961572975,1778554757,DyLam
352356,-61.166054908708084,1778554757,DyLam
352629,-104.59142499277219,1778554757,DyLam
352805,-144.43582459862694,1778554757,DyLam
352932,-85.88698698246988,1778554757,DyLam
353003,-93.42767499412751,1778554757,DyLam
353024,-113.43988361151102,1778554757,DyLam
353124,-50.972993682121896,1778554757,DyLam
353178,-28.353534673429422,1778554757,DyLam
353429,-17.626582005539174,1778554757,DyLam
353499,-78.69404253312179,1778554757,DyLam
353508,-117.83370112089945,1778554757,DyLam
353593,-99.37225105904444,1778554757,DyLam
353595,-62.757720417291026,1778554757,DyLam
353683,-65.57580137573656,1778554757,DyLam
353740,-79.46931780648491,1778554757,DyLam
353845,-205.60598288619974,1778554757,DyLam
354061,-48.56778533679619,1778554757,DyLam
354092,-55.26048004829056,1778554757,DyLam
354123,-157.38176161768712,1778554757,DyLam
354204,-262.87802611839425,1778554757,DyLam
354267,-114.36660613314565,1778554757,DyLam
354279,-271.86811147468575,1778554757,DyLam
354377,-77.17874997652498,1778554757,DyLam
354539,-127.57171445525213,1778554757,DyLam
354638,-69.61692487265817,1778554757,DyLam
354863,-78.65894621028123,1778554757,DyLam
355289,-113.88862286924783,1778554757,DyLam
355297,-19.698196891069745,1778554757,DyLam
355492,-115.37321008918838,1778554757,DyLam
355683,-113.22437897158403,1778554757,DyLam
355688,-102.80292635079309,1778554757,DyLam
355697,-269.340723632657,1778554757,DyLam
355828,-273.8458536285214,1778554757,DyLam
355843,-193.55518960284317,1778554757,DyLam
355924,-81.18872686998323,1778554757,DyLam
356012,-124.93419297327479,1778554757,DyLam
356018,-127.39365101724357,1778554757,DyLam
356126,-81.00593455276035,1778554757,DyLam
356159,-125.92969755851144,1778554757,DyLam
356386,-164.61101898240244,1778554757,DyLam
356446,-110.13293480730152,1778554757,DyLam
356496,-25.08352310764808,1778554757,DyLam
356543,-24.939106433005325,1778554757,DyLam
356571,-180.63497033065036,1778554757,DyLam
356583,-268.6317839928798,1778554757,DyLam
356611,-31.801956718024382,1778554757,DyLam
356768,-75.60249005082271,1778554757,DyLam
356798,-148.85972911066997,1778554757,DyLam
356929,-218.6957726717115,1778554757,DyLam
356963,-140.04559835501428,1778554757,DyLam
356972,-137.86041673089966,1778554757,DyLam
357037,-51.23518612420637,1778554757,DyLam
357207,-117.95481988801433,1778554757,DyLam
357323,-223.99937358107937,1778554757,DyLam
357327,-42.14221054642238,1778554757,DyLam
357414,-78.3578122546561,1778554757,DyLam
357433,-124.74363101010347,1778554757,DyLam
357554,-160.04482640631443,1778554757,DyLam
357800,-77.42586271332476,1778554757,DyLam
357876,-137.30304476239957,1778554757,DyLam
358110,-93.08992440505898,1778554757,DyLam
358200,-68.27903639967596,1778554757,DyLam
358239,-170.81690993547787,1778554757,DyLam
358349,-92.46550403773733,1778554757,DyLam
358388,-109.41536338061462,1778554757,DyLam
358505,-109.99161984227044,1778554757,DyLam
358640,-123.76405990695201,1778554757,DyLam
358655,-100.12918833439257,1778554757,DyLam
358931,-124.17822489938762,1778554757,DyLam
359028,-79.67026675957048,1778554757,DyLam
359126,-134.28515628349814,1778554757,DyLam
359309,-176.15743307704184,1778554757,DyLam
359415,-135.83748115344196,1778554757,DyLam
359450,-71.92041881677028,1778554757,DyLam
359714,-82.13903174028684,1778554757,DyLam
359777,-297.9404733687063,1778554757,DyLam
359894,-224.23398024575533,1778554757,DyLam
359977,-68.95109523624961,1778554757,DyLam
359990,-257.1612199456364,1778554757,DyLam
359995,-192.73618019335592,1778554757,DyLam
360097,-75.35214389174806,1778554757,DyLam
360136,-150.17096552486007,1778554757,DyLam
360167,-209.56239010792532,1778554757,DyLam
360226,-117.93312754096524,1778554757,DyLam
360229,-125.20923463073503,1778554757,DyLam
360289,-79.59081711395655,1778554757,DyLam
360364,-153.88806914248002,1778554757,DyLam
360472,-122.02193617515856,1778554757,DyLam
360479,-226.7576494098997,1778554757,DyLam
360606,-171.0319545951192,1778554757,DyLam
360644,-42.9850885312427,1778554757,DyLam
360662,-98.06251417845878,1778554757,DyLam
360688,-111.99109212460456,1778554757,DyLam
360777,-111.46221219201189,1778554757,DyLam
361036,-65.87618497684812,1778554757,DyLam
361264,-114.26691245736752,1778554757,DyLam
361307,-137.3761607276807,1778554757,DyLam
361352,-62.88573653224766,1778554757,DyLam
361383,-145.37910356714136,1778554757,DyLam
361420,-65.29466257220668,1778554757,DyLam
361435,-61.755795961507246,1778554757,DyLam
361513,-81.59554725684465,1778554757,DyLam
361567,-78.96084691663617,1778554757,DyLam
361626,-201.28722742257833,1778554757,DyLam
361686,-67.29555585870261,1778554757,DyLam
361719,-70.77785477341571,1778554757,DyLam
361786,-130.92726200442394,1778554757,DyLam
361965,-76.54023452207679,1778554757,DyLam
362094,-47.63619771376505,1778554757,DyLam
362398,-216.5007759326286,1778554757,DyLam
362667,-56.17503607187248,1778554757,DyLam
362684,-264.08723025224754,1778554757,DyLam
362701,-101.81129243308082,1778554757,DyLam
362750,-251.9544010627165,1778554757,DyLam
362784,-69.04716208504566,1778554757,DyLam
362989,-187.72898904156756,1778554757,DyLam
