_step,ep_info/ctrl,seed,method
109999,-376.2074604307611,1781379615,DyLam
110999,-379.2460601528479,1781379615,DyLam
111999,-378.34699360281166,1781379615,DyLam
112999,-373.3605333144464,1781379615,DyLam
113999,-382.26863493521944,1781379615,DyLam
114999,-386.354195155203,1781379615,DyLam
115999,-377.1382342229291,1781379615,DyLam
116999,-380.3556319971885,1781379615,DyLam
117999,-388.8754407068094,1781379615,DyLam
118999,-393.6928234274186,1781379615,DyLam
119999,-387.95210125048925,1781379615,DyLam
120999,-388.4187540809315,1781379615,DyLam
121999,-363.5245745579402,1781379615,DyLam
122999,-397.91710971792554,1781379615,DyLam
123999,-403.79268331825733,1781379615,DyLam
124999,-398.38102350135665,1781379615,DyLam
125999,-387.9744416077931,1781379615,DyLam
126999,-393.2098274926343,1781379615,DyLam
127999,-390.98393872628617,1781379615,DyLam
128999,-394.16686929265705,1781379615,DyLam
129999,-394.34037193655996,1781379615,DyLam
130999,-399.5101083417739,1781379615,DyLam
131999,-402.63548775265633,1781379615,DyLam
132999,-407.2596404254433,1781379615,DyLam
133999,-394.2001716693239,1781379615,DyLam
134999,-402.4553670535484,1781379615,DyLam
135999,-398.46941607693833,1781379615,DyLam
136999,-390.6497344126305,1781379615,DyLam
137999,-393.00282017389964,1781379615,DyLam
138999,-387.4677011917038,1781379615,DyLam
139999,-379.6278042445577,1781379615,DyLam
140999,-390.55311930179596,1781379615,DyLam
141999,-386.3272505303215,1781379615,DyLam
142999,-389.6428025638061,1781379615,DyLam
143999,-381.9358919262884,1781379615,DyLam
144999,-375.0543934951232,1781379615,DyLam
145999,-372.0156005347769,1781379615,DyLam
146999,-375.6426087419197,1781379615,DyLam
147999,-368.8582981899379,1781379615,DyLam
148999,-379.76675303777057,1781379615,DyLam
149999,-369.9420049215354,1781379615,DyLam
150999,-370.46331124256056,1781379615,DyLam
151999,-360.0903784185654,1781379615,DyLam
152999,-342.86426806201524,1781379615,DyLam
153999,-351.64385692030197,1781379615,DyLam
154999,-341.31375895688905,1781379615,DyLam
155999,-339.920037592451,1781379615,DyLam
156999,-341.59197143713646,1781379615,DyLam
157999,-339.47829194366955,1781379615,DyLam
158999,-340.6836556009952,1781379615,DyLam
159999,-336.3088534933827,1781379615,DyLam
160999,-346.91997699936275,1781379615,DyLam
161999,-338.0491302932307,1781379615,DyLam
162999,-337.307171984265,1781379615,DyLam
163999,-344.60074965034914,1781379615,DyLam
164999,-349.9211535106102,1781379615,DyLam
165999,-354.8534071079136,1781379615,DyLam
166999,-350.24093976865186,1781379615,DyLam
167999,-347.02907311171305,1781379615,DyLam
168999,-345.7677144072949,1781379615,DyLam
169999,-350.76349698503805,1781379615,DyLam
170999,-345.9212871740264,1781379615,DyLam
171999,-356.62218775476,1781379615,DyLam
172999,-355.18208360796217,1781379615,DyLam
173999,-348.4009515767298,1781379615,DyLam
174999,-351.16089249650577,1781379615,DyLam
175999,-339.3992072728772,1781379615,DyLam
176999,-338.00632406274434,1781379615,DyLam
177999,-331.7979363929482,1781379615,DyLam
178999,-342.810699113955,1781379615,DyLam
179999,-338.78078210726386,1781379615,DyLam
180999,-333.6661767810583,1781379615,DyLam
181999,-330.13384887017287,1781379615,DyLam
182999,-329.8615142162889,1781379615,DyLam
183999,-324.71802462264935,1781379615,DyLam
184999,-330.060484778757,1781379615,DyLam
185999,-325.5834677169723,1781379615,DyLam
186999,-324.2681161686777,1781379615,DyLam
187999,-329.911640105769,1781379615,DyLam
188999,-330.06898718327295,1781379615,DyLam
189999,-335.3040715083483,1781379615,DyLam
190999,-327.4157729695238,1781379615,DyLam
191999,-323.09613755842037,1781379615,DyLam
192999,-331.73618361291807,1781379615,DyLam
193999,-323.84516108718987,1781379615,DyLam
194999,-330.34309107437747,1781379615,DyLam
195999,-327.1516306015352,1781379615,DyLam
196999,-338.1133949297172,1781379615,DyLam
197999,-329.18794324373204,1781379615,DyLam
198999,-319.8113588994987,1781379615,DyLam
199999,-316.761573693404,1781379615,DyLam
200999,-346.4546991145853,1781379615,DyLam
201999,-324.18087853491295,1781379615,DyLam
202999,-347.4049781517439,1781379615,DyLam
203999,-326.3418363978462,1781379615,DyLam
204999,-306.0918653712921,1781379615,DyLam
205999,-316.3914519889902,1781379615,DyLam
206999,-343.68279573321314,1781379615,DyLam
207999,-313.1921833008528,1781379615,DyLam
208999,-309.1776568349451,1781379615,DyLam
209999,-324.7623853807646,1781379615,DyLam
210999,-334.0237473100419,1781379615,DyLam
211999,-338.6253660569587,1781379615,DyLam
212999,-321.80694577594574,1781379615,DyLam
213999,-322.1709047115094,1781379615,DyLam
214999,-325.75714620451134,1781379615,DyLam
215999,-314.9096230609963,1781379615,DyLam
216999,-333.58358494068176,1781379615,DyLam
217999,-326.6835578841465,1781379615,DyLam
218999,-331.90602274363204,1781379615,DyLam
219999,-332.6224394887683,1781379615,DyLam
220999,-323.68493285154307,1781379615,DyLam
221999,-327.2760674431924,1781379615,DyLam
222999,-336.2689329211909,1781379615,DyLam
223999,-287.02549026409775,1781379615,DyLam
224999,-306.2078636648755,1781379615,DyLam
225999,-323.92423881590344,1781379615,DyLam
226999,-325.7531950461372,1781379615,DyLam
227999,-335.8978952138376,1781379615,DyLam
228999,-349.3289178057264,1781379615,DyLam
229999,-343.903101220727,1781379615,DyLam
230999,-327.26420925805957,1781379615,DyLam
231999,-325.4978112466637,1781379615,DyLam
232999,-336.3401925588648,1781379615,DyLam
233999,-344.89554903780413,1781379615,DyLam
234999,-334.89629588772846,1781379615,DyLam
235999,-335.38933142895553,1781379615,DyLam
236999,-336.6740624681114,1781379615,DyLam
237999,-334.22744423896086,1781379615,DyLam
238999,-353.45611348251504,1781379615,DyLam
239999,-348.89290765548736,1781379615,DyLam
240999,-360.9195432662962,1781379615,DyLam
241999,-335.5770692974327,1781379615,DyLam
242999,-343.75536906595033,1781379615,DyLam
243999,-338.9147009700537,1781379615,DyLam
244999,-340.72751489654195,1781379615,DyLam
245999,-329.34270762279607,1781379615,DyLam
246999,-323.688871529574,1781379615,DyLam
247999,-303.15664361044844,1781379615,DyLam
248999,-308.95490847093384,1781379615,DyLam
249999,-316.9378378521651,1781379615,DyLam
250999,-321.20627619698615,1781379615,DyLam
251999,-318.39191828916455,1781379615,DyLam
252999,-336.12634800001973,1781379615,DyLam
253999,-323.65272236553375,1781379615,DyLam
254999,-326.4258568882942,1781379615,DyLam
255999,-314.89838138408953,1781379615,DyLam
256999,-323.78785193401063,1781379615,DyLam
257999,-312.39438679876406,1781379615,DyLam
258999,-317.79290951229586,1781379615,DyLam
259999,-319.6056079057355,1781379615,DyLam
260999,-317.6686688512565,1781379615,DyLam
261999,-317.2845235591135,1781379615,DyLam
262999,-320.522542582825,1781379615,DyLam
263999,-332.8594079017638,1781379615,DyLam
264999,-322.2312438935045,1781379615,DyLam
265999,-335.6284367193775,1781379615,DyLam
266999,-334.79510160287197,1781379615,DyLam
267999,-350.63683393535445,1781379615,DyLam
268999,-342.7575980288288,1781379615,DyLam
269999,-341.51049787675385,1781379615,DyLam
270999,-325.6082096699004,1781379615,DyLam
271999,-332.47037913029396,1781379615,DyLam
272999,-322.058245398104,1781379615,DyLam
273999,-331.1381045778595,1781379615,DyLam
274999,-320.1009996446475,1781379615,DyLam
275999,-328.7631456951298,1781379615,DyLam
276999,-318.45970283945354,1781379615,DyLam
277999,-325.3691583822172,1781379615,DyLam
278999,-325.65518790483503,1781379615,DyLam
279999,-337.21218921554583,1781379615,DyLam
280999,-338.259164839983,1781379615,DyLam
281999,-345.69365779915825,1781379615,DyLam
282999,-355.51372667774524,1781379615,DyLam
283999,-340.3337473869327,1781379615,DyLam
284999,-334.1030082876482,1781379615,DyLam
285999,-347.5196953391039,1781379615,DyLam
286999,-331.1741745745142,1781379615,DyLam
287999,-395.08027473837143,1781379615,DyLam
288999,-330.3332717828454,1781379615,DyLam
289999,-386.78541006644554,1781379615,DyLam
290999,-332.6618189935884,1781379615,DyLam
291999,-340.9966090619563,1781379615,DyLam
292999,-329.4390737904855,1781379615,DyLam
293999,-319.6008601784707,1781379615,DyLam
294999,-318.6368239534403,1781379615,DyLam
295999,-321.9978710133582,1781379615,DyLam
296999,-323.7343923921387,1781379615,DyLam
297999,-333.9654784972468,1781379615,DyLam
298999,-315.97854502995784,1781379615,DyLam
299999,-326.8370357130964,1781379615,DyLam
300999,-340.88406137377007,1781379615,DyLam
301999,-329.17204151550953,1781379615,DyLam
302999,-324.120777433118,1781379615,DyLam
303999,-348.0967034921052,1781379615,DyLam
304999,-318.30790708214033,1781379615,DyLam
305999,-319.2070372855914,1781379615,DyLam
306999,-329.46624257291364,1781379615,DyLam
307999,-340.68075853834546,1781379615,DyLam
308999,-345.845282990486,1781379615,DyLam
309999,-314.07858457540465,1781379615,DyLam
310999,-329.5016466733064,1781379615,DyLam
311999,-336.39897604410845,1781379615,DyLam
312999,-321.6658895698687,1781379615,DyLam
313999,-326.82086190270894,1781379615,DyLam
314999,-320.3604011374211,1781379615,DyLam
315999,-323.4081039838494,1781379615,DyLam
316999,-321.29403870056075,1781379615,DyLam
317999,-317.154881045843,1781379615,DyLam
318999,-310.59013051912206,1781379615,DyLam
319999,-326.60223574687984,1781379615,DyLam
320999,-316.36036353558325,1781379615,DyLam
321999,-319.8639767784627,1781379615,DyLam
322999,-330.6491971686482,1781379615,DyLam
323999,-332.2338776079313,1781379615,DyLam
324999,-329.0887006136279,1781379615,DyLam
325999,-342.43335079525855,1781379615,DyLam
326999,-324.80805959179986,1781379615,DyLam
327999,-325.27700276859116,1781379615,DyLam
328999,-327.0539763395983,1781379615,DyLam
329999,-312.83202729249996,1781379615,DyLam
330999,-331.57740974053706,1781379615,DyLam
331999,-325.7292135941493,1781379615,DyLam
332999,-320.84549306333054,1781379615,DyLam
333999,-317.3150398929914,1781379615,DyLam
334999,-336.44799247508183,1781379615,DyLam
335999,-330.52746291893277,1781379615,DyLam
336999,-330.33002634594914,1781379615,DyLam
337999,-335.94799076641596,1781379615,DyLam
338999,-333.77331734386536,1781379615,DyLam
339999,-347.4975898756338,1781379615,DyLam
340999,-317.38334066855447,1781379615,DyLam
341999,-324.49318128762104,1781379615,DyLam
342999,-331.49731335292273,1781379615,DyLam
343999,-318.577407502259,1781379615,DyLam
344999,-328.9422996317349,1781379615,DyLam
345999,-321.2018604946012,1781379615,DyLam
346999,-324.6364203852911,1781379615,DyLam
347999,-323.2496253556263,1781379615,DyLam
348999,-317.2829561394946,1781379615,DyLam
349999,-323.30050845692523,1781379615,DyLam
350999,-333.1769798230377,1781379615,DyLam
351999,-310.37315375606227,1781379615,DyLam
352999,-310.87041727236146,1781379615,DyLam
353999,-314.7563196954632,1781379615,DyLam
354999,-323.51223384775204,1781379615,DyLam
355999,-320.11407077126194,1781379615,DyLam
356999,-326.41857118904574,1781379615,DyLam
357999,-308.80127693961094,1781379615,DyLam
358999,-319.5364472093061,1781379615,DyLam
359999,-303.4096027997633,1781379615,DyLam
360999,-313.76317965425505,1781379615,DyLam
361999,-312.2309304839005,1781379615,DyLam
362999,-305.6475062202664,1781379615,DyLam
363999,-308.6409832301235,1781379615,DyLam
364999,-310.9571021211642,1781379615,DyLam
365999,-322.5120696807279,1781379615,DyLam
366999,-317.5545654806,1781379615,DyLam
367999,-324.67462846698885,1781379615,DyLam
368999,-334.2170708825189,1781379615,DyLam
369999,-328.5308983201782,1781379615,DyLam
370999,-329.8589004017414,1781379615,DyLam
371999,-317.9675049707292,1781379615,DyLam
372999,-315.56306723753653,1781379615,DyLam
373999,-328.55596678766074,1781379615,DyLam
374999,-345.3158677701524,1781379615,DyLam
375999,-326.3329736739399,1781379615,DyLam
376999,-340.2607404738662,1781379615,DyLam
377999,-337.49937648139877,1781379615,DyLam
378999,-338.0436900258069,1781379615,DyLam
379999,-354.22182348991385,1781379615,DyLam
380999,-333.65220506613394,1781379615,DyLam
381999,-356.016734927893,1781379615,DyLam
382999,-326.2002460310863,1781379615,DyLam
383999,-327.296746045817,1781379615,DyLam
384999,-312.1266139919554,1781379615,DyLam
385999,-320.02397786577507,1781379615,DyLam
386999,-340.6869668004415,1781379615,DyLam
387999,-327.0310562954591,1781379615,DyLam
388999,-337.0236952453851,1781379615,DyLam
389999,-436.2504963626467,1781379615,DyLam
390999,-319.60710619141673,1781379615,DyLam
391999,-326.4919647388158,1781379615,DyLam
392999,-333.8883539953581,1781379615,DyLam
393999,-337.9730918134255,1781379615,DyLam
394999,-324.39668967947347,1781379615,DyLam
395999,-326.67413464995724,1781379615,DyLam
396999,-324.5389209600789,1781379615,DyLam
397999,-319.6695045543211,1781379615,DyLam
398999,-309.2697242572907,1781379615,DyLam
399999,-327.9934018719945,1781379615,DyLam
400999,-324.749756254256,1781379615,DyLam
401999,-311.7723483747491,1781379615,DyLam
402999,-324.1940991828839,1781379615,DyLam
403999,-324.9938418219485,1781379615,DyLam
404999,-311.15258039968757,1781379615,DyLam
405999,-315.2431495301426,1781379615,DyLam
406999,-317.63718231146527,1781379615,DyLam
407999,-329.70954854662216,1781379615,DyLam
408999,-326.06626006339985,1781379615,DyLam
409999,-325.13390060390026,1781379615,DyLam
410999,-318.7563325899346,1781379615,DyLam
411999,-335.82566094398476,1781379615,DyLam
412999,-334.20888820942446,1781379615,DyLam
413999,-328.6201016753905,1781379615,DyLam
414999,-322.09032498920965,1781379615,DyLam
415999,-324.6964741274718,1781379615,DyLam
416999,-313.7473926196493,1781379615,DyLam
417999,-315.5031378741071,1781379615,DyLam
418999,-319.9259861968458,1781379615,DyLam
419999,-316.1873986000818,1781379615,DyLam
420999,-323.7366934331751,1781379615,DyLam
421999,-311.75209641704987,1781379615,DyLam
422999,-332.4174296756586,1781379615,DyLam
423999,-320.701324527462,1781379615,DyLam
424999,-323.18759527802445,1781379615,DyLam
425999,-321.57484005764144,1781379615,DyLam
426999,-321.3819774718331,1781379615,DyLam
427999,-317.5807698592545,1781379615,DyLam
428999,-322.41249008538745,1781379615,DyLam
429999,-322.2015755871932,1781379615,DyLam
430999,-329.61783124941036,1781379615,DyLam
431999,-309.71314563105483,1781379615,DyLam
432999,-307.5834539309145,1781379615,DyLam
433999,-326.5243986708424,1781379615,DyLam
434999,-320.608046403776,1781379615,DyLam
435999,-314.59599487669806,1781379615,DyLam
436999,-318.92632430419314,1781379615,DyLam
437999,-323.86998315031303,1781379615,DyLam
438999,-320.7795679476115,1781379615,DyLam
439999,-315.55183166762225,1781379615,DyLam
440999,-304.2203120477495,1781379615,DyLam
441999,-322.20414427667873,1781379615,DyLam
442999,-327.2298590186983,1781379615,DyLam
443999,-333.5768418808779,1781379615,DyLam
444999,-323.0345550191895,1781379615,DyLam
445999,-348.829637944698,1781379615,DyLam
446999,-337.552727161906,1781379615,DyLam
447999,-329.163932232807,1781379615,DyLam
448999,-331.4275928946834,1781379615,DyLam
449999,-379.44131213550753,1781379615,DyLam
450999,-326.57985446788376,1781379615,DyLam
451999,-336.9894540489962,1781379615,DyLam
452999,-331.01808320079,1781379615,DyLam
453999,-342.3891978835068,1781379615,DyLam
454999,-347.71030509968574,1781379615,DyLam
455999,-357.46212356785975,1781379615,DyLam
456999,-342.20743555078957,1781379615,DyLam
457999,-328.33185170032056,1781379615,DyLam
458999,-333.9754898423949,1781379615,DyLam
459999,-330.97692716432124,1781379615,DyLam
460999,-327.83339051281376,1781379615,DyLam
461999,-334.62728693087917,1781379615,DyLam
462999,-333.4611575913925,1781379615,DyLam
463999,-326.2709732695173,1781379615,DyLam
464999,-324.4953343582647,1781379615,DyLam
465999,-317.273348425825,1781379615,DyLam
466999,-329.4841996108495,1781379615,DyLam
467999,-328.42225483680795,1781379615,DyLam
468999,-319.07923504834383,1781379615,DyLam
469999,-312.62471664821106,1781379615,DyLam
470999,-329.6705093470712,1781379615,DyLam
471999,-328.02935279781616,1781379615,DyLam
472999,-313.0599067099396,1781379615,DyLam
473999,-316.8132993200177,1781379615,DyLam
474999,-321.211945702633,1781379615,DyLam
475999,-318.1766793541613,1781379615,DyLam
476999,-329.4030945772924,1781379615,DyLam
477999,-327.60563651720673,1781379615,DyLam
478999,-321.90577889606385,1781379615,DyLam
479999,-329.3244797935086,1781379615,DyLam
480999,-335.37112816174823,1781379615,DyLam
481999,-325.2581263780599,1781379615,DyLam
482999,-322.53497366110435,1781379615,DyLam
483999,-331.7436254310108,1781379615,DyLam
484999,-341.4457875241834,1781379615,DyLam
485999,-321.7940368664764,1781379615,DyLam
486999,-327.18843840062596,1781379615,DyLam
487999,-330.6389988909166,1781379615,DyLam
488999,-320.7015113184848,1781379615,DyLam
489999,-327.4609854631128,1781379615,DyLam
490999,-326.1687937304377,1781379615,DyLam
491999,-324.55582152927906,1781379615,DyLam
492999,-335.96638936549454,1781379615,DyLam
493999,-332.901335945974,1781379615,DyLam
494999,-333.68280179301917,1781379615,DyLam
495999,-338.61599577342486,1781379615,DyLam
496999,-326.118762926509,1781379615,DyLam
497999,-327.3642938087387,1781379615,DyLam
498999,-335.01491433257814,1781379615,DyLam
499999,-334.7657521367074,1781379615,DyLam
999,-334.3040544092656,1781379610,DyLam
1999,-331.4958721250297,1781379610,DyLam
2999,-341.4911286532883,1781379610,DyLam
3999,-336.24922423561407,1781379610,DyLam
4999,-331.53904008368636,1781379610,DyLam
5999,-355.99153330425423,1781379610,DyLam
6999,-357.7162139241897,1781379610,DyLam
7999,-355.6853974610568,1781379610,DyLam
8999,-342.8343593676889,1781379610,DyLam
9999,-338.8565432826673,1781379610,DyLam
10999,-330.69367890308337,1781379610,DyLam
11999,-334.10143262892956,1781379610,DyLam
12999,-330.40427837272483,1781379610,DyLam
13999,-328.6696958442531,1781379610,DyLam
14999,-327.53794377048786,1781379610,DyLam
15999,-319.6863576695323,1781379610,DyLam
16999,-307.4570801109076,1781379610,DyLam
17999,-305.4209828625119,1781379610,DyLam
18999,-294.1001154755555,1781379610,DyLam
19999,-279.87565463036293,1781379610,DyLam
20999,-275.16052403549355,1781379610,DyLam
21999,-262.06039375315106,1781379610,DyLam
22999,-246.80185069640493,1781379610,DyLam
23999,-239.7012784915663,1781379610,DyLam
24999,-218.1470611914989,1781379610,DyLam
25999,-200.39627626289902,1781379610,DyLam
26999,-190.62110918015227,1781379610,DyLam
27999,-168.3748157645266,1781379610,DyLam
28999,-151.4022582881151,1781379610,DyLam
29999,-136.32915451253444,1781379610,DyLam
30999,-124.60731096441538,1781379610,DyLam
31999,-110.3979164436459,1781379610,DyLam
32999,-261.77544792741537,1781379610,DyLam
33999,-252.54098744193703,1781379610,DyLam
34999,-240.58925346750794,1781379610,DyLam
35999,-220.9849678128954,1781379610,DyLam
36999,-248.56894295662636,1781379610,DyLam
37999,-219.0440652370453,1781379610,DyLam
38999,-272.3255889068044,1781379610,DyLam
39999,-296.9752816011508,1781379610,DyLam
40999,-331.5615402112406,1781379610,DyLam
41999,-346.9850159237782,1781379610,DyLam
42999,-397.30014446626103,1781379610,DyLam
43999,-439.97431047260727,1781379610,DyLam
44999,-463.3304878547786,1781379610,DyLam
45999,-469.8107415139668,1781379610,DyLam
46999,-467.331667860349,1781379610,DyLam
47999,-502.51843991875626,1781379610,DyLam
48999,-513.0693524281181,1781379610,DyLam
49999,-526.5581133216618,1781379610,DyLam
50999,-542.8830614735688,1781379610,DyLam
51999,-495.5809820964937,1781379610,DyLam
52999,-567.132871195674,1781379610,DyLam
53999,-559.0500856439269,1781379610,DyLam
54999,-482.5819453323879,1781379610,DyLam
55999,-554.9809835950533,1781379610,DyLam
56999,-326.35635820155386,1781379610,DyLam
57999,-553.4624968916181,1781379610,DyLam
58999,-548.7985377113017,1781379610,DyLam
59999,-534.7058467467629,1781379610,DyLam
60999,-534.5215916732944,1781379610,DyLam
61999,-522.7263930092246,1781379610,DyLam
62999,-521.1372273614008,1781379610,DyLam
63999,-498.4081335092584,1781379610,DyLam
64999,-479.3235464058818,1781379610,DyLam
65999,-479.4378210778036,1781379610,DyLam
66999,-445.3042508512734,1781379610,DyLam
67999,-443.18082486093107,1781379610,DyLam
68999,-415.6736666982374,1781379610,DyLam
69999,-395.7030621096489,1781379610,DyLam
70999,-383.7116890052958,1781379610,DyLam
71999,-380.9025093366698,1781379610,DyLam
72999,-349.18152034779445,1781379610,DyLam
73999,-335.5850790565213,1781379610,DyLam
74999,-328.8884469370042,1781379610,DyLam
75999,-331.8269265592097,1781379610,DyLam
76999,-312.8958587211866,1781379610,DyLam
77999,-295.72547007910936,1781379610,DyLam
78999,-284.9589584798866,1781379610,DyLam
79999,-281.1079223851364,1781379610,DyLam
80999,-282.0617592210569,1781379610,DyLam
81999,-293.6466239318251,1781379610,DyLam
82999,-292.427519908796,1781379610,DyLam
83999,-285.44158125792956,1781379610,DyLam
84999,-294.52017764871357,1781379610,DyLam
85999,-290.4783226866275,1781379610,DyLam
86999,-285.41170849247555,1781379610,DyLam
87999,-288.3481337316335,1781379610,DyLam
88999,-291.84341179827857,1781379610,DyLam
89999,-296.054299790412,1781379610,DyLam
90999,-296.93670029814047,1781379610,DyLam
91999,-297.9454150392364,1781379610,DyLam
92999,-303.3667777801549,1781379610,DyLam
93999,-295.8972500860692,1781379610,DyLam
94999,-303.07092969367847,1781379610,DyLam
95999,-315.15744715929014,1781379610,DyLam
96999,-323.10532447447406,1781379610,DyLam
97999,-317.65495291352255,1781379610,DyLam
98999,-314.9121273656682,1781379610,DyLam
99999,-320.84850042375393,1781379610,DyLam
100999,-331.7335153967143,1781379610,DyLam
101999,-323.84397907430935,1781379610,DyLam
102999,-326.02198924372647,1781379610,DyLam
103999,-328.69960322231066,1781379610,DyLam
104999,-335.575068179518,1781379610,DyLam
105999,-337.79791890084766,1781379610,DyLam
106999,-346.8456581011412,1781379610,DyLam
107999,-352.07478156685875,1781379610,DyLam
108999,-373.4836208298802,1781379610,DyLam
109999,-361.8776543798544,1781379610,DyLam
110999,-409.6911175772546,1781379610,DyLam
111999,-379.73101635773986,1781379610,DyLam
112999,-371.7966511050862,1781379610,DyLam
113999,-373.08073064684845,1781379610,DyLam
114999,-370.89240084836837,1781379610,DyLam
115999,-376.073328572015,1781379610,DyLam
116999,-375.7687537185845,1781379610,DyLam
117999,-370.0634007478748,1781379610,DyLam
118999,-366.47836071252846,1781379610,DyLam
119999,-370.53154566884035,1781379610,DyLam
120999,-370.22535882641915,1781379610,DyLam
121999,-364.36228460570214,1781379610,DyLam
122999,-360.72024991239107,1781379610,DyLam
123999,-362.0209947054581,1781379610,DyLam
124999,-362.0378494039175,1781379610,DyLam
125999,-356.55390209952947,1781379610,DyLam
126999,-352.02016977717403,1781379610,DyLam
127999,-351.83433970871056,1781379610,DyLam
128999,-354.0079279268783,1781379610,DyLam
129999,-348.3925216781597,1781379610,DyLam
130999,-353.1297735696037,1781379610,DyLam
131999,-350.62768252193985,1781379610,DyLam
132999,-347.8178468694293,1781379610,DyLam
133999,-344.91064713647023,1781379610,DyLam
134999,-345.29743599891646,1781379610,DyLam
135999,-348.52708357820916,1781379610,DyLam
