_step,ep_info/Ball,seed,method
22150,0.0,1778554757,DyLam
22214,-25.884077925419128,1778554757,DyLam
23044,7.114553023046343,1778554757,DyLam
23366,19.798905308665187,1778554757,DyLam
23531,3.5221375010443516,1778554757,DyLam
23685,0.0,1778554757,DyLam
23929,0.0,1778554757,DyLam
24383,3.340833345767133,1778554757,DyLam
24458,0.0,1778554757,DyLam
24885,1.9005778433305376,1778554757,DyLam
24966,13.337184591693925,1778554757,DyLam
25072,-1.1748956730692095,1778554757,DyLam
25183,4.520818730273423,1778554757,DyLam
25423,0.0,1778554757,DyLam
25488,0.0,1778554757,DyLam
25888,0.0,1778554757,DyLam
25973,2.5277906776138535,1778554757,DyLam
26085,-0.7050673938142904,1778554757,DyLam
26195,0.0,1778554757,DyLam
26318,0.0,1778554757,DyLam
26458,0.0,1778554757,DyLam
26469,-6.372489200724452,1778554757,DyLam
27064,0.0,1778554757,DyLam
27135,0.08443066520095466,1778554757,DyLam
27476,8.434225899359646,1778554757,DyLam
27666,5.913796283390697,1778554757,DyLam
27869,0.0,1778554757,DyLam
27935,-6.410760638140547,1778554757,DyLam
28237,-1.6209953543073696,1778554757,DyLam
28292,7.182522535844461,1778554757,DyLam
28672,-3.09857473695895,1778554757,DyLam
29573,0.8320816232721073,1778554757,DyLam
29795,0.0,1778554757,DyLam
29869,0.0,1778554757,DyLam
29876,1.941098406170405,1778554757,DyLam
30168,0.0,1778554757,DyLam
30174,4.610110020887176,1778554757,DyLam
30237,0.0,1778554757,DyLam
30250,-4.264874342116832,1778554757,DyLam
30335,-2.277340349869566,1778554757,DyLam
30568,1.1013785128390214,1778554757,DyLam
30574,10.588250212724306,1778554757,DyLam
30637,7.139153719971161,1778554757,DyLam
31045,0.9013062011915485,1778554757,DyLam
31050,-6.301970629161152,1778554757,DyLam
31072,-0.5500224921349273,1778554757,DyLam
31183,0.0,1778554757,DyLam
31266,7.6220479274664,1778554757,DyLam
31463,-1.3065581308092988,1778554757,DyLam
32085,-19.17400138688699,1778554757,DyLam
32168,30.43486992206036,1778554757,DyLam
32276,0.0,1778554757,DyLam
32676,0.0,1778554757,DyLam
32692,-29.101873578909604,1778554757,DyLam
32750,0.0,1778554757,DyLam
32885,29.581336292477165,1778554757,DyLam
33072,-2.0175712834468005,1778554757,DyLam
33235,-7.180999276553755,1778554757,DyLam
33524,7.9353087444319925,1778554757,DyLam
33795,-9.901075089783088,1778554757,DyLam
33901,-1.7818630639723754,1778554757,DyLam
33950,0.0,1778554757,DyLam
34210,-6.705808811161667,1778554757,DyLam
34724,3.024544609347407,1778554757,DyLam
34735,-10.544471275693477,1778554757,DyLam
35025,2.100705121951938,1778554757,DyLam
35076,8.06788338354647,1778554757,DyLam
35153,-3.9852163220417953,1778554757,DyLam
35285,0.0,1778554757,DyLam
35444,-5.959804751146535,1778554757,DyLam
35492,1.1643092264589727,1778554757,DyLam
35550,7.95051744150798,1778554757,DyLam
35636,9.049987912814128,1778554757,DyLam
35872,-2.5384229500726105,1778554757,DyLam
35950,-7.676737126917471,1778554757,DyLam
36261,6.550898767050775,1778554757,DyLam
36485,5.785762940672308,1778554757,DyLam
36554,-4.078034948900633,1778554757,DyLam
36576,-9.656422151547826,1778554757,DyLam
36724,-1.5579373098403293,1778554757,DyLam
36754,10.703373465822493,1778554757,DyLam
36839,29.111277761385132,1778554757,DyLam
36885,-5.726798943512547,1778554757,DyLam
37239,-25.8988708082399,1778554757,DyLam
37425,-10.506690504124261,1778554757,DyLam
37463,-2.944014724609068,1778554757,DyLam
37768,4.553323556264261,1778554757,DyLam
37872,14.01761778853579,1778554757,DyLam
38183,-15.091063723906728,1778554757,DyLam
38225,22.824102396082438,1778554757,DyLam
38510,-9.34647140315487,1778554757,DyLam
39052,-11.541101766043518,1778554757,DyLam
39424,9.807138083549765,1778554757,DyLam
39444,-1.4100283143426373,1778554757,DyLam
39636,2.3997112044502495,1778554757,DyLam
39716,22.69871942013414,1778554757,DyLam
39794,14.296697030596645,1778554757,DyLam
39832,-11.404917182181466,1778554757,DyLam
39852,7.406447569083286,1778554757,DyLam
40042,-13.48081841532458,1778554757,DyLam
40202,0.0,1778554757,DyLam
40724,-9.020154924441801,1778554757,DyLam
40773,23.225190024231072,1778554757,DyLam
40980,-13.437226038824098,1778554757,DyLam
40986,-5.033778437376899,1778554757,DyLam
41239,-22.665716032687342,1778554757,DyLam
41265,6.0713694027242,1778554757,DyLam
41332,9.524231017060364,1778554757,DyLam
41357,9.065879120930697,1778554757,DyLam
41642,9.698318652651585,1778554757,DyLam
41696,0.8306452786395442,1778554757,DyLam
41757,-1.5164323283315908,1778554757,DyLam
41780,-26.316771634292575,1778554757,DyLam
41919,3.2189255704647106,1778554757,DyLam
42097,-30.822897163189012,1778554757,DyLam
42496,12.713907290239588,1778554757,DyLam
42522,-19.352453432528065,1778554757,DyLam
42598,-9.177735609420813,1778554757,DyLam
42641,-2.9554453505507086,1778554757,DyLam
43224,-29.16442429920888,1778554757,DyLam
43723,-1.7812247822529261,1778554757,DyLam
43768,-18.62004712661735,1778554757,DyLam
44168,-7.062727213336318,1778554757,DyLam
44560,-7.523324929045809,1778554757,DyLam
44700,-14.424526932044802,1778554757,DyLam
44887,14.209231559248952,1778554757,DyLam
44942,13.711158423856917,1778554757,DyLam
44993,-25.755664697009742,1778554757,DyLam
45212,-7.109045373876455,1778554757,DyLam
45619,2.7622540129213045,1778554757,DyLam
45921,-11.12369862670763,1778554757,DyLam
45946,22.21966803663302,1778554757,DyLam
46069,14.726195246108164,1778554757,DyLam
46234,-33.4396680834927,1778554757,DyLam
46241,-19.55585828311847,1778554757,DyLam
46641,25.357275040958758,1778554757,DyLam
46810,15.744956837918698,1778554757,DyLam
46970,10.951276126569592,1778554757,DyLam
47098,-3.580526935729824,1778554757,DyLam
47109,21.852737930019675,1778554757,DyLam
47212,6.718723430641019,1778554757,DyLam
47488,-10.859721616287892,1778554757,DyLam
47555,29.415873324473267,1778554757,DyLam
47610,-30.554094433747398,1778554757,DyLam
47734,3.6207599037620968,1778554757,DyLam
47909,21.19005480825737,1778554757,DyLam
48012,14.509687824650976,1778554757,DyLam
48148,-23.231975918805865,1778554757,DyLam
48264,8.604026069542309,1778554757,DyLam
48273,25.676094174678305,1778554757,DyLam
48348,-17.385278263437005,1778554757,DyLam
48355,-9.378188304617362,1778554757,DyLam
49012,1.1918917699649536,1778554757,DyLam
49013,-22.47515782366093,1778554757,DyLam
49016,20.262419950302228,1778554757,DyLam
49253,4.0364667177421705,1778554757,DyLam
49323,36.46356511783699,1778554757,DyLam
49332,9.579913211515317,1778554757,DyLam
49412,-3.474855004889287,1778554757,DyLam
49489,-31.08262617715242,1778554757,DyLam
49555,-18.75890649603405,1778554757,DyLam
49765,-6.415284724779299,1778554757,DyLam
49829,39.71276343277498,1778554757,DyLam
50367,-25.77289773226569,1778554757,DyLam
50428,10.057332924532595,1778554757,DyLam
50560,-30.759659494342177,1778554757,DyLam
50713,-32.59486104296287,1778554757,DyLam
50894,26.984051766663924,1778554757,DyLam
51142,6.8172603922870785,1778554757,DyLam
51274,-8.509703691614966,1778554757,DyLam
51318,1.637701983621871,1778554757,DyLam
51430,16.70513625188437,1778554757,DyLam
51599,-19.21276133810469,1778554757,DyLam
51830,-5.124672428803042,1778554757,DyLam
51837,-7.69407240240673,1778554757,DyLam
51904,17.084699878338352,1778554757,DyLam
51939,-18.41036945229588,1778554757,DyLam
52032,-14.21941556712257,1778554757,DyLam
52075,8.038314953457327,1778554757,DyLam
52475,11.43748972147149,1778554757,DyLam
52496,-4.909647348640099,1778554757,DyLam
52519,2.8773516265844354,1778554757,DyLam
52727,20.107387164608344,1778554757,DyLam
53037,37.373268820779316,1778554757,DyLam
53381,-15.593120280102838,1778554757,DyLam
53600,-14.86520729464421,1778554757,DyLam
53688,30.239397212913026,1778554757,DyLam
54237,-10.068887995448481,1778554757,DyLam
54354,3.320509231142125,1778554757,DyLam
54483,-24.522319782796067,1778554757,DyLam
54631,-9.275022938547487,1778554757,DyLam
54751,-18.25159980729449,1778554757,DyLam
54775,38.0542786285679,1778554757,DyLam
55000,-14.01748149868336,1778554757,DyLam
55120,-0.8724152893526838,1778554757,DyLam
55175,-11.137328279079597,1778554757,DyLam
55195,4.840737779811405,1778554757,DyLam
55313,-3.227562424447412,1778554757,DyLam
55445,-26.188685266024464,1778554757,DyLam
55711,-14.476121905481154,1778554757,DyLam
55778,-28.75029108189057,1778554757,DyLam
55837,-33.07768387816389,1778554757,DyLam
56041,-17.0447236920913,1778554757,DyLam
56113,-11.279579591498194,1778554757,DyLam
56178,-9.586862322003071,1778554757,DyLam
56206,12.78343769225734,1778554757,DyLam
56382,16.545803966269283,1778554757,DyLam
56731,8.65301629139326,1778554757,DyLam
56920,-14.564632260427615,1778554757,DyLam
56985,-9.941947866850857,1778554757,DyLam
57227,3.1943546993149585,1778554757,DyLam
58151,-10.052083327506296,1778554757,DyLam
58179,34.17537118165469,1778554757,DyLam
58301,13.745293119712473,1778554757,DyLam
58378,-19.696868399610658,1778554757,DyLam
58466,28.05205341778429,1778554757,DyLam
58528,0.5783562867755482,1778554757,DyLam
58801,-31.166802569241042,1778554757,DyLam
58853,-4.879273777751657,1778554757,DyLam
59005,2.346911056753786,1778554757,DyLam
59101,-29.362005440637024,1778554757,DyLam
59115,7.800784378451803,1778554757,DyLam
59125,24.21588460659276,1778554757,DyLam
59331,15.452107098869032,1778554757,DyLam
59446,11.54363637442785,1778554757,DyLam
59515,4.775760229077937,1778554757,DyLam
59824,12.520147762048008,1778554757,DyLam
59975,-14.866192194594369,1778554757,DyLam
60014,-10.37220106857066,1778554757,DyLam
60551,-7.7772158241754346,1778554757,DyLam
60566,-11.82669908283079,1778554757,DyLam
60690,19.919429869204652,1778554757,DyLam
60783,-14.14970811891659,1778554757,DyLam
60789,5.105497594753684,1778554757,DyLam
61090,-4.979867719271628,1778554757,DyLam
61408,-7.547328384956075,1778554757,DyLam
61500,1.804518609431374,1778554757,DyLam
61581,2.857295370693414,1778554757,DyLam
61835,12.991374447363693,1778554757,DyLam
61981,1.7748893679332913,1778554757,DyLam
62027,18.796932126823798,1778554757,DyLam
62254,-14.178019507436467,1778554757,DyLam
62381,-13.880801010852007,1778554757,DyLam
62507,-25.05560482873342,1778554757,DyLam
62641,4.252148702149327,1778554757,DyLam
62750,-16.923798980174887,1778554757,DyLam
62781,14.356596084696909,1778554757,DyLam
62988,-4.049631606163851,1778554757,DyLam
63054,-32.07231534752382,1778554757,DyLam
63164,-7.550071621773346,1778554757,DyLam
63363,-24.43782609304444,1778554757,DyLam
63397,-3.6380246541881993,1778554757,DyLam
64078,-14.3118155345805,1778554757,DyLam
64150,-3.048384001839563,1778554757,DyLam
64772,-12.01254694260182,1778554757,DyLam
64851,-13.48714567466726,1778554757,DyLam
65019,-12.531450304788484,1778554757,DyLam
65110,16.02276393171913,1778554757,DyLam
65164,23.48247705423399,1778554757,DyLam
65198,-33.759638277938286,1778554757,DyLam
65230,-5.136028729896408,1778554757,DyLam
65251,24.92833116031879,1778554757,DyLam
65341,7.306016498598083,1778554757,DyLam
65433,25.0218595129866,1778554757,DyLam
65671,-16.482244563886354,1778554757,DyLam
65781,-1.4349344305284228,1778554757,DyLam
66026,-26.698018727268543,1778554757,DyLam
66233,-15.964026625449446,1778554757,DyLam
66354,-34.151060109526874,1778554757,DyLam
66968,14.924626236544606,1778554757,DyLam
67125,-27.332566745276715,1778554757,DyLam
67226,3.0193747506327853,1778554757,DyLam
67398,-33.74223223825724,1778554757,DyLam
67421,-9.122480383639388,1778554757,DyLam
67547,28.425117086101423,1778554757,DyLam
67597,7.901026742276852,1778554757,DyLam
67604,33.032831118701196,1778554757,DyLam
67624,-4.170379712495578,1778554757,DyLam
67819,-15.970979976493737,1778554757,DyLam
67821,10.629035923695927,1778554757,DyLam
68157,-10.670858517914784,1778554757,DyLam
68233,-2.5448475941520767,1778554757,DyLam
68505,-16.080292711159842,1778554757,DyLam
68601,14.916181111205697,1778554757,DyLam
68612,-24.785139781212223,1778554757,DyLam
68667,13.306306343484385,1778554757,DyLam
68679,11.656747831591433,1778554757,DyLam
68875,31.353730677718147,1778554757,DyLam
68957,12.889691731051059,1778554757,DyLam
68964,-23.00854770879151,1778554757,DyLam
69233,-2.49828980639448,1778554757,DyLam
69553,-12.990211275491658,1778554757,DyLam
69722,-17.73036998383099,1778554757,DyLam
69764,11.558393271477271,1778554757,DyLam
69852,24.889246184800268,1778554757,DyLam
69902,-2.440293062571666,1778554757,DyLam
70173,39.214284762342636,1778554757,DyLam
70252,27.42115226249546,1778554757,DyLam
70513,-15.120635265782054,1778554757,DyLam
70525,-13.218010723754343,1778554757,DyLam
70606,6.339069406621656,1778554757,DyLam
70802,19.043399477500436,1778554757,DyLam
71202,-9.4328331583998,1778554757,DyLam
71471,-9.460939331165461,1778554757,DyLam
71502,-2.034019439950328,1778554757,DyLam
71664,9.50667406640279,1778554757,DyLam
71865,16.48029217037106,1778554757,DyLam
71987,12.32361521660459,1778554757,DyLam
72091,-17.23085146439412,1778554757,DyLam
72119,-7.180307808219737,1778554757,DyLam
72313,-8.066698853401867,1778554757,DyLam
72429,10.428146951354613,1778554757,DyLam
72593,-14.672013885268075,1778554757,DyLam
73067,-9.46954756554956,1778554757,DyLam
73094,32.471254324206605,1778554757,DyLam
73207,-17.277548654295373,1778554757,DyLam
73524,13.43932674070371,1778554757,DyLam
73717,1.5255088501999332,1778554757,DyLam
73959,-21.475830212177552,1778554757,DyLam
74117,-6.613549698600744,1778554757,DyLam
74409,41.73339292180553,1778554757,DyLam
74489,11.183226603164659,1778554757,DyLam
74684,7.768848298749241,1778554757,DyLam
74803,11.369326430970352,1778554757,DyLam
74993,-24.21713479493565,1778554757,DyLam
75262,14.337106980666585,1778554757,DyLam
75316,19.033990138444075,1778554757,DyLam
75572,4.910815595954375,1778554757,DyLam
75712,11.969605350579506,1778554757,DyLam
76341,15.111424047960638,1778554757,DyLam
76400,-5.768592302026024,1778554757,DyLam
76517,-4.427277738687418,1778554757,DyLam
76672,-3.069722565880781,1778554757,DyLam
76724,-8.767439514683874,1778554757,DyLam
76884,-15.575560229262802,1778554757,DyLam
76917,32.054071988629076,1778554757,DyLam
77072,-26.039096669891048,1778554757,DyLam
77321,11.17065583449967,1778554757,DyLam
77327,-2.8249795655365553,1778554757,DyLam
77726,-13.53750035442096,1778554757,DyLam
77872,13.683502947821516,1778554757,DyLam
77963,33.77284889465585,1778554757,DyLam
77998,6.6908056242470675,1778554757,DyLam
78121,-10.587203382203139,1778554757,DyLam
78275,-25.9459498404256,1778554757,DyLam
78285,-24.141152850669034,1778554757,DyLam
78305,-40.09998915579852,1778554757,DyLam
78335,-24.57293655229177,1778554757,DyLam
78398,-4.602475639241832,1778554757,DyLam
78769,-16.38592905642857,1778554757,DyLam
78878,13.35835670520502,1778554757,DyLam
78884,-6.920624464598675,1778554757,DyLam
78990,-16.186444231558493,1778554757,DyLam
79008,-30.81414420823382,1778554757,DyLam
79135,-13.017670609478628,1778554757,DyLam
79658,23.389185199497202,1778554757,DyLam
80250,22.154000171897497,1778554757,DyLam
80469,-15.23566606753929,1778554757,DyLam
80645,0.1678687206855125,1778554757,DyLam
80826,32.718427570684185,1778554757,DyLam
81115,8.776889611019032,1778554757,DyLam
81135,-24.50991671720499,1778554757,DyLam
81198,9.665353350673577,1778554757,DyLam
81226,-29.32492326244011,1778554757,DyLam
81455,9.819011203714695,1778554757,DyLam
81515,5.867467685999759,1778554757,DyLam
81746,4.66997182943655,1778554757,DyLam
81979,-16.01272820653011,1778554757,DyLam
82133,20.81459039270642,1778554757,DyLam
82142,-9.643765837586287,1778554757,DyLam
82363,9.532203398082263,1778554757,DyLam
82407,10.442073517034279,1778554757,DyLam
82542,-12.837039449637029,1778554757,DyLam
82960,-14.600844959759652,1778554757,DyLam
83342,0.5326613121652474,1778554757,DyLam
83366,-19.242093256633584,1778554757,DyLam
83979,-13.87839760086564,1778554757,DyLam
84028,-23.213603529966157,1778554757,DyLam
84290,20.185365804747438,1778554757,DyLam
84569,18.635622264070275,1778554757,DyLam
84584,-24.31071369626006,1778554757,DyLam
84603,-9.286811377120122,1778554757,DyLam
84648,7.9938175801935945,1778554757,DyLam
84788,-1.9030594102464955,1778554757,DyLam
85135,-10.491404725239216,1778554757,DyLam
85270,23.56691103279015,1778554757,DyLam
85322,-11.290039051294611,1778554757,DyLam
85353,15.602627897369866,1778554757,DyLam
85416,-39.106234212372684,1778554757,DyLam
86409,-10.320629716779315,1778554757,DyLam
86606,-15.585081668801994,1778554757,DyLam
86616,-12.701673063446249,1778554757,DyLam
86942,20.054973999119152,1778554757,DyLam
87016,-4.800837384313853,1778554757,DyLam
87050,-11.080967039676253,1778554757,DyLam
87349,-4.176302589464059,1778554757,DyLam
87350,36.91134570712946,1778554757,DyLam
87406,3.4388029025643094,1778554757,DyLam
87646,-0.31573180931158684,1778554757,DyLam
87795,-1.7080177883817766,1778554757,DyLam
87821,4.2454295876984185,1778554757,DyLam
87945,9.176059362721823,1778554757,DyLam
88195,-2.4670457815333,1778554757,DyLam
88443,-29.53140027016767,1778554757,DyLam
88669,15.235603419525308,1778554757,DyLam
89489,27.946006327506726,1778554757,DyLam
89513,2.4099934603323008,1778554757,DyLam
89729,13.412430104848553,1778554757,DyLam
89806,-25.24946233793648,1778554757,DyLam
89839,26.383336190781257,1778554757,DyLam
89945,-14.63795448487454,1778554757,DyLam
89988,-22.23685467186686,1778554757,DyLam
90015,-7.36777634750685,1778554757,DyLam
90313,-15.949677222088152,1778554757,DyLam
90345,18.049716993456865,1778554757,DyLam
90347,30.00870942829239,1778554757,DyLam
90436,7.403877140470718,1778554757,DyLam
90478,19.978529887199898,1778554757,DyLam
90745,10.149628282255327,1778554757,DyLam
90754,25.164009337818165,1778554757,DyLam
90799,25.085933228744572,1778554757,DyLam
90831,-5.817495634305119,1778554757,DyLam
91138,10.03749850468818,1778554757,DyLam
91145,3.3549472454931086,1778554757,DyLam
91350,-11.966326458226739,1778554757,DyLam
92242,13.969450787467526,1778554757,DyLam
92254,11.630827510853436,1778554757,DyLam
92590,8.548421570511985,1778554757,DyLam
92638,6.251128170093968,1778554757,DyLam
92878,29.89937595470815,1778554757,DyLam
92973,-2.804079797490886,1778554757,DyLam
92990,-3.459152092055118,1778554757,DyLam
93145,-12.659344873502521,1778554757,DyLam
93438,26.818478015404892,1778554757,DyLam
93598,-10.657322686408836,1778554757,DyLam
94078,-2.5550676366047744,1778554757,DyLam
94203,7.353474227360168,1778554757,DyLam
94503,23.94871626837005,1778554757,DyLam
94903,-10.640454725560733,1778554757,DyLam
95003,-12.070998808208422,1778554757,DyLam
95032,-0.3208675624475549,1778554757,DyLam
95086,9.685574889324272,1778554757,DyLam
95097,-0.3861951070516636,1778554757,DyLam
95135,-0.9887339955976016,1778554757,DyLam
95220,-3.087439917578523,1778554757,DyLam
95445,-33.88339917956478,1778554757,DyLam
95869,10.268647441289609,1778554757,DyLam
95925,24.11675172206396,1778554757,DyLam
96027,19.440375972214486,1778554757,DyLam
96038,8.790518442198158,1778554757,DyLam
96264,29.515133657127773,1778554757,DyLam
96313,1.9551026254932882,1778554757,DyLam
96451,23.87415588269609,1778554757,DyLam
96491,-7.99269224821464,1778554757,DyLam
96696,0.0,1778554757,DyLam
96783,11.014092789859781,1778554757,DyLam
96903,18.981947503864212,1778554757,DyLam
97120,-10.682375577614922,1778554757,DyLam
97158,-6.11012842647945,1778554757,DyLam
97292,-5.212417015633481,1778554757,DyLam
97360,9.095403850976696,1778554757,DyLam
97391,-30.005028856501387,1778554757,DyLam
97415,-18.33336617813911,1778554757,DyLam
97513,-27.823361154590632,1778554757,DyLam
97583,30.433244097930206,1778554757,DyLam
97689,8.34009997957676,1778554757,DyLam
97864,1.9244945342321165,1778554757,DyLam
97913,-9.630693304499486,1778554757,DyLam
97915,10.795002808268311,1778554757,DyLam
98148,8.149306555388954,1778554757,DyLam
98150,9.247134454429474,1778554757,DyLam
98420,7.263643251892611,1778554757,DyLam
98543,-5.117362284221426,1778554757,DyLam
99294,-24.57411179122973,1778554757,DyLam
99300,-18.38696912194465,1778554757,DyLam
99348,14.951488207466658,1778554757,DyLam
99354,2.6797923194486644,1778554757,DyLam
99429,16.610406809017505,1778554757,DyLam
99657,22.091643408837115,1778554757,DyLam
99743,17.644477704058087,1778554757,DyLam
99923,8.750665448599474,1778554757,DyLam
99958,-0.002755042037433375,1778554757,DyLam
100148,0.24087788670841181,1778554757,DyLam
100181,13.445448679413234,1778554757,DyLam
100624,6.139380738413975,1778554757,DyLam
100812,13.024973826135398,1778554757,DyLam
100857,29.19835643848915,1778554757,DyLam
101021,-41.923677001786146,1778554757,DyLam
101137,-6.899944654871305,1778554757,DyLam
101205,16.514526520397943,1778554757,DyLam
101232,4.932237149350849,1778554757,DyLam
101289,38.020177693121624,1778554757,DyLam
101655,10.925947364377526,1778554757,DyLam
101770,-10.01740275894179,1778554757,DyLam
101938,15.198684110838016,1778554757,DyLam
102440,-23.275081931933684,1778554757,DyLam
102570,16.840055831430966,1778554757,DyLam
102808,42.32473604916472,1778554757,DyLam
102845,36.36407981949603,1778554757,DyLam
102913,11.393663781368431,1778554757,DyLam
103138,-21.548590835994197,1778554757,DyLam
103193,0.8393541213178357,1778554757,DyLam
103262,10.277352085512508,1778554757,DyLam
103443,15.263805775259744,1778554757,DyLam
103511,8.534020235788603,1778554757,DyLam
103605,2.5888634395134043,1778554757,DyLam
103661,22.88001045766901,1778554757,DyLam
103670,28.759013391860965,1778554757,DyLam
103763,4.7281979050373435,1778554757,DyLam
103773,3.080199439232911,1778554757,DyLam
103939,-27.30982286158825,1778554757,DyLam
104122,-11.036235368169239,1778554757,DyLam
104207,0.0,1778554757,DyLam
104259,4.220306347728425,1778554757,DyLam
104355,-29.513643200490208,1778554757,DyLam
104447,13.855448713851622,1778554757,DyLam
104470,28.163939916014748,1778554757,DyLam
104600,1.1148335306151056,1778554757,DyLam
104858,13.969167791417611,1778554757,DyLam
105085,13.894684798887846,1778554757,DyLam
105291,-21.374085985919333,1778554757,DyLam
105371,25.942029185862772,1778554757,DyLam
105442,9.790912678264435,1778554757,DyLam
105517,-4.05576176244782,1778554757,DyLam
105686,13.650212944177083,1778554757,DyLam
105771,-8.32276198638059,1778554757,DyLam
105915,-15.33390180404582,1778554757,DyLam
106127,-18.361828675926883,1778554757,DyLam
106245,-20.904020174650885,1778554757,DyLam
106246,24.12384717849298,1778554757,DyLam
106292,8.006754890017431,1778554757,DyLam
106319,6.214487198402954,1778554757,DyLam
106453,32.64783028120727,1778554757,DyLam
106622,-0.3420468917420094,1778554757,DyLam
106660,11.25524569560541,1778554757,DyLam
106763,3.4249566203392865,1778554757,DyLam
107151,-4.415201125971954,1778554757,DyLam
107155,18.421413203199652,1778554757,DyLam
107214,-7.621820776406887,1778554757,DyLam
107963,0.0,1778554757,DyLam
108127,31.831184808819575,1778554757,DyLam
108308,13.801015448374262,1778554757,DyLam
108361,14.282923945140551,1778554757,DyLam
108411,17.463384598264405,1778554757,DyLam
108541,7.7007466616703395,1778554757,DyLam
108735,30.46162598948344,1778554757,DyLam
108926,26.036978799317648,1778554757,DyLam
108994,31.617310789722822,1778554757,DyLam
109177,20.90959414627963,1778554757,DyLam
109206,12.732895397083869,1778554757,DyLam
109341,7.043727228225017,1778554757,DyLam
109539,6.056229055650263,1778554757,DyLam
109597,40.26688352810218,1778554757,DyLam
109741,-0.8785192451628729,1778554757,DyLam
109888,37.50222138335242,1778554757,DyLam
110126,9.550100509610857,1778554757,DyLam
110162,18.595437705674883,1778554757,DyLam
110427,4.2938423945215,1778554757,DyLam
110541,-11.139779207536458,1778554757,DyLam
110564,3.610805782722193,1778554757,DyLam
110590,-9.991746752465485,1778554757,DyLam
110597,16.860508962719845,1778554757,DyLam
110674,4.343815281665497,1778554757,DyLam
110738,6.456499123596703,1778554757,DyLam
110760,4.903400505663867,1778554757,DyLam
110813,0.0,1778554757,DyLam
110862,0.5461699597216796,1778554757,DyLam
111060,7.584578764625057,1778554757,DyLam
111214,29.42063287657312,1778554757,DyLam
111338,-35.886748342080615,1778554757,DyLam
