_step,ep_info/Ball,seed,method
499576,15.20881036809904,1778554674,DyLam
499595,21.494351338665254,1778554674,DyLam
499984,-6.768982785447413,1778554674,DyLam
399,-5.586761865259982,1778554672,DyLam
2799,-0.4168885430653496,1778554672,DyLam
3279,11.233428895010052,1778554672,DyLam
3599,-9.274800400521967,1778554672,DyLam
3757,0.0,1778554672,DyLam
4604,0.0,1778554672,DyLam
5106,-5.98145979770497,1778554672,DyLam
5279,0.0,1778554672,DyLam
5321,23.56323240437744,1778554672,DyLam
5697,0.0,1778554672,DyLam
5732,0.0,1778554672,DyLam
5906,0.0,1778554672,DyLam
6097,0.0,1778554672,DyLam
6246,3.71993828642397,1778554672,DyLam
6399,-2.0835367622291048,1778554672,DyLam
6479,-0.25390102195669284,1778554672,DyLam
6932,18.602921351886316,1778554672,DyLam
7599,0.0,1778554672,DyLam
8185,0.0,1778554672,DyLam
8399,0.0,1778554672,DyLam
8801,0.0,1778554672,DyLam
8932,0.0,1778554672,DyLam
8933,21.442204665017538,1778554672,DyLam
9184,17.8789125825293,1778554672,DyLam
9234,0.0,1778554672,DyLam
9279,0.0,1778554672,DyLam
9950,6.1292774520594735,1778554672,DyLam
10001,0.0,1778554672,DyLam
10034,0.0,1778554672,DyLam
10834,0.0,1778554672,DyLam
11385,10.466317405228398,1778554672,DyLam
11878,0.0,1778554672,DyLam
12185,0.0,1778554672,DyLam
12434,0.0,1778554672,DyLam
13333,0.0,1778554672,DyLam
13584,0.0,1778554672,DyLam
13598,0.0,1778554672,DyLam
13679,0.0,1778554672,DyLam
14133,-1.018558392453827,1778554672,DyLam
14399,7.171449268579463,1778554672,DyLam
14453,0.0,1778554672,DyLam
14678,0.0,1778554672,DyLam
15199,0.0,1778554672,DyLam
15321,8.263192563204177,1778554672,DyLam
15333,0.0,1778554672,DyLam
15634,17.803294933506606,1778554672,DyLam
15690,-18.738723632445872,1778554672,DyLam
15878,0.0,1778554672,DyLam
16034,18.376681279437054,1778554672,DyLam
16079,0.0,1778554672,DyLam
16399,0.0,1778554672,DyLam
16773,0.0,1778554672,DyLam
16890,0.0,1778554672,DyLam
16932,4.822075674880449,1778554672,DyLam
17234,0.0,1778554672,DyLam
17785,0.0,1778554672,DyLam
17998,15.066289624331253,1778554672,DyLam
18264,-4.920697381256314,1778554672,DyLam
18434,-14.92712353667228,1778554672,DyLam
18486,0.0,1778554672,DyLam
18525,0.0,1778554672,DyLam
18621,0.0,1778554672,DyLam
18799,0.0,1778554672,DyLam
19421,0.0,1778554672,DyLam
19513,0.0,1778554672,DyLam
19552,-16.05496698333577,1778554672,DyLam
19598,0.0,1778554672,DyLam
19821,0.0,1778554672,DyLam
19973,-6.250401632120645,1778554672,DyLam
20185,13.089583370899097,1778554672,DyLam
20373,-9.101703747943303,1778554672,DyLam
20630,0.0,1778554672,DyLam
20728,-7.157863320293876,1778554672,DyLam
20798,0.0,1778554672,DyLam
20985,0.0,1778554672,DyLam
21496,0.0,1778554672,DyLam
21633,-29.892185462836032,1778554672,DyLam
21725,0.0,1778554672,DyLam
21821,0.0,1778554672,DyLam
21872,0.0,1778554672,DyLam
22079,0.0,1778554672,DyLam
22173,0.0,1778554672,DyLam
22272,0.0,1778554672,DyLam
22313,0.0,1778554672,DyLam
22672,0.0,1778554672,DyLam
22799,-7.180467964767762,1778554672,DyLam
22879,2.464162246346868,1778554672,DyLam
22932,0.0,1778554672,DyLam
23021,-13.102404252356036,1778554672,DyLam
23233,0.0,1778554672,DyLam
23430,0.0,1778554672,DyLam
23732,0.0,1778554672,DyLam
23896,2.0225787003043303,1778554672,DyLam
23928,0.0,1778554672,DyLam
24086,0.536374531778061,1778554672,DyLam
24373,0.0,1778554672,DyLam
24525,0.0,1778554672,DyLam
24773,0.0,1778554672,DyLam
25286,-1.0049394507198883,1778554672,DyLam
25340,0.5620986017608245,1778554672,DyLam
25528,0.0,1778554672,DyLam
25634,0.0,1778554672,DyLam
26288,-9.853014500935869,1778554672,DyLam
26373,1.3773496799636602,1778554672,DyLam
27286,-19.98073445813235,1778554672,DyLam
27598,0.8633778400037234,1778554672,DyLam
27830,6.97628253736404,1778554672,DyLam
27928,0.0,1778554672,DyLam
28251,2.3976335750325957,1778554672,DyLam
28728,7.687741514624721,1778554672,DyLam
28798,0.0,1778554672,DyLam
29321,0.0,1778554672,DyLam
29324,-0.033073021806573344,1778554672,DyLam
29325,0.0,1778554672,DyLam
29472,1.7155872459737007,1778554672,DyLam
29599,0.0,1778554672,DyLam
29830,0.0,1778554672,DyLam
29901,0.0,1778554672,DyLam
30328,0.0,1778554672,DyLam
30437,20.3591456246585,1778554672,DyLam
30535,7.207795162107493,1778554672,DyLam
30621,-6.9054095392844115,1778554672,DyLam
30672,-5.428562561255544,1778554672,DyLam
30798,0.0,1778554672,DyLam
30925,-0.6066863003955869,1778554672,DyLam
30935,-4.9854692719146385,1778554672,DyLam
31286,-31.465496758225722,1778554672,DyLam
31575,-0.11067207010928559,1778554672,DyLam
31648,0.0,1778554672,DyLam
32037,-3.2136419773481864,1778554672,DyLam
32175,-17.64611280064346,1778554672,DyLam
32392,-1.9946193440390356,1778554672,DyLam
32525,-5.5897650895358995,1778554672,DyLam
32775,-0.07637331785596846,1778554672,DyLam
32848,0.05111348446814601,1778554672,DyLam
33183,-6.635337592985478,1778554672,DyLam
34131,-2.8200572758162123,1778554672,DyLam
34392,5.836875002323894,1778554672,DyLam
34486,-7.748239551662001,1778554672,DyLam
34501,7.292825933598932,1778554672,DyLam
34792,-2.0875787774063514,1778554672,DyLam
34798,2.0320117461724614,1778554672,DyLam
34860,-8.229349278538445,1778554672,DyLam
34886,14.190111256068802,1778554672,DyLam
35110,3.5215787420000355,1778554672,DyLam
35198,9.254365578683087,1778554672,DyLam
35216,-1.860759402059126,1778554672,DyLam
35286,-1.8410886470284495,1778554672,DyLam
35691,-7.489135943758656,1778554672,DyLam
35708,3.833098629612088,1778554672,DyLam
35732,3.614382500010082,1778554672,DyLam
35951,0.5544842172700015,1778554672,DyLam
35952,6.697428554168593,1778554672,DyLam
36132,-0.1263871243472353,1778554672,DyLam
36769,13.077168289977894,1778554672,DyLam
36792,-2.4059928900135814,1778554672,DyLam
36965,-1.4007719562301624,1778554672,DyLam
37333,6.364354191144235,1778554672,DyLam
37360,7.014571417974553,1778554672,DyLam
37479,15.30172201492412,1778554672,DyLam
37526,5.404210728259494,1778554672,DyLam
37732,-5.743579685408312,1778554672,DyLam
37892,-4.317323686260609,1778554672,DyLam
38170,-9.09361042163792,1778554672,DyLam
38328,21.040683909534586,1778554672,DyLam
38531,-18.75771575596856,1778554672,DyLam
38560,11.717683638295872,1778554672,DyLam
38728,16.31772947478199,1778554672,DyLam
39312,-18.842438639015427,1778554672,DyLam
39326,-3.5983372180609803,1778554672,DyLam
39539,-2.728439084543682,1778554672,DyLam
39630,-4.9463108465276235,1778554672,DyLam
39732,-9.262677261417307,1778554672,DyLam
39782,-3.5733487713125074,1778554672,DyLam
39940,-7.031275056976112,1778554672,DyLam
40071,-8.689996885829304,1778554672,DyLam
40132,-12.497430207010648,1778554672,DyLam
40182,10.380444345811199,1778554672,DyLam
40410,-7.917172252403015,1778554672,DyLam
40532,8.391223099897957,1778554672,DyLam
40748,-8.496700829619469,1778554672,DyLam
40950,16.00680893086593,1778554672,DyLam
40960,-13.664812099572279,1778554672,DyLam
40982,-10.997696941814267,1778554672,DyLam
41271,-5.200867421745826,1778554672,DyLam
41312,2.9200000532616053,1778554672,DyLam
41350,-9.329068623266274,1778554672,DyLam
41354,0.8096122556372937,1778554672,DyLam
41731,17.58209754095163,1778554672,DyLam
41823,7.782653687965237,1778554672,DyLam
41895,-15.508452708508802,1778554672,DyLam
42154,-9.472709961042476,1778554672,DyLam
42182,-2.91491089297391,1778554672,DyLam
42295,-17.07247324807472,1778554672,DyLam
42561,-27.479109304934056,1778554672,DyLam
42607,-2.0923294147878195,1778554672,DyLam
42676,10.507174012120462,1778554672,DyLam
42772,27.352883449051298,1778554672,DyLam
42954,16.85554176792464,1778554672,DyLam
42960,22.05046185896768,1778554672,DyLam
43388,-24.679353270837787,1778554672,DyLam
43408,28.629072564714075,1778554672,DyLam
43758,-28.451759005746865,1778554672,DyLam
43760,-14.941366326636699,1778554672,DyLam
43889,-8.921817568049526,1778554672,DyLam
44054,-36.611734379052045,1778554672,DyLam
44068,-18.105394336171223,1778554672,DyLam
44132,-8.689464405636707,1778554672,DyLam
44190,-6.8140772730342585,1778554672,DyLam
44415,11.669728854650065,1778554672,DyLam
44608,-10.392551606020836,1778554672,DyLam
44978,-19.980368931180628,1778554672,DyLam
44990,-4.994728975342893,1778554672,DyLam
45256,22.873284375185577,1778554672,DyLam
45259,21.03710639334694,1778554672,DyLam
45440,-6.549941080130683,1778554672,DyLam
45489,10.469210093624167,1778554672,DyLam
45614,-26.566451280039445,1778554672,DyLam
45656,-8.094457936295226,1778554672,DyLam
45933,-14.188201828181345,1778554672,DyLam
45998,-20.73056331005958,1778554672,DyLam
46070,-22.77390834090046,1778554672,DyLam
46096,-3.290237121864101,1778554672,DyLam
46147,10.961714796697798,1778554672,DyLam
46333,-16.27351048351808,1778554672,DyLam
46733,-12.22342554740294,1778554672,DyLam
46764,-20.470145995976285,1778554672,DyLam
46870,12.628320377580039,1778554672,DyLam
46896,31.284599025576448,1778554672,DyLam
47479,35.99051042070407,1778554672,DyLam
48128,27.211480245766232,1778554672,DyLam
48189,-6.011915242132489,1778554672,DyLam
48619,23.726401129160333,1778554672,DyLam
48991,-14.531276795378215,1778554672,DyLam
49169,-7.750625417396107,1778554672,DyLam
49307,11.9793387456265,1778554672,DyLam
49346,5.864914231681664,1778554672,DyLam
49419,-14.139719853525479,1778554672,DyLam
49744,1.4672486787283197,1778554672,DyLam
50121,23.704404870514345,1778554672,DyLam
50508,4.623184266464832,1778554672,DyLam
50546,31.93982388626857,1778554672,DyLam
50602,-37.03303935306444,1778554672,DyLam
50729,2.953676746424402,1778554672,DyLam
50865,-20.49416171108078,1778554672,DyLam
50866,-4.360836067171709,1778554672,DyLam
51273,-1.13339726799689,1778554672,DyLam
51417,-24.12164736343955,1778554672,DyLam
51600,-4.9648460844285385,1778554672,DyLam
51744,-9.865572243343783,1778554672,DyLam
51745,-19.61465429617433,1778554672,DyLam
51821,-25.587832046276667,1778554672,DyLam
52068,-7.041827476249296,1778554672,DyLam
52156,-30.033467633319376,1778554672,DyLam
52188,-15.367426793165011,1778554672,DyLam
52313,15.808819315710252,1778554672,DyLam
52564,15.18374978920743,1778554672,DyLam
52689,-5.608170928108187,1778554672,DyLam
52766,-23.66172040136728,1778554672,DyLam
52880,-6.149681845025221,1778554672,DyLam
52944,21.881517796635485,1778554672,DyLam
52981,27.71600127161283,1778554672,DyLam
52988,29.940961394094114,1778554672,DyLam
53566,-3.572402450382236,1778554672,DyLam
53604,-14.101689009800413,1778554672,DyLam
53606,5.4972087523830835,1778554672,DyLam
53825,-12.09155369229166,1778554672,DyLam
53833,-5.75293051602797,1778554672,DyLam
53872,-7.579408496544581,1778554672,DyLam
53997,-11.13058457306407,1778554672,DyLam
54071,-28.907769255301382,1778554672,DyLam
54212,26.352751842970342,1778554672,DyLam
54406,-19.44834979678336,1778554672,DyLam
54450,34.29031072766588,1778554672,DyLam
54458,20.05359484948853,1778554672,DyLam
54900,8.077436577837393,1778554672,DyLam
54975,-6.403723227283917,1778554672,DyLam
55201,-2.0319631057669714,1778554672,DyLam
55300,-10.118700602947648,1778554672,DyLam
55456,36.94722843387545,1778554672,DyLam
55768,-20.236575299123828,1778554672,DyLam
55821,-11.476431476873955,1778554672,DyLam
55872,-10.659391208746888,1778554672,DyLam
56022,6.228776477157386,1778554672,DyLam
56221,-23.690374682508203,1778554672,DyLam
56321,27.911946234184445,1778554672,DyLam
56400,-39.205823460664206,1778554672,DyLam
56426,-10.749121965762349,1778554672,DyLam
56453,-27.065102797664174,1778554672,DyLam
56550,-16.0084431674183,1778554672,DyLam
56654,9.023495133774036,1778554672,DyLam
56706,-5.433533646060043,1778554672,DyLam
57116,-22.61710176376134,1778554672,DyLam
57141,22.263082383582454,1778554672,DyLam
57173,20.378269109319593,1778554672,DyLam
57486,-13.713864958513831,1778554672,DyLam
57762,9.830259522164093,1778554672,DyLam
57942,23.15222602818064,1778554672,DyLam
58171,-22.24682468806264,1778554672,DyLam
58297,-6.7384111343284445,1778554672,DyLam
58379,9.813812232920045,1778554672,DyLam
58700,2.616782043325977,1778554672,DyLam
59041,8.521896019182764,1778554672,DyLam
59163,-25.536712770047867,1778554672,DyLam
59373,7.098666996454265,1778554672,DyLam
59457,-18.77199579064866,1778554672,DyLam
59577,-2.3841583189218825,1778554672,DyLam
59636,17.076612006742135,1778554672,DyLam
59712,-30.772357508014604,1778554672,DyLam
59900,-15.531674772689385,1778554672,DyLam
60036,-1.2983069161936927,1778554672,DyLam
60134,-32.220118892767424,1778554672,DyLam
60217,-22.24929236649764,1778554672,DyLam
60265,-41.67221286954843,1778554672,DyLam
60494,-9.399949151765847,1778554672,DyLam
60713,-29.711218304003353,1778554672,DyLam
60863,21.153025576099886,1778554672,DyLam
60902,17.516899881480747,1778554672,DyLam
61127,-9.673001699346571,1778554672,DyLam
61264,-23.887937199064066,1778554672,DyLam
61302,-13.06818958853612,1778554672,DyLam
61361,16.837827466893664,1778554672,DyLam
61398,-16.601409795258455,1778554672,DyLam
61513,-14.439510130708914,1778554672,DyLam
61867,6.468494001808148,1778554672,DyLam
62140,-27.725719728389663,1778554672,DyLam
62181,-5.923245472170081,1778554672,DyLam
62464,-27.135658099550483,1778554672,DyLam
63366,8.662792279588261,1778554672,DyLam
63381,23.502452948603107,1778554672,DyLam
63394,20.117995718634955,1778554672,DyLam
63492,-19.055360442894674,1778554672,DyLam
63577,-17.56214104954987,1778554672,DyLam
63610,22.425111377219704,1778554672,DyLam
63776,-16.397744769126483,1778554672,DyLam
64028,18.316594332468178,1778554672,DyLam
64029,7.676646457149146,1778554672,DyLam
64181,-6.780337910176717,1778554672,DyLam
64278,-10.560025910811705,1778554672,DyLam
64377,-25.826541888041774,1778554672,DyLam
64381,-3.71682345137207,1778554672,DyLam
64401,-7.073058963977176,1778554672,DyLam
64581,-19.41700771918532,1778554672,DyLam
64727,-11.899623326400224,1778554672,DyLam
64798,-5.213986542705584,1778554672,DyLam
65127,2.434537124449429,1778554672,DyLam
65303,24.715397805087555,1778554672,DyLam
65364,17.785713884362405,1778554672,DyLam
65622,-8.617022429805779,1778554672,DyLam
65900,30.58130214322388,1778554672,DyLam
65936,-21.90759390110897,1778554672,DyLam
66022,8.382134929842591,1778554672,DyLam
66128,7.3595198291393595,1778554672,DyLam
66164,-3.0719291539857143,1778554672,DyLam
66165,-22.73428381514512,1778554672,DyLam
66377,6.395694218111966,1778554672,DyLam
66464,-12.789411227066898,1778554672,DyLam
66822,13.021034932358779,1778554672,DyLam
66864,-1.3226727647556367,1778554672,DyLam
66941,17.865010425732418,1778554672,DyLam
67048,28.16504509780956,1778554672,DyLam
67338,-3.455268172332182,1778554672,DyLam
67507,-24.1328064487031,1778554672,DyLam
67526,5.01781948481427,1778554672,DyLam
67540,11.634649720399787,1778554672,DyLam
67738,3.0166854689405582,1778554672,DyLam
67925,-11.199189201549212,1778554672,DyLam
68032,-6.662286577598267,1778554672,DyLam
68138,0.6474399629348805,1778554672,DyLam
68291,-35.21896047244948,1778554672,DyLam
68295,-16.979839570801815,1778554672,DyLam
68439,4.154316497684896,1778554672,DyLam
68538,8.011316861995534,1778554672,DyLam
68635,-13.29973628719824,1778554672,DyLam
68877,8.737803029516366,1778554672,DyLam
68904,-13.948260373146097,1778554672,DyLam
69530,-20.17877406237127,1778554672,DyLam
69698,-17.38195471097912,1778554672,DyLam
70230,-3.281840982893911,1778554672,DyLam
70275,-12.911367356645094,1778554672,DyLam
70528,-4.9095239767880585,1778554672,DyLam
70589,14.731226315020262,1778554672,DyLam
70608,-9.635028828929533,1778554672,DyLam
70675,38.108346571802365,1778554672,DyLam
70706,-5.896389359742143,1778554672,DyLam
70727,-0.6058774086011449,1778554672,DyLam
70922,18.54912481426749,1778554672,DyLam
71012,-16.864384352379776,1778554672,DyLam
71154,9.694609068134367,1778554672,DyLam
71322,-35.70583689668029,1778554672,DyLam
71629,-14.775425972323328,1778554672,DyLam
71806,-25.16224273063387,1778554672,DyLam
71875,2.428432936822728,1778554672,DyLam
72455,1.0701587546326883,1778554672,DyLam
72672,-15.510078251825249,1778554672,DyLam
72797,-23.27378791281803,1778554672,DyLam
72862,3.469421617410184,1778554672,DyLam
72977,16.3245334292683,1778554672,DyLam
73072,-12.721599934933549,1778554672,DyLam
73130,-17.082098727908125,1778554672,DyLam
73136,-13.806460566081151,1778554672,DyLam
73143,7.330502206254211,1778554672,DyLam
73348,27.4993621923964,1778554672,DyLam
73411,-21.379123925668353,1778554672,DyLam
73437,-11.938091528636281,1778554672,DyLam
73744,39.50639960886639,1778554672,DyLam
73811,4.153367760426042,1778554672,DyLam
74148,-16.610339074170685,1778554672,DyLam
74233,18.896068997494602,1778554672,DyLam
74237,-0.8880094183380927,1778554672,DyLam
74240,-12.33494440575941,1778554672,DyLam
74272,4.529645228228713,1778554672,DyLam
74389,0.0,1778554672,DyLam
74481,-23.114012385793345,1778554672,DyLam
74513,10.344678529085195,1778554672,DyLam
74773,-1.2074334089616827,1778554672,DyLam
75135,-13.948027111160757,1778554672,DyLam
75359,29.333719646536053,1778554672,DyLam
75377,-22.206854326324326,1778554672,DyLam
75456,-26.55751283290533,1778554672,DyLam
75506,-23.86882204766724,1778554672,DyLam
75790,-15.635508101268806,1778554672,DyLam
75854,19.476619756536472,1778554672,DyLam
76159,-3.3770980983187524,1778554672,DyLam
76177,33.32647143266842,1778554672,DyLam
76206,21.545603729184013,1778554672,DyLam
76546,-9.180905097704876,1778554672,DyLam
76946,13.859654310545174,1778554672,DyLam
77199,-2.600968640459831,1778554672,DyLam
77213,-26.206644893994135,1778554672,DyLam
77346,4.088543801165424,1778554672,DyLam
77599,11.266699386853983,1778554672,DyLam
77698,-16.941155873316102,1778554672,DyLam
77760,-8.430176800529113,1778554672,DyLam
77786,21.85614612556584,1778554672,DyLam
78091,5.43878331363981,1778554672,DyLam
78159,-18.683009664490726,1778554672,DyLam
78177,-3.0733677563258404,1778554672,DyLam
78355,-25.15267672432575,1778554672,DyLam
78891,-8.17295258408122,1778554672,DyLam
78898,5.147821346165225,1778554672,DyLam
78965,2.99087161432628,1778554672,DyLam
79333,-5.623944315858588,1778554672,DyLam
79530,-12.2945285261199,1778554672,DyLam
79746,2.5153441041553846,1778554672,DyLam
79857,-11.311344598364336,1778554672,DyLam
80207,-12.766879977537721,1778554672,DyLam
80251,-15.05128932424868,1778554672,DyLam
80538,-7.349147287966955,1778554672,DyLam
80649,1.3778700110121964,1778554672,DyLam
80651,-4.877836795412843,1778554672,DyLam
80741,-9.59986641480403,1778554672,DyLam
81100,20.3784654722001,1778554672,DyLam
81141,2.719270893244055,1778554672,DyLam
81412,-3.6849662950538096,1778554672,DyLam
81420,2.96870439920647,1778554672,DyLam
81541,39.87675340208484,1778554672,DyLam
81857,0.5990603078874173,1778554672,DyLam
82318,-17.46586217475206,1778554672,DyLam
82341,21.968967986482586,1778554672,DyLam
82512,-14.002374807834812,1778554672,DyLam
82627,-9.98483857997371,1778554672,DyLam
82700,-20.279203617065654,1778554672,DyLam
82939,-39.23523175458786,1778554672,DyLam
82952,25.435872174557055,1778554672,DyLam
83106,-13.385195054563331,1778554672,DyLam
83397,13.346040155021596,1778554672,DyLam
83503,-27.153077309165262,1778554672,DyLam
83903,-5.325133592114714,1778554672,DyLam
83986,5.275846092158565,1778554672,DyLam
84036,-12.515326562867477,1778554672,DyLam
84087,-32.07207927905448,1778554672,DyLam
84257,13.538317693617106,1778554672,DyLam
84350,0.0,1778554672,DyLam
84358,24.294854483443345,1778554672,DyLam
84395,27.900219951243592,1778554672,DyLam
84434,-32.65634258500927,1778554672,DyLam
84489,-15.60985081672971,1778554672,DyLam
84881,18.235659601357607,1778554672,DyLam
84915,-18.53687886420309,1778554672,DyLam
84939,-9.16516724283964,1778554672,DyLam
85144,-17.840404838495477,1778554672,DyLam
85150,-11.620663162825341,1778554672,DyLam
85289,-17.10033941921147,1778554672,DyLam
85737,-21.356708946515727,1778554672,DyLam
85889,-11.143866509865383,1778554672,DyLam
86423,-31.84656563749851,1778554672,DyLam
86494,-10.132976270861937,1778554672,DyLam
86611,-6.655896303675602,1778554672,DyLam
86680,29.492764535332004,1778554672,DyLam
86839,3.782014288929486,1778554672,DyLam
86927,-2.6566666082768613,1778554672,DyLam
87337,12.005989241036948,1778554672,DyLam
87359,-18.455627784467016,1778554672,DyLam
87361,7.766437724607031,1778554672,DyLam
87404,2.362721167021209,1778554672,DyLam
87737,10.786648407725883,1778554672,DyLam
87759,-33.92244620740454,1778554672,DyLam
88039,33.57168805947046,1778554672,DyLam
88211,-23.751368381729826,1778554672,DyLam
88373,2.1677439447299633,1778554672,DyLam
88394,0.43017695536567213,1778554672,DyLam
88559,-0.8460262213833447,1778554672,DyLam
88611,-8.640247936165988,1778554672,DyLam
88809,-31.03110098554876,1778554672,DyLam
89240,-9.501697848473226,1778554672,DyLam
89631,-21.88533735394651,1778554672,DyLam
89644,-15.780064265705025,1778554672,DyLam
90312,-5.710972992574388,1778554672,DyLam
90356,-6.396127368622842,1778554672,DyLam
90604,-1.7964989933329274,1778554672,DyLam
90927,22.842567176277157,1778554672,DyLam
90937,-17.687670274411694,1778554672,DyLam
90961,15.962814161513748,1778554672,DyLam
91111,-12.081312690968234,1778554672,DyLam
91191,-9.649514555056863,1778554672,DyLam
91556,19.959214579330887,1778554672,DyLam
91642,3.5568049441657554,1778554672,DyLam
91680,-19.095843064418304,1778554672,DyLam
91737,-9.303450864650236,1778554672,DyLam
91870,-8.426249182938339,1778554672,DyLam
92080,9.452408543894723,1778554672,DyLam
92454,12.674807857327265,1778554672,DyLam
92679,37.201691574884116,1778554672,DyLam
92842,9.030899432774477,1778554672,DyLam
92852,-4.604496906493324,1778554672,DyLam
93191,28.464772779490815,1778554672,DyLam
93242,1.7394855106971163,1778554672,DyLam
93252,11.532845555667068,1778554672,DyLam
93546,11.93013676663104,1778554672,DyLam
93556,6.674457760068664,1778554672,DyLam
93591,-11.596298786743128,1778554672,DyLam
93729,-5.245574734163072,1778554672,DyLam
93988,8.62573236388472,1778554672,DyLam
93993,-5.050956363149853,1778554672,DyLam
94178,35.50791366683483,1778554672,DyLam
94388,-3.5912866996244874,1778554672,DyLam
94645,-8.70345475678891,1778554672,DyLam
94854,-5.167074213316987,1778554672,DyLam
95681,3.2272368106015565,1778554672,DyLam
95694,-6.531214583027348,1778554672,DyLam
95863,-3.619214633753494,1778554672,DyLam
95902,5.553153049822828,1778554672,DyLam
95939,32.23746189691638,1778554672,DyLam
96110,6.712556633396857,1778554672,DyLam
96134,14.167045381451448,1778554672,DyLam
96212,32.840589093827674,1778554672,DyLam
96477,6.344926233756145,1778554672,DyLam
96510,-12.249434020128685,1778554672,DyLam
96512,30.689862731873994,1778554672,DyLam
96662,22.935807688339015,1778554672,DyLam
96665,16.774238608479106,1778554672,DyLam
96881,-0.9709448907823564,1778554672,DyLam
96910,17.089219755300594,1778554672,DyLam
96929,31.911997921739847,1778554672,DyLam
96996,3.7886843861823194,1778554672,DyLam
97310,3.336684058690547,1778554672,DyLam
97341,23.2573569730166,1778554672,DyLam
97463,0.7093359353440506,1778554672,DyLam
97816,0.0,1778554672,DyLam
98367,-1.02625520146049,1778554672,DyLam
98408,3.2790246183536285,1778554672,DyLam
98717,15.08356928306249,1778554672,DyLam
98767,-10.484545358368765,1778554672,DyLam
98991,2.0689889925878333,1778554672,DyLam
99102,-0.5614293208766834,1778554672,DyLam
99144,31.453525298778878,1778554672,DyLam
99332,-6.6550064686806945,1778554672,DyLam
99608,29.564617114285372,1778554672,DyLam
99785,1.8215523056999077,1778554672,DyLam
100212,3.3592219648919985,1778554672,DyLam
100408,36.147655832480915,1778554672,DyLam
100680,-2.823228250694732,1778554672,DyLam
101017,2.7402431211119764,1778554672,DyLam
101087,34.904863148791065,1778554672,DyLam
101121,-6.35642769611241,1778554672,DyLam
101367,-4.153198420337343,1778554672,DyLam
101390,14.69561530768481,1778554672,DyLam
101391,-14.342708031009598,1778554672,DyLam
101413,15.469153422715465,1778554672,DyLam
101565,29.401521816770195,1778554672,DyLam
102101,19.083370418064664,1778554672,DyLam
102213,2.070731384288452,1778554672,DyLam
102220,2.4508590583644403,1778554672,DyLam
102250,25.34958306787515,1778554672,DyLam
102392,25.423511838792532,1778554672,DyLam
102501,-9.852430301642176,1778554672,DyLam
102650,19.620111623553086,1778554672,DyLam
102662,18.882397659629028,1778554672,DyLam
102935,-0.4228554385804133,1778554672,DyLam
102996,-11.65170175911523,1778554672,DyLam
103008,3.4826074123813386,1778554672,DyLam
103113,-12.800454136963237,1778554672,DyLam
103417,22.900627579039938,1778554672,DyLam
103450,14.486763272344371,1778554672,DyLam
103462,0.07552658295955739,1778554672,DyLam
103514,9.92112539017885,1778554672,DyLam
103618,36.289744925139644,1778554672,DyLam
103632,6.820165047127888,1778554672,DyLam
103638,-2.698914752872965,1778554672,DyLam
103813,-18.38066165270515,1778554672,DyLam
103888,4.975331150047607,1778554672,DyLam
103913,-2.536146648011727,1778554672,DyLam
104208,8.10341646503403,1778554672,DyLam
104305,-13.12286845583515,1778554672,DyLam
104313,-4.897948966114487,1778554672,DyLam
104539,11.916528075677821,1778554672,DyLam
104540,-8.21477965411046,1778554672,DyLam
104774,35.562039278635474,1778554672,DyLam
104851,0.8834891518454411,1778554672,DyLam
105154,30.927624087935712,1778554672,DyLam
105665,38.61065193139563,1778554672,DyLam
105701,16.576914110858418,1778554672,DyLam
105777,-0.055249633102272044,1778554672,DyLam
105788,-6.208404066822619,1778554672,DyLam
105849,9.741127361787663,1778554672,DyLam
106017,-3.74423674277436,1778554672,DyLam
106112,37.288601306386084,1778554672,DyLam
106303,-3.805537687684713,1778554672,DyLam
106304,17.76349603758902,1778554672,DyLam
106422,-1.198328823779742,1778554672,DyLam
106551,4.7839327258920505,1778554672,DyLam
106886,11.34397897182725,1778554672,DyLam
107094,-0.23372520132745045,1778554672,DyLam
107103,10.810618194729898,1778554672,DyLam
107105,-0.310507463820045,1778554672,DyLam
107222,23.367800137482163,1778554672,DyLam
107351,17.04356891541158,1778554672,DyLam
107431,-7.724376391064251,1778554672,DyLam
107495,5.774731804401866,1778554672,DyLam
107505,8.845353635357172,1778554672,DyLam
107895,-6.238163561570618,1778554672,DyLam
107962,12.23365975490479,1778554672,DyLam
108127,-24.979920618062184,1778554672,DyLam
108565,27.855788632964963,1778554672,DyLam
108701,7.044962431686088,1778554672,DyLam
108965,27.322443559282547,1778554672,DyLam
109018,13.456467809390553,1778554672,DyLam
109101,8.959445456929254,1778554672,DyLam
109142,2.3772312235279656,1778554672,DyLam
109251,15.489661574739802,1778554672,DyLam
109298,6.014065866066146,1778554672,DyLam
109485,2.197533306854043,1778554672,DyLam
109649,19.223060752167697,1778554672,DyLam
109654,16.624160123616026,1778554672,DyLam
109758,24.223044249809764,1778554672,DyLam
109852,-2.383401949595024,1778554672,DyLam
109856,29.612643681536287,1778554672,DyLam
109995,2.1020101992005777,1778554672,DyLam
110021,-9.460732471254774,1778554672,DyLam
110158,13.699941308468235,1778554672,DyLam
110368,33.0073848628027,1778554672,DyLam
110472,20.44525982366593,1778554672,DyLam
110536,15.913098338411686,1778554672,DyLam
110693,12.259462692583545,1778554672,DyLam
110768,2.617289962763463,1778554672,DyLam
110795,-7.017769987394081,1778554672,DyLam
110898,14.606537211277038,1778554672,DyLam
