obj1,obj2,wall_time_min,seed,point_index
28.66552352905273,-2.22908091545105,440.48696439266206,9,0
-0.4349622726440429,-0.1981343179941177,440.48696439266206,9,1
0.28369802236557,-0.3368048071861267,440.48696439266206,9,2
47.65873336791992,-2.4451982975006104,440.48696439266206,9,3
35.118125915527344,-2.386436939239502,440.48696439266206,9,4
24.364429473876957,-1.699737310409546,440.48696439266206,9,5
8.909357070922852,-1.0478417873382568,440.48696439266206,9,6
24.591154098510746,-2.0298337936401367,440.48696439266206,9,7
8.956571578979492,-1.0934175252914429,440.48696439266206,9,8
19.540111541748047,-1.5809582471847534,440.48696439266206,9,9
4.515360832214356,-0.707495391368866,440.48696439266206,9,10
11.271883010864258,-1.1163829565048218,440.48696439266206,9,11
20.95804214477539,-1.600654363632202,440.48696439266206,9,12
15.729986190795898,-1.2460858821868896,440.48696439266206,9,13
66.01667785644531,-2.66634464263916,440.48696439266206,9,14
28.291439056396484,-2.0779616832733154,440.48696439266206,9,15
0.6170350313186646,-0.2676298916339874,437.79975132147473,8,0
62.0360221862793,-2.073422431945801,437.79975132147473,8,1
22.7550048828125,-0.9372184872627258,437.79975132147473,8,2
57.212158203125,-1.663628339767456,437.79975132147473,8,3
1.133189082145691,-0.3629272878170013,437.79975132147473,8,4
88.26091766357422,-2.735492467880249,437.79975132147473,8,5
50.37956619262695,-1.389617681503296,437.79975132147473,8,6
-0.0525501854717731,-0.1909925192594528,437.79975132147473,8,7
35.59708404541016,-1.236870050430298,437.79975132147473,8,8
34.8593864440918,-1.0392948389053345,437.79975132147473,8,9
0.2951223850250244,-0.2090123146772384,437.79975132147473,8,10
60.78849029541016,-1.713866949081421,437.79975132147473,8,11
-0.0998619347810745,-0.1881666183471679,437.79975132147473,8,12
98.89913177490234,-3.4598922729492188,437.79975132147473,8,13
3.588186740875244,-0.4957767426967621,437.79975132147473,8,14
28.278512954711918,-0.9437648057937622,437.79975132147473,8,15
45.33843231201172,-1.3796905279159546,437.79975132147473,8,16
13.173957824707031,-0.7104161381721497,437.79975132147473,8,17
67.6572494506836,-2.2717127799987797,437.79975132147473,8,18
2.9528632164001465,-0.4018317759037018,437.79975132147473,8,19
87.02781677246094,-2.4789180755615234,437.79975132147473,8,20
53.52655792236328,-1.580966234207153,437.79975132147473,8,21
9.906259536743164,-0.7099217176437378,437.79975132147473,8,22
8.574322700500488,-0.6019860506057739,437.79975132147473,8,23
-0.5927713513374329,-0.2877766788005829,457.6802182237307,7,0
1.4986695051193235,-0.5087948441505432,457.6802182237307,7,1
60.8475456237793,-2.5685150623321533,457.6802182237307,7,2
-0.0697198659181594,-0.3187656998634338,457.6802182237307,7,3
32.95673370361328,-1.4481379985809326,457.6802182237307,7,4
10.656248092651367,-1.2390732765197754,457.6802182237307,7,5
83.10562133789062,-3.9010181427001953,457.6802182237307,7,6
51.0407829284668,-1.996824860572815,457.6802182237307,7,7
-0.620173454284668,-0.2174180001020431,457.6802182237307,7,8
