obj1,obj2,obj3,wall_time_min,seed,point_index
0.0,0.0,-0.2809271905571222,422.14922776222227,9,0
0.0,0.0,-0.286679770424962,422.14922776222227,9,1
0.0,0.0,-0.2838034804910421,422.14922776222227,9,2
0.0,0.0,-0.2809271905571222,422.14922776222227,9,3
0.0,0.0,-0.2809271905571222,422.14922776222227,9,4
0.0,0.0,-0.2809271905571222,422.14922776222227,9,5
0.0,0.0,-0.2809271905571222,422.14922776222227,9,6
0.443371957540512,0.5011918365955352,-0.7080939317122101,422.14922776222227,9,7
0.5308923840522766,0.4428789913654327,-0.7261162040755152,422.14922776222227,9,8
0.5272981643676757,0.4799844801425934,-0.7420225819572807,422.14922776222227,9,9
0.5106425166130066,0.5599977850914002,-0.8224822785705328,422.14922776222227,9,10
0.5012187957763672,0.5754466652870178,-0.821787779033184,422.14922776222227,9,11
0.5379458367824554,0.559354841709137,-0.9160658478736876,422.14922776222227,9,12
0.5586713671684265,0.5491822481155395,-1.3419495478272438,422.14922776222227,9,13
0.5010443508625031,0.5177977621555329,-0.7581611283123493,422.14922776222227,9,14
0.5951941013336182,0.4860852062702179,-0.8224822785705328,422.14922776222227,9,15
0.5454594850540161,0.5195134997367858,-0.8935613565146923,422.14922776222227,9,16
0.5068890154361725,0.4673892259597778,-0.7327400203794241,422.14922776222227,9,17
0.5652777552604675,0.5381444811820983,-0.916732845455408,422.14922776222227,9,18
0.464506459236145,0.4760883212089538,-0.718877736106515,422.14922776222227,9,19
0.0,0.0,-0.2809271905571222,422.14922776222227,9,20
0.5361705422401428,0.5672516703605652,-1.4573122061789037,422.14922776222227,9,21
0.0,0.0,-0.2809271905571222,422.14922776222227,9,22
0.0,0.0,-0.2809271905571222,422.14922776222227,9,23
0.0,0.0,-0.2809271905571222,422.14922776222227,9,24
0.0,0.0,-0.2809271905571222,422.14922776222227,9,25
0.0,0.0,-0.2809271905571222,422.14922776222227,9,26
0.5091455280780792,0.5122044563293457,-0.7903193041682244,422.14922776222227,9,27
0.5304561853408813,0.5296689629554748,-0.8203987799584865,422.14922776222227,9,28
0.5499369978904725,0.5298951745033265,-0.8224822785705328,422.14922776222227,9,29
0.48202565908432,0.4726761937141418,-0.7214743996039032,422.14922776222227,9,30
0.5361548960208893,0.5672673225402832,-0.916732845455408,422.14922776222227,9,31
0.5385881900787354,0.5604026317596436,-1.4061067953705788,422.14922776222227,9,32
0.4424136102199554,0.4690558314323425,-0.7139529695734381,422.14922776222227,9,33
0.0,0.0,-0.2809271905571222,422.14922776222227,9,34
0.0,0.0,-0.2809271905571222,422.14922776222227,9,35
0.0,0.0,-0.2809271905571222,422.14922776222227,9,36
0.0,0.0,-0.2809271905571222,422.14922776222227,9,37
0.0,0.0,-0.2809271905571222,422.14922776222227,9,38
0.5318022668361664,0.4779082655906677,-0.7393086919561028,422.14922776222227,9,39
0.5321576774120331,0.524037915468216,-0.8207190729677677,422.14922776222227,9,40
0.5582584977149964,0.5274381220340729,-0.8224822785705328,422.14922776222227,9,41
0.5369506061077118,0.5709030032157898,-0.8821564573794604,422.14922776222227,9,42
0.4920978963375091,0.4987124919891357,-0.7508035775274038,422.14922776222227,9,43
0.5617472887039184,0.5416749238967895,-1.4534209102392197,422.14922776222227,9,44
0.0,0.0,-0.2838034804910421,422.14922776222227,9,45
0.0,0.0,-0.2809271905571222,422.14922776222227,9,46
0.0,0.0,-0.2838034804910421,422.14922776222227,9,47
0.0,0.0,-0.2809271905571222,422.14922776222227,9,48
